"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*062h8*","Moussa Niakhate","NOT","D","419","W (Fri)","@ARS Sat 4:30AM","0","0","25%","149","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k0*","John McGinn","AVL","M","377","W (Fri)","@NEW Sat 9:30AM","0","0","75%","149.33","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06804*","Benoit Badiashile","CHE","D","48","W (Fri)","LIV Sun 8:30AM","0","0","25%","151","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05a6e*","Neco Williams","NOT","D,M","618","W (Fri)","@ARS Sat 4:30AM","0","0","75%","153","100%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063zi*","Matheus Nunes","WOL","M","425","W (Fri)","@MUN Mon 12:00PM","0","0","50%","153.5","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tm0*","Lucas Digne","AVL","D","158","W (Fri)","@NEW Sat 9:30AM","0","0","50%","154","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06492*","Sasa Kalajdzic","WOL","F","294","W (Fri)","@MUN Mon 12:00PM","0","0","50%","154","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lnx*","Danny Welbeck","BHA","F","612","W (Fri)","LUT Sat 7:00AM","0","0","75%","155.67","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lkj*","Jack Robinson","SHU","D","492","W (Fri)","CRY Sat 7:00AM","0","0","50%","156.5","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0435m*","Granit Xhaka","ARS","M","627","W (Fri)","NOT Sat 4:30AM","0","0","75%","156.67","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6c*","Elijah Adebayo","LUT","F","3","W (Fri)","@BHA Sat 7:00AM","0","0","50%","157","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05247*","Tanguy Ndombele","TOT","M","415","W (Fri)","@BRF Sun 6:00AM","0","0","50%","157","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qqv*","Fred","MUN","M","495","W (Fri)","WOL Mon 12:00PM","0","0","75%","157.67","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062cs*","Bendeguz Bolla","WOL","D","73","W (Fri)","@MUN Mon 12:00PM","0","0","50%","158","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068a3*","Danilo","NOT","M,F","646","W (Fri)","@ARS Sat 4:30AM","0","0","75%","158.67","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w9i*","Marc Cucurella","CHE","D,M","136","W (Fri)","LIV Sun 8:30AM","0","0","25%","159","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04kj7*","Serge Aurier","NOT","D,M","41","W (Fri)","@ARS Sat 4:30AM","0","0","75%","159.67","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xjr*","Harvey Elliott","LIV","M","179","W (Fri)","@CHE Sun 8:30AM","0","0","25%","160","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*044ej*","Johann Gudmundsson","BUR","M","235","W (Fri)","MCI Fri 12:00PM","0","0","75%","160","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05up6*","Raphael Varane","MUN","D","594","W (Fri)","WOL Mon 12:00PM","0","0","100%","161.25","100%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05l8q*","Cole Palmer","MCI","M","445","W (Fri)","@BUR Fri 12:00PM","0","0","75%","161.33","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oh2*","Thiago Alcantara","LIV","M","16","W (Fri)","@CHE Sun 8:30AM","0","0","75%","162","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04o82*","Curtis Jones","LIV","M","290","W (Fri)","@CHE Sun 8:30AM","0","0","50%","162","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m7x*","Romelu Lukaku","CHE","F","346","W (Fri)","LIV Sun 8:30AM","0","0","50%","163","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o8o*","Jayden Bogle","SHU","D","72","W (Fri)","CRY Sat 7:00AM","0","0","75%","163.33","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w90*","Maxwel Cornet","WHU","M,F","124","W (Fri)","@BOU Sat 7:00AM","0","0","75%","163.33","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6i*","Anel Ahmedhodzic","SHU","D","10","W (Fri)","CRY Sat 7:00AM","0","0","50%","163.5","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ge8*","Reiss Nelson","ARS","F","416","W (Fri)","NOT Sat 4:30AM","0","0","50%","163.5","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w9q*","Odsonne Edouard","CRY","F","172","W (Fri)","@SHU Sat 7:00AM","0","0","25%","164","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yly*","Deniz Undav","BHA","F","593","W (Fri)","LUT Sat 7:00AM","0","0","50%","164.5","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr8*","Christian Norgaard","BRF","M","422","W (Fri)","TOT Sun 6:00AM","0","0","75%","164.67","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05opk*","Vladimir Coufal","WHU","D,M","126","W (Fri)","@BOU Sat 7:00AM","0","0","25%","166","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mi4*","Callum Hudson-Odoi","CHE","F","269","W (Fri)","LIV Sun 8:30AM","0","0","50%","167","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03am7*","Jacob Murphy","NEW","M,F","409","W (Fri)","AVL Sat 9:30AM","0","0","50%","168.5","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oo1*","Ben Davies","TOT","D,M","145","W (Fri)","@BRF Sun 6:00AM","0","0","50%","169","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051l5*","John Fleck","SHU","M","190","W (Fri)","CRY Sat 7:00AM","0","0","25%","169","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ena*","Aaron Cresswell","WHU","D","135","W (Fri)","@BOU Sat 7:00AM","0","0","50%","169.5","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061ve*","Ryan Christie","BOU","M,F","110","W (Fri)","WHU Sat 7:00AM","0","0","75%","169.67","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tqz*","Rico Henry","BRF","D,M","255","W (Fri)","TOT Sun 6:00AM","0","0","50%","170","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0329y*","Joel Ward","CRY","D","606","W (Fri)","@SHU Sat 7:00AM","0","0","50%","170","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05749*","Kieran Tierney","ARS","D","572","W (Fri)","NOT Sat 4:30AM","0","0","50%","170.5","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w9m*","Emerson Royal","TOT","D,M","327","W (Fri)","@BRF Sun 6:00AM","0","0","75%","170.67","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yey*","Max Kilman","WOL","D","307","W (Fri)","@MUN Mon 12:00PM","0","0","25%","172","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dxq*","Danny Ings","WHU","F","276","W (Fri)","@BOU Sat 7:00AM","0","0","25%","173","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063q8*","Mikkel Damsgaard","BRF","M","141","W (Fri)","TOT Sun 6:00AM","0","0","50%","174","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05os9*","Thomas Partey","ARS","M","448","W (Fri)","NOT Sat 4:30AM","0","0","25%","174","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uoc*","Cristian Romero","TOT","D","498","W (Fri)","@BRF Sun 6:00AM","0","0","75%","175.67","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yeg*","Tosin Adarabioyo","FUL","D","1","W (Fri)","@EVE Sat 7:00AM","0","0","25%","177","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061v9*","Diego Carlos","AVL","D","518","W (Fri)","@NEW Sat 9:30AM","0","0","25%","178","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06clz*","Malo Gusto","CHE","D","239","W (Fri)","LIV Sun 8:30AM","0","0","50%","179","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rec*","Tyrone Mings","AVL","D","391","W (Fri)","@NEW Sat 9:30AM","0","0","25%","182","75%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yim*","Christian Pulisic","CHE","M,F","472","W (Fri)","LIV Sun 8:30AM","0","0","25%","184","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05n3v*","Konstantinos Tsimikas","LIV","D","588","W (Fri)","@CHE Sun 8:30AM","0","0","25%","184","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063hu*","Amadou Onana","EVE","M","436","W (Fri)","FUL Sat 7:00AM","0","0","25%","185","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ygj*","Chiquinho","WOL","F","575","W (Fri)","@MUN Mon 12:00PM","0","0","50%","186.5","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03sgc*","Jordan Ayew","CRY","M,F","45","W (Fri)","@SHU Sat 7:00AM","0","0","25%","187","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061z3*","Fabio Vieira","ARS","M","599","W (Fri)","NOT Sat 4:30AM","0","0","50%","187","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06451*","Cameron Peupion","BHA","M","460","W (Fri)","LUT Sat 7:00AM","0","0","25%","191","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ymb*","Tayo Adaramola","CRY","D","2","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0626q*","Simon Adingra","BHA","F","4","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067y2*","Daniel Adu-Addei","BOU","M","5","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0620k*","Nayef Aguerd","WHU","D","6","W (Fri)","@BOU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm8*","Brandon Aguilera","NOT","M","7","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cly*","Enock Agyei","BUR","F","8","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068ys*","Naouirou Ahamada","CRY","M","9","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05os4*","Rayan Ait-Nouri","WOL","D","11","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uel*","Kristoffer Ajer","BRF","D","12","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0649j*","Manuel Akanji","MCI","D","13","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4j*","Ameen Al Dakhil","BUR","D","15","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03mml*","Dele Alli","EVE","M","18","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r9c*","Cedric Soares","ARS","D","22","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*058vf*","Steven Alzate","BHA","M","23","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lav*","Ethan Ampadu","CHE","D","25","W (Fri)","LIV Sun 8:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cmv*","Mads Andersen","LUT","D","28","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05opj*","Elliot Anderson","NEW","M","29","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059j0*","Faustino Anjorin","CHE","M","30","W (Fri)","LIV Sun 8:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vk*","Jaidon Anthony","BOU","M,F","31","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6m*","Oliver Arblaster","SHU","M","34","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*058vb*","Cameron Archer","AVL","F","35","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r8p*","Harry Arter","NOT","M","38","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ogh*","Harrison Ashby","NEW","D","39","W (Fri)","AVL Sat 9:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yc*","Yasin Ayari","BHA","M","44","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02vlk*","Cesar Azpilicueta","CHE","D,M","46","W (Fri)","LIV Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03udk*","Abdul Rahman Baba","CHE","D","47","W (Fri)","LIV Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0435u*","Eric Bailly","MUN","D","50","W (Fri)","WOL Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062p0*","Stefan Bajcetic","LIV","D,M","51","W (Fri)","@CHE Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051kz*","George Baldock","SHU","D","53","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0666i*","Kofi Balmer","CRY","M","54","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05trd*","Shandon Baptiste","BRF","M","55","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02rlq*","Chris Basham","SHU","D","56","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4m*","Samuel Bastien","BUR","M","57","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr4*","Mads Bech Sorensen","BRF","D","58","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c5y*","Amari'i Bell","LUT","D","59","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gcs*","Sander Berge","SHU","M","63","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c62*","Luke Berry","LUT","M","64","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06clx*","Jordan Beyer","BUR","D","66","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062dp*","Giulian Biancone","NOT","D","67","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tri*","Mads Bidstrup","BRF","M","68","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sft*","Yves Bissouma","TOT","M","71","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qr0*","Willy Boly","NOT","D","74","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm7*","Josh Bowler","NOT","M","79","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05l27*","Jarrad Branthwaite","EVE","D","80","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04c3c*","Rhian Brewster","SHU","F","81","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gvx*","Armando Broja","CHE","F","82","W (Fri)","LIV Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6n*","Andre Brooks","SHU","M","83","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rh9*","David Brooks","BOU","M","84","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05raa*","Hugo Bueno","WOL","D","87","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03amm*","Reece Burke","LUT","D","89","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ojg*","Nelson Semedo","WOL","D","91","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0328q*","Tom Cairney","FUL","M","93","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tra*","Emiliano Marcondes Camargo Hansen","BOU","M","95","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c65*","Allan Campbell","LUT","M","96","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ni*","Thomas Cannon","EVE","F","97","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0411y*","Sergi Canos","BRF","F","98","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tcc*","Jonny","WOL","D","103","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*056ix*","Bruno Jordao","WOL","M","105","W (Fri)","@MUN Mon 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qrd*","Ivan Cavaleiro","FUL","F","106","W (Fri)","@EVE Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mup*","Trevoh Chalobah","CHE","D","107","W (Fri)","LIV Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02t1j*","Calum Chambers","AVL","D","108","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05re5*","Carney Chukwuemeka","CHE","M","111","W (Fri)","LIV Sun 8:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4r*","Darko Churlinov","BUR","F","112","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064on*","Catalin Cirjan","ARS","M","113","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062p2*","Bobby Clark","LIV","M","114","W (Fri)","@CHE Sun 8:30AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c63*","Jordan Clark","LUT","M","115","W (Fri)","@BHA Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02t1k*","Nathaniel Clyne","CRY","D","116","W (Fri)","@SHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lpl*","Seamus Coleman","EVE","D","117","W (Fri)","FUL Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u1m*","Nathan Collins","BRF","D","118","W (Fri)","TOT Sun 6:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04k4j*","Aaron Connolly","BHA","F","120","W (Fri)","LUT Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043qy*","Lewis Cook","BOU","M","121","W (Fri)","WHU Sat 7:00AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03r8i*","Steve Cook","NOT","D","122","W (Fri)","@ARS Sat 4:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02opl*","Jack Cork","BUR","M","123","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060y3*","Dara Costelloe","BUR","F","125","W (Fri)","MCI Fri 12:00PM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6l*","Ismaila Coulibaly","SHU","M","127","W (Fri)","CRY Sat 7:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02yhi*","Philippe Coutinho","AVL","M","128","W (Fri)","@NEW Sat 9:30AM","0","0","0%","-","50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhp*","Yan Couto","MCI","D","129","W (Fri)","@BUR Fri 12:00PM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xjt*","Conor Coventry","WHU","M","130","W (Fri)","@BOU Sat 7:00AM","0","0","0%","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064oo*","Amario Cozier-Duberry","ARS","M","132","W (Fri)","NOT Sat 4:30AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uwc*","Matthew Craig","TOT","M","133","W (Fri)","@BRF Sun 6:00AM","0","0","0%","-","25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
