"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros %","+/-","GP","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*05uor*","Yoane Wissa","BRF","F","16","Adam","BOU Sat 7:00AM","46.5","15.5","76%","120.94","96%","+3.5%","3","239","2","2","1","5","1","2","0","0","0","1","2","2","1","5","0","1","0","3","1"
"*05trb*","Bryan Mbeumo","BRF","F","18","Maddihat","BOU Sat 7:00AM","46","15.33","100%","40.29","100%","+0.1%","3","270","3","3","0","5","1","6","0","0","2","1","2","0","0","4","0","0","0","3","1"
"*04qr9*","Morgan Gibbs-White","NOT","M","17","Maddihat","@CHE Sat 7:00AM","46","15.33","100%","43.32","99%","0%","3","270","0","8","2","1","2","1","1","0","3","4","1","7","0","5","0","0","0","6","0"
"*04abb*","Phil Foden","MCI","M","19","XXX","FUL Sat 7:00AM","45","15","100%","16.45","100%","+0.1%","3","183","0","11","2","2","1","4","0","0","0","1","0","5","0","0","0","0","0","0","2"
"*056iy*","Pedro Neto","WOL","F","20","Kish123","@CRY Sun 6:00AM","44","14.67","55%","136.09","88%","+3.4%","3","270","0","10","1","2","0","3","1","0","8","1","0","8","0","1","0","0","0","5","1"
"*04rzl*","Taiwo Awoniyi","NOT","F","21","Kish123","@CHE Sat 7:00AM","43","14.33","51%","138.07","89%","+14.5%","3","181","3","2","0","3","0","4","0","0","0","0","1","4","0","8","0","0","0","4","0"
"*05ocl*","Ollie Watkins","AVL","F","22","4b. DcbB","@LIV Sun 6:00AM","42","14","100%","19.8","100%","0%","3","248","0","7","3","3","1","6","0","0","0","0","3","2","1","2","0","1","0","6","1"
"*05o4b*","Matty Cash","AVL","D","25","deceptiv","@LIV Sun 6:00AM","39.5","13.17","93%","106.79","87%","+4.5%","3","266","2","1","0","4","3","2","1","0","1","1","6","4","3","3","0","0","0","5","1"
"*05uoc*","Cristian Romero","TOT","D","27","Vroom","@BUR Sat 7:00AM","38.75","12.92","51%","138.22","81%","+20.5%","3","193","1","0","0","1","3","0","0","0","0","4","11","0","3","2","0","0","0","0","2"
"*0647t*","Lucas Paqueta","WHU","M","28","deceptiv","@LUT Fri 12:00PM","38.5","12.83","100%","51.97","100%","+0.3%","3","262","1","6","0","3","11","8","2","0","0","5","5","1","0","5","0","0","0","3","0"
"*03aqp*","Mohamed Salah","LIV","F","30","Vroom","AVL Sun 6:00AM","38","12.67","100%","2.86","100%","0%","3","251","1","5","2","4","2","8","0","0","1","1","0","3","0","0","1","0","0","3","0"
"*05nt6*","Eberechi Eze","CRY","M","29","XXX","WOL Sun 6:00AM","38","12.67","100%","27.74","100%","0%","3","270","0","9","0","2","1","6","0","0","4","1","0","10","0","4","0","0","0","2","1"
"*04qr8*","Diogo Jota","LIV","F","31","Adam","AVL Sun 6:00AM","38","12.67","100%","52.52","100%","+0.1%","3","171","1","4","2","2","1","1","1","0","0","1","2","3","0","5","0","0","0","2","0"
"*04ge9*","Eddie Nketiah","ARS","F","32","FA","MUN Sun 8:30AM","37","12.33","50%","138.1","79%","-5.1%","3","195","2","2","1","2","1","4","0","0","0","0","0","2","0","4","0","1","0","1","2"
"*05tr9*","Mathias Jensen","BRF","M","33","Pancake","BOU Sat 7:00AM","36","12","83%","116.72","94%","+12%","3","208","0","6","1","1","5","1","0","0","2","2","3","2","1","1","0","1","0","2","2"
"*05yld*","Luis Diaz","LIV","F","34","Adam","AVL Sun 6:00AM","35.5","11.83","100%","25.3","100%","+0.1%","3","193","2","3","0","3","1","4","0","0","0","0","0","6","0","1","0","0","0","3","0"
"*05w7t*","Pape Sarr","TOT","M","35","deceptiv","@BUR Sat 7:00AM","35.5","11.83","2%","373.82","64%","+58.2%","3","147","1","3","1","4","3","0","0","0","0","0","2","0","1","3","0","0","0","0","1"
"*0642l*","Casemiro","MUN","M","36","dsb_ff","@ARS Sun 8:30AM","35","11.67","99%","67.84","97%","-0.1%","3","270","1","2","0","4","5","4","0","0","0","3","11","1","3","6","0","0","0","4","1"
"*02oq8*","James Ward-Prowse","WHU","M","38","Pancake","@LUT Fri 12:00PM","34.5","17.25","2%","983.88","80%","+6%","2","170","1","2","2","2","0","1","1","0","0","5","3","0","2","2","0","0","0","2","0"
"*03sgc*","Jordan Ayew","CRY","F","37","dsb_ff","WOL Sun 6:00AM","34.5","11.5","58%","131.3","64%","+0.1%","3","270","0","6","2","2","2","8","1","0","1","1","1","6","0","5","0","0","0","2","1"
"*05gcp*","Tomas Soucek","WHU","M","39","W (Fri)","@LUT Fri 12:00PM","34","11.33","59%","136.62","87%","+9%","3","218","0","4","1","0","7","0","0","0","0","7","13","0","2","8","0","0","0","2","0"
"*063y7*","Iyenoma Destiny Udogie","TOT","D","40","Vroom","@BUR Sat 7:00AM","33.75","11.25","86%","111.42","92%","+4%","3","240","0","3","1","1","3","2","1","0","0","3","7","3","0","3","0","0","0","2","2"
"*05tr1*","Ethan Pinnock","BRF","D","41","4b. DcbB","BOU Sat 7:00AM","33.5","11.17","99%","71.39","98%","+2.8%","3","270","0","2","0","0","2","0","0","0","0","6","18","1","3","13","0","0","0","3","1"
"*05ylx*","Dejan Kulusevski","TOT","M","43","Vroom","@BUR Sat 7:00AM","33","11","100%","44.11","100%","+0.2%","3","267","1","4","0","3","2","2","0","0","1","3","1","3","0","0","0","0","0","2","2"
"*04sft*","Yves Bissouma","TOT","M","42","Adam","@BUR Sat 7:00AM","33","11","15%","239.52","76%","+14.7%","3","253","0","2","0","1","8","2","1","0","0","8","8","9","2","2","0","0","0","2","2"
"*04mdn*","Anthony Gordon","NEW","M","44","4b. DcbB","@BHA Sat 9:30AM","32.5","10.83","71%","128.46","83%","-3.7%","3","193","1","4","1","3","1","3","2","0","2","0","0","5","0","0","0","0","0","2","1"
"*03v6t*","Ben Chilwell","CHE","D","45","Kish123","NOT Sat 7:00AM","32.25","10.75","100%","41.54","100%","0%","3","233","0","7","1","1","2","2","0","0","2","1","1","2","0","3","0","0","0","3","1"
"*03vll*","Michail Antonio","WHU","F","46","Maddihat","@LUT Fri 12:00PM","32","10.67","41%","144.09","61%","+14.6%","3","230","2","1","0","3","0","5","1","0","0","0","1","6","2","5","0","0","0","1","2"
"*06cmm*","Dominik Szoboszlai","LIV","M","48","Kish123","AVL Sun 6:00AM","31.5","10.5","100%","33.75","100%","+0.1%","3","270","0","5","1","1","4","1","0","0","0","2","2","6","0","0","0","1","0","3","0"
"*04adp*","Aaron Wan-Bissaka","MUN","D","49","Kish123","@ARS Sun 8:30AM","31.5","10.5","80%","123.75","98%","+0.7%","3","245","0","4","1","0","4","2","2","0","1","6","6","5","2","2","0","0","0","3","1"
"*05w9q*","Odsonne Edouard","CRY","F","47","XXX","WOL Sun 6:00AM","31.5","10.5","18%","223.87","76%","+4.2%","3","250","1","3","0","5","1","2","0","0","0","0","4","4","0","5","0","0","0","2","1"
"*06cm1*","Nicolas Jackson","CHE","F","50","Adam","NOT Sat 7:00AM","31","10.33","99%","48.97","99%","-0.2%","3","262","1","3","0","5","4","5","2","0","0","1","2","5","1","3","0","0","0","4","1"
"*03fgo*","Dominic Solanke","BOU","F","53","4b. DcbB","@BRF Sat 7:00AM","30.5","10.17","88%","107.94","95%","+3.8%","3","270","1","5","1","2","0","7","0","0","0","1","2","3","0","2","0","0","0","6","0"
"*04tzt*","Jefferson Lerma","CRY","M","52","avitek","WOL Sun 6:00AM","30.5","10.17","13%","288.38","50%","+12.7%","3","270","0","4","0","1","5","3","0","0","0","6","9","2","1","14","0","0","0","2","1"
"*04qr0*","Willy Boly","NOT","D","51","FA","@CHE Sat 7:00AM","30.5","10.17","0%","1159.51","7%","-11.3%","3","248","1","1","0","4","6","0","1","0","0","4","14","1","2","8","0","0","0","6","0"
"*05tqz*","Rico Henry","BRF","D","54","4b. DcbB","BOU Sat 7:00AM","30.25","10.08","68%","131.54","91%","+2.8%","3","270","0","4","1","0","2","6","1","0","2","3","5","6","3","3","0","0","0","3","1"
"*06clz*","Malo Gusto","CHE","D","55","XXX","NOT Sat 7:00AM","30","10","10%","306.83","67%","+8.6%","3","185","0","2","2","0","3","1","0","0","1","2","2","3","1","0","0","0","0","2","1"
"*03dx3*","Kieran Trippier","NEW","D","56","deceptiv","@BHA Sat 9:30AM","29.75","9.92","100%","11.57","100%","0%","3","270","0","9","0","0","0","0","1","0","5","4","3","5","2","5","0","0","0","4","0"
"*0646f*","Alexander Isak","NEW","F","58","avitek","@BHA Sat 9:30AM","29.5","9.83","100%","19.93","100%","0%","3","203","2","1","0","4","0","1","0","0","0","0","0","2","0","0","0","0","0","2","1"
"*04tm0*","Lucas Digne","AVL","D","57","Kish123","@LIV Sun 6:00AM","29.5","9.83","45%","140.44","78%","+25.6%","3","260","0","6","2","0","2","0","2","0","1","4","6","1","0","4","0","0","0","6","1"
"*03ybi*","Marcus Rashford","MUN","F","59","XXX","@ARS Sun 8:30AM","29","9.67","100%","7.82","100%","0%","3","261","0","4","2","3","0","10","1","0","0","0","1","7","0","2","0","1","0","4","1"
"*04mqv*","Emerson","WHU","D","60","avitek","@LUT Fri 12:00PM","28.5","9.5","11%","293.68","56%","+33.9%","3","270","0","4","1","0","5","0","2","0","1","6","10","2","2","3","0","1","0","3","0"
"*02lp9*","Kyle Walker","MCI","D","61","Kish123","FUL Sat 7:00AM","28","9.33","73%","119.41","93%","+6%","3","268","0","5","0","0","1","1","0","0","2","0","2","4","0","1","0","0","0","1","2"
"*06ew2*","Axel Disasi","CHE","D","62","Maddihat","NOT Sat 7:00AM","27.5","9.17","19%","206.23","68%","-2.9%","3","270","1","0","0","2","1","0","1","0","0","3","6","0","1","11","0","0","0","4","1"
"*06ezb*","Micky van de Ven","TOT","D","63","avitek","@BUR Sat 7:00AM","27.25","9.08","17%","222.69","59%","+20.9%","3","270","0","0","0","0","4","0","0","0","0","2","13","4","2","4","0","0","0","2","2"
"*03v9d*","Son Heung-Min","TOT","F","66","deceptiv","@BUR Sat 7:00AM","27","9","100%","11.71","100%","0%","3","254","0","8","0","1","2","2","0","0","0","2","3","6","0","0","0","0","0","2","2"
"*05oyq*","Said Benrahma","WHU","M","64","Adam","@LUT Fri 12:00PM","27","9","96%","93.95","88%","-6.6%","3","208","0","6","1","1","1","2","0","0","1","0","1","6","0","0","0","0","0","3","0"
"*05r9b*","Martin Odegaard","ARS","M","67","avitek","MUN Sun 8:30AM","26.5","8.83","100%","8.53","100%","0%","3","261","1","2","0","4","3","5","0","0","1","0","1","3","0","0","0","0","0","2","1"
"*05os9*","Thomas Partey","ARS","M","68","W (Fri)","MUN Sun 8:30AM","26.5","8.83","25%","152.24","66%","+22.4%","3","235","0","3","0","1","5","3","0","0","2","4","2","6","1","2","0","0","0","2","1"
"*052h5*","Gabriel Martinelli","ARS","M","70","4b. DcbB","MUN Sun 8:30AM","26","8.67","100%","12.84","100%","0%","3","244","0","3","1","3","2","5","0","0","1","2","0","3","0","3","0","0","0","3","1"
"*051k0*","John McGinn","AVL","M","71","Kish123","@LIV Sun 6:00AM","26","8.67","64%","130.6","74%","+15.7%","3","243","1","3","0","1","1","0","0","0","1","0","1","6","0","0","0","0","0","4","1"
"*0649i*","Antony","MUN","F","75","avitek","@ARS Sun 8:30AM","25.5","8.5","99%","64.55","97%","-1.3%","3","225","0","8","0","3","2","3","1","0","0","2","0","3","0","0","0","0","0","3","1"
"*04spp*","Douglas Luiz","AVL","M","74","dsb_ff","@LIV Sun 6:00AM","25.5","8.5","97%","92.34","96%","+4.7%","3","238","1","4","0","2","1","2","2","0","1","2","2","2","2","1","0","0","0","6","1"
"*04kj7*","Serge Aurier","NOT","D","72","FA","@CHE Sat 7:00AM","25.5","8.5","25%","156.96","68%","+32.1%","3","270","0","3","2","0","4","1","2","0","2","2","12","1","0","10","0","0","0","6","0"
"*02lm7*","Jack Grealish","MCI","M","77","Pancake","FUL Sat 7:00AM","24.5","12.25","100%","15","100%","0%","2","180","0","6","1","0","1","2","0","0","1","1","1","2","1","1","0","0","0","1","1"
"*05nt7*","Thiago Silva","CHE","D","80","Adam","NOT Sat 7:00AM","24.5","8.17","78%","124.25","86%","+2.6%","3","270","0","1","0","0","0","0","0","0","0","2","14","0","5","14","0","0","0","4","1"
"*03dyl*","Jeffrey Schlupp","CRY","M","79","FA","WOL Sun 6:00AM","24.5","8.17","6%","358.22","32%","+10.1%","3","233","0","6","0","1","3","2","0","0","0","0","1","5","0","5","0","0","0","2","1"
"*0649j*","Manuel Akanji","MCI","D","81","dsb_ff","FUL Sat 7:00AM","24.25","12.12","88%","107.76","95%","0%","2","180","0","1","0","0","1","0","0","0","0","2","5","0","2","4","0","0","0","0","2"
"*03jly*","Andreas Pereira","FUL","M","82","deceptiv","@MCI Sat 7:00AM","24","8","98%","75.57","91%","-4.4%","3","160","1","2","1","1","0","2","0","0","0","0","2","2","0","2","0","0","0","2","1"
"*04agz*","Declan Rice","ARS","M","84","dsb_ff","MUN Sun 8:30AM","23.5","7.83","99%","49.39","99%","-0.1%","3","268","0","1","0","3","8","1","0","0","0","4","3","0","2","2","0","0","0","3","1"
"*05n07*","Pedro Porro","TOT","D","83","dsb_ff","@BUR Sat 7:00AM","23.5","11.75","100%","52.17","98%","+5.8%","2","177","0","1","0","0","3","0","0","0","1","1","6","1","2","0","0","0","0","0","2"
"*068y0*","Antoine Semenyo","BOU","F","86","W (Fri)","@BRF Sat 7:00AM","23.5","7.83","0%","1065.97","45%","+41.7%","3","161","1","1","1","2","1","4","1","0","1","0","0","4","0","1","0","0","0","5","0"
"*068a7*","Pablo Sarabia","WOL","M","85","FA","@CRY Sun 6:00AM","23.5","7.83","8%","333.23","31%","+21.5%","3","110","0","5","1","2","1","3","0","0","1","0","0","1","1","0","0","0","0","0","1"
"*0558w*","William Saliba","ARS","D","90","avitek","MUN Sun 8:30AM","23","7.67","99%","65.18","100%","+0.6%","3","270","0","2","1","0","0","1","0","0","0","4","10","0","1","5","0","0","0","3","1"
"*051k8*","Conor Gallagher","CHE","M","89","Maddihat","NOT Sat 7:00AM","23","7.67","59%","137.82","77%","+9.6%","3","254","0","1","0","2","3","0","0","0","0","8","4","3","1","2","0","0","0","3","1"
"*04f67*","Philip Billing","BOU","M","88","dsb_ff","@BRF Sat 7:00AM","23","7.67","75%","128.33","72%","-2.4%","3","265","0","4","0","1","2","3","0","0","1","4","6","2","2","7","0","0","0","6","0"
"*02oq6*","Luke Shaw","MUN","D","91","Vroom","@ARS Sun 8:30AM","22.75","11.38","100%","39.22","94%","-5.4%","2","180","0","6","0","0","2","1","1","0","0","2","9","1","3","1","0","0","0","2","1"
"*05g2o*","Joao Pedro","BHA","F","94","Maddihat","NEW Sat 9:30AM","22.5","7.5","99%","71.72","98%","-1%","3","148","1","2","0","2","4","3","1","0","1","0","4","1","0","2","0","1","0","3","0"
"*05vyj*","Evan Ferguson","BHA","F","93","deceptiv","NEW Sat 9:30AM","22.5","7.5","97%","79.57","96%","-0.3%","3","123","1","1","0","5","0","2","0","0","0","0","0","1","1","1","0","0","0","4","0"
"*03yu2*","Abdoulaye Doucoure","EVE","M","92","XXX","@SHU Sat 4:30AM","22.5","7.5","38%","145.5","48%","-3.9%","3","268","0","5","0","2","3","2","0","0","0","2","0","3","0","3","0","0","0","6","0"
"*061x2*","Darwin Nunez","LIV","F","99","Pancake","AVL Sun 6:00AM","22","7.33","100%","22.85","98%","-1.4%","3","38","2","0","0","2","1","2","1","0","0","0","0","2","0","0","0","0","0","0","0"
"*0554i*","Joelinton","NEW","M","95","4b. DcbB","@BHA Sat 9:30AM","22","7.33","100%","65.58","95%","-2.7%","3","227","0","5","0","2","5","1","1","0","0","3","3","1","1","1","0","0","0","3","0"
"*0414p*","Carlton Morris","LUT","F","97","dsb_ff","WHU Fri 12:00PM","22","11","85%","112.29","88%","+1.2%","2","180","1","1","0","2","0","1","0","0","0","0","3","2","0","11","0","0","0","7","0"
"*067yz*","Matheus Cunha","WOL","F","100","deceptiv","@CRY Sun 6:00AM","22","7.33","34%","147.26","74%","+12.7%","3","250","0","4","0","2","2","5","0","0","0","2","2","8","0","1","0","0","0","5","1"
"*061xs*","Julio Enciso","BHA","F","96","FA","NEW Sat 9:30AM","22","11","96%","85.22","71%","-15.7%","2","67","0","2","2","1","0","0","1","0","0","0","0","6","0","0","0","0","0","1","0"
"*05tr8*","Christian Norgaard","BRF","M","98","FA","BOU Sat 7:00AM","22","7.33","19%","219.76","24%","+1.8%","3","239","0","3","1","0","5","3","0","0","0","3","5","0","1","3","0","0","0","3","1"
"*05up6*","Raphael Varane","MUN","D","101","dsb_ff","@ARS Sun 8:30AM","21.25","7.08","81%","118.81","93%","+2.7%","3","225","1","0","0","2","1","1","0","0","0","1","11","1","1","3","0","0","0","4","1"
"*04abn*","Harvey Barnes","NEW","M","103","avitek","@BHA Sat 9:30AM","20.5","6.83","98%","58.7","94%","-0.8%","3","71","1","2","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0"
"*05uns*","Leon Bailey","AVL","F","102","Pancake","@LIV Sun 6:00AM","20.5","10.25","43%","143.88","75%","+29%","2","107","1","1","1","1","0","4","0","0","0","1","0","2","0","1","0","0","0","2","1"
"*037mt*","Harrison Reed","FUL","M","104","FA","@MCI Sat 7:00AM","20.5","6.83","4%","398.27","6%","-0.8%","3","175","0","5","1","0","2","1","1","0","0","1","1","0","2","2","0","0","0","3","1"
"*06cms*","Sandro Tonali","NEW","M","107","avitek","@BHA Sat 9:30AM","20","6.67","98%","79.65","99%","-0.5%","3","225","1","1","0","2","4","1","2","0","1","1","1","2","0","1","0","0","0","2","1"
"*063hu*","Amadou Onana","EVE","M","106","FA","@SHU Sat 4:30AM","20","6.67","13%","281.26","28%","-4.8%","3","270","0","4","0","1","4","1","0","0","0","2","2","1","0","7","0","0","0","6","0"
"*02m4d*","Craig Dawson","WOL","D","108","FA","@CRY Sun 6:00AM","19.75","6.58","3%","384.22","19%","-3.4%","3","250","0","1","0","1","4","1","2","0","0","2","9","1","4","11","0","0","0","5","1"
"*04yey*","Max Kilman","WOL","D","110","FA","@CRY Sun 6:00AM","19.5","6.5","19%","215.36","26%","-4.3%","3","270","0","3","0","1","2","2","1","0","0","5","14","1","3","4","0","0","0","5","1"
"*04spw*","James Garner","EVE","M","109","Adam","@SHU Sat 4:30AM","19.5","6.5","5%","381.93","18%","+5.7%","3","262","0","4","0","1","3","0","1","0","1","2","1","4","1","1","0","0","0","6","0"
"*03gu5*","Andrew Robertson","LIV","D","113","Kish123","AVL Sun 6:00AM","19.25","6.42","100%","30.95","100%","-0.1%","3","270","0","5","0","0","3","0","0","0","1","3","9","0","2","4","0","0","0","3","0"
"*062a9*","Sven Botman","NEW","D","111","Maddihat","@BHA Sat 9:30AM","19.25","6.42","99%","82.68","98%","-1%","3","266","0","1","1","0","5","0","1","0","0","3","9","0","2","6","0","0","0","3","0"
"*068ym*","Enzo Fernandez","CHE","M","115","avitek","NOT Sat 7:00AM","19","6.33","99%","73.29","99%","0%","3","270","0","8","0","1","2","1","2","0","2","0","1","3","1","1","1","0","0","4","1"
"*037wp*","Christian Eriksen","MUN","M","114","Vroom","@ARS Sun 8:30AM","19","6.33","76%","122.22","71%","+7.6%","3","134","1","2","0","1","3","2","0","0","0","1","1","0","1","0","0","0","0","3","0"
"*050jq*","Marc Guehi","CRY","D","116","Vroom","WOL Sun 6:00AM","19","6.33","52%","136.64","63%","-0.5%","3","268","0","1","0","0","1","1","0","0","0","3","10","1","5","3","0","0","0","2","1"
"*0329y*","Joel Ward","CRY","D","117","FA","WOL Sun 6:00AM","18.75","6.25","2%","1108.33","9%","+1.3%","3","262","0","0","0","0","3","1","0","0","0","1","5","2","2","8","0","0","0","2","1"
"*03r8x*","Callum Wilson","NEW","F","119","dsb_ff","@BHA Sat 9:30AM","18.5","6.17","100%","49.13","97%","-1.6%","3","61","1","1","0","4","0","3","0","0","0","0","0","1","0","0","0","0","0","2","0"
"*061z3*","Fabio Vieira","ARS","M","118","FA","MUN Sun 8:30AM","18.5","18.5","3%","377.23","2%","-0.5%","1","33","0","1","2","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","0"
"*06fg0*","Gustavo Hamer","SHU","M","120","XXX","EVE Sat 4:30AM","18","9","0%","1151.61","27%","+10.9%","2","180","1","2","0","2","1","2","1","0","0","2","2","1","0","0","0","0","0","4","0"
"*04u41*","Mateo Kovacic","MCI","M","124","FA","FUL Sat 7:00AM","17.5","5.83","89%","109.18","89%","-1.7%","3","241","0","3","0","1","4","1","0","0","0","0","1","4","0","0","0","0","0","1","2"
"*06ex4*","Josko Gvardiol","MCI","D","121","4b. DcbB","FUL Sat 7:00AM","17.5","5.83","79%","73.72","86%","+1.1%","3","190","0","2","0","0","3","1","0","0","0","0","0","1","1","5","0","0","0","1","1"
"*038ze*","Alex Iwobi","EVE","M","122","Adam","@SHU Sat 4:30AM","17.5","8.75","94%","95.6","81%","-13.8%","2","139","0","4","0","2","0","1","0","0","2","1","0","3","0","0","0","0","0","3","0"
"*067zv*","Kevin Schade","BRF","M","126","Kish123","BOU Sat 7:00AM","17.5","5.83","41%","143.41","34%","-7.2%","3","166","1","1","0","1","0","1","0","0","0","0","2","1","0","6","0","0","0","1","1"
"*02lnn*","Oliver Norwood","SHU","M","125","FA","EVE Sat 4:30AM","17.5","5.83","13%","280.27","20%","-9%","3","259","0","3","0","1","6","1","1","0","0","2","8","0","3","2","0","0","0","4","0"
"*061va*","Boubacar Kamara","AVL","M","123","FA","@LIV Sun 6:00AM","17.5","5.83","3%","390.37","11%","+3.4%","3","270","0","3","0","0","4","3","0","0","0","3","1","4","0","2","0","0","0","6","1"
"*02y6o*","Nathan Ake","MCI","D","127","FA","FUL Sat 7:00AM","17","8.5","84%","114.82","93%","+1.2%","2","168","0","0","0","0","3","0","0","0","0","4","4","0","0","5","0","0","0","1","1"
"*063zi*","Matheus Nunes","WOL","M","129","deceptiv","@CRY Sun 6:00AM","17","8.5","30%","151.74","61%","-10.3%","2","178","0","3","0","0","1","4","0","1","1","6","1","11","0","2","0","0","0","5","0"
"*061ve*","Ryan Christie","BOU","M","128","FA","@BRF Sat 7:00AM","17","5.67","8%","336.41","10%","-2.1%","3","187","0","2","0","2","4","4","0","0","1","4","1","1","1","0","0","0","0","5","0"
"*05akv*","Tyrick Mitchell","CRY","D","132","FA","WOL Sun 6:00AM","16.75","5.58","4%","377.42","31%","+11.3%","3","270","0","2","0","0","4","2","0","0","3","0","7","2","0","1","0","0","0","2","1"
"*05u1m*","Nathan Collins","BRF","D","131","FA","BOU Sat 7:00AM","16.75","5.58","5%","350.08","31%","+21.8%","3","270","0","0","0","0","2","0","0","0","0","2","15","3","0","6","0","0","0","3","1"
"*05raa*","Hugo Bueno","WOL","D","130","FA","@CRY Sun 6:00AM","16.75","5.58","1%","1150.8","5%","+4.2%","3","99","0","2","0","0","1","1","0","0","3","0","1","1","1","1","0","0","0","0","1"
"*05o8k*","Fabio Silva","WOL","F","133","W (Fri)","@CRY Sun 6:00AM","16.5","5.5","1%","1138.06","17%","+2.4%","3","139","0","3","0","3","3","3","0","0","0","1","0","2","0","0","0","0","0","4","1"
"*062p5*","Levi Colwill","CHE","D","135","XXX","NOT Sat 7:00AM","16","5.33","82%","119.3","84%","-1.8%","3","270","0","3","0","0","2","2","0","0","0","1","8","3","0","5","0","0","0","4","1"
"*04rd0*","Bobby De Cordova-Reid","FUL","F","136","FA","@MCI Sat 7:00AM","16","5.33","8%","329.22","26%","-10.2%","3","199","1","1","0","1","1","0","0","0","0","0","1","0","1","2","0","0","0","4","0"
"*0626q*","Simon Adingra","BHA","F","134","FA","NEW Sat 9:30AM","16","8","9%","315.9","14%","-2.6%","2","32","1","1","0","1","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"*02m5b*","Chris Wood","NOT","F","137","FA","@CHE Sat 7:00AM","16","5.33","1%","1128.24","2%","+1.2%","3","14","1","2","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0"
"*068a3*","Danilo","NOT","M","139","FA","@CHE Sat 7:00AM","15.5","5.17","24%","168.3","23%","-6.9%","3","238","0","2","0","1","1","1","0","0","0","5","3","2","0","4","0","0","0","6","0"
"*068se*","Jhon Duran","AVL","F","138","FA","@LIV Sun 6:00AM","15.5","7.75","1%","1066.44","6%","+5%","2","18","1","1","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
