Player,ProjFPts,ProjGPts,Pos,Team,Opp,Ros%,ProjMins,ProjGS
Ryan Gravenberch,9.8,7.4,M,LIV,EVE,34,75,1
Douglas Luiz,9.8,7.3,M,AVL,WHU,98,84,1
Elliot Anderson,9.8,6.8,M,NEW,CRY,35,79,1
David Brooks,9.7,7.0,M,BOU,WOL,5,65,0
Sergio Gomez,9.7,6.2,D,MCI,BHA,1,77,0
Raphael Varane,9.6,8.3,D,MUN,@SHU,71,83,0
Reiss Nelson,9.6,7.4,F,ARS,@CHE,3,75,0
Harry Toffolo,9.6,6.7,D,NOT,LUT,3,87,1
Leon Bailey,9.6,6.6,F,AVL,WHU,57,62,0
Said Benrahma,9.6,6.4,M,WHU,@AVL,65,79,0
Lewis Hall,9.5,9.2,D,NEW,CRY,16,78,0
Joe Worrall,9.5,8.6,D,NOT,LUT,4,87,0
Valentino Livramento,9.5,8.3,D,NEW,CRY,4,78,0
Callum Hudson-Odoi,9.5,7.1,F,NOT,LUT,38,66,1
Martin Odegaard,9.5,5.8,M,ARS,@CHE,100,87,1
Nicolo Zaniolo,9.4,6.7,M,AVL,WHU,29,63,1
Alex Moreno,9.3,8.1,D,AVL,WHU,56,70,0
Pedro Porro,9.3,6.7,D,TOT,FUL,100,88,1
Ryan Christie,9.2,7.0,M,BOU,WOL,41,72,0
Cody Gakpo,9.2,4.7,F,LIV,EVE,94,70,0
Declan Rice,9.1,8.1,M,ARS,@CHE,99,87,1
Pape Sarr,9.1,6.9,M,TOT,FUL,78,74,1
Joe Willock,9.1,6.3,M,NEW,CRY,26,79,0
Saman Ghoddos,9.0,7.4,F,BRF,BUR,0,77,0
Willian,9.0,6.7,F,FUL,@TOT,58,79,1
Naouirou Ahamada,8.9,8.2,M,CRY,@NEW,1,75,0
Serge Aurier,8.9,6.6,D,NOT,LUT,57,82,0
Antoine Semenyo,8.9,5.4,F,BOU,WOL,12,71,0
Oliver Norwood,8.8,7.5,M,SHU,MUN,13,83,1
Nicolas Dominguez,8.8,7.0,M,NOT,LUT,12,87,1
Kobbie Mainoo,8.8,6.7,M,MUN,@SHU,2,75,0
Solly March,8.8,6.5,M,BHA,@MCI,100,82,1
Thomas Partey,8.7,7.6,M,ARS,@CHE,40,84,1
Gonzalo Montiel,8.7,7.1,D,NOT,LUT,2,60,1
Aaron Ramsey,8.7,7.1,M,BUR,@BRF,3,70,0
Wilson Odobert,8.7,6.9,F,BUR,@BRF,0,78,1
Pablo Fornals,8.7,6.6,M,WHU,@AVL,2,82,0
Sven Botman,8.7,6.4,D,NEW,CRY,95,89,0
Dan Burn,8.7,6.3,D,NEW,CRY,98,89,1
Beto,8.7,6.0,F,EVE,@LIV,31,71,0
Andrey Santos,8.6,7.3,M,NOT,LUT,2,70,0
Ibrahima Konate,8.6,7.1,D,LIV,EVE,64,90,0
Philip Billing,8.6,6.4,M,BOU,WOL,71,83,1
Luis Sinisterra,8.6,6.3,F,BOU,WOL,6,60,1
Jacob Ramsey,8.6,6.1,M,AVL,WHU,59,84,0
Carlton Morris,8.6,5.6,F,LUT,@NOT,93,86,1
Bernardo Silva,8.6,3.8,M,MCI,BHA,99,88,1
Frank Onyeka,8.5,7.3,M,BRF,BUR,0,60,1
Ben Davies,8.5,6.9,D,TOT,FUL,8,87,0
Jordan Ayew,8.5,6.3,F,CRY,@NEW,75,82,1
Diego Carlos,8.4,8.5,D,AVL,WHU,5,68,0
Matt Doherty,8.4,8.3,D,WOL,@BOU,17,80,1
Cristian Romero,8.4,7.4,D,TOT,FUL,91,81,1
Joseph Gomez,8.4,7.0,D,LIV,EVE,25,88,0
Joel Matip,8.4,6.7,D,LIV,EVE,26,87,1
Joao Pedro,8.4,6.1,F,BHA,@MCI,96,85,1
Fabian Schar,8.4,5.7,D,NEW,CRY,95,89,1
Keane Lewis-Potter,8.4,5.3,F,BRF,BUR,1,77,0
Divock Origi,8.4,4.8,F,NOT,LUT,3,75,0
Gustavo Hamer,8.3,7.1,M,SHU,MUN,60,81,1
Cheikhou Kouyate,8.3,7.1,M,NOT,LUT,0,71,0
Sofyan Amrabat,8.3,7.0,M,MUN,@SHU,34,88,1
Kristoffer Ajer,8.3,6.9,D,BRF,BUR,2,83,1
Christian Norgaard,8.3,6.7,M,BRF,BUR,67,82,1
Oliver McBurnie,8.3,5.9,F,SHU,MUN,21,89,1
Facundo Pellistri,8.3,5.8,M,MUN,@SHU,5,60,0
Arnaut Danjuma Groeneveld,8.3,5.5,F,EVE,@LIV,30,80,0
Nicolas Jackson,8.3,4.7,F,CHE,ARS,92,85,1
Max Kilman,8.2,9.3,D,WOL,@BOU,23,90,1
Pierre-Emile Hojbjerg,8.2,6.7,M,TOT,FUL,15,90,1
Benie Traore,8.2,6.5,F,SHU,MUN,2,85,0
Ben Mee,8.2,6.3,D,BRF,BUR,53,85,0
Lewis Cook,8.1,7.4,M,BOU,WOL,4,86,1
Alex Scott,8.1,7.2,M,BOU,WOL,2,65,0
Cauley Woodrow,8.1,6.1,F,LUT,@NOT,0,75,0
Jamaal Lascelles,8.1,5.9,D,NEW,CRY,15,90,1
Raheem Sterling,8.1,5.0,F,CHE,ARS,100,82,1
Miguel Almiron,8.1,4.1,M,NEW,CRY,98,80,1
Nuno Tavares,8.0,7.1,D,NOT,LUT,2,70,0
James Garner,8.0,7.0,M,EVE,@LIV,48,87,1
Joao Gomes,8.0,7.0,M,WOL,@BOU,9,81,1
Abdoulaye Doucoure,8.0,6.6,M,EVE,@LIV,91,86,1
Moussa Niakhate,8.0,6.6,D,NOT,LUT,0,82,0
Jesurun Rak-Sakyi,8.0,6.4,M,CRY,@NEW,1,75,1
Sean Longstaff,8.0,6.1,M,NEW,CRY,56,88,1
Pascal Gross,8.0,5.6,M,BHA,@MCI,100,88,1
Dominic Calvert-Lewin,8.0,5.6,F,EVE,@LIV,83,65,1
Sergio Reguilon,8.0,5.3,D,MUN,@SHU,27,83,0
Kai Havertz,8.0,4.6,F,ARS,@CHE,81,81,0
Craig Dawson,7.9,8.9,D,WOL,@BOU,14,87,1
Lewis Dobbin,7.9,8.0,F,EVE,@LIV,1,65,0
Anis Ben Slimane,7.9,7.1,M,SHU,MUN,0,75,0
Noni Madueke,7.9,5.2,F,CHE,ARS,27,69,0
Dara O'Shea,7.8,9.9,D,BUR,@BRF,2,90,1
Sander Berge,7.8,6.9,M,BUR,@BRF,6,75,1
Murillo,7.8,6.6,M,NOT,LUT,2,90,1
Emile Smith Rowe,7.8,6.3,M,ARS,@CHE,9,72,0
Ross Barkley,7.8,6.2,M,LUT,@NOT,7,73,0
John McGinn,7.8,5.7,M,AVL,WHU,74,84,1
Ola Aina,7.8,5.7,D,NOT,LUT,1,79,0
Stefan Bajcetic,7.8,5.6,M,LIV,EVE,1,78,0
Brennan Johnson,7.8,3.3,F,TOT,FUL,70,81,0
Matty Cash,7.7,7.1,D,AVL,WHU,98,88,1
Sandro Tonali,7.7,6.0,M,NEW,CRY,87,75,0
Josh Brownhill,7.7,5.9,M,BUR,@BRF,46,89,1
Lyle Foster,7.7,4.5,F,BUR,@BRF,39,87,1
Jefferson Lerma,7.6,6.9,M,CRY,@NEW,43,89,0
Jean-Ricner Bellegarde,7.6,6.4,M,WOL,@BOU,5,65,0
Nathan Collins,7.6,6.3,D,BRF,BUR,37,89,1
Michael Olise,7.5,7.0,M,CRY,@NEW,90,84,0
Tommy Doyle,7.5,6.7,M,WOL,@BOU,0,70,0
Ryan Giles,7.5,6.4,M,LUT,@NOT,7,85,0
Matheus Franca,7.5,6.1,F,CRY,@NEW,6,60,0
Fabio Vieira,7.5,5.8,M,ARS,@CHE,34,65,0
Harry Wilson,7.5,5.3,M,FUL,@TOT,44,79,0
Kaoru Mitoma,7.5,5.1,M,BHA,@MCI,100,88,1
Cole Palmer,7.5,4.1,M,CHE,ARS,58,89,1
Rayan Ait-Nouri,7.4,7.7,D,WOL,@BOU,4,75,0
Jonny,7.4,7.4,D,WOL,@BOU,0,86,0
Tom Davies,7.4,7.1,M,SHU,MUN,0,66,0
Joseph Hodge,7.4,6.5,M,WOL,@BOU,0,90,0
Alexis Mac Allister,7.4,4.2,M,LIV,EVE,92,83,1
Thilo Kehrer,7.3,9.5,D,WHU,@AVL,0,88,0
Tyrell Malacia,7.3,6.7,D,MUN,@SHU,1,84,0
Victor Lindelof,7.3,5.9,D,MUN,@SHU,11,88,0
Simon Adingra,7.3,5.4,F,BHA,@MCI,33,86,0
Zeki Amdouni,7.3,4.7,F,BUR,@BRF,15,65,0
Chris Mepham,7.2,8.4,D,BOU,WOL,0,90,0
Josko Gvardiol,7.2,6.3,D,MCI,BHA,82,90,1
Chiedozie Ogbene,7.2,5.4,F,LUT,@NOT,2,90,1
Rodrigo Muniz,7.2,5.3,F,FUL,@TOT,0,75,0
Bruno Guimaraes,7.2,5.1,M,NEW,CRY,99,87,1
Danny Ings,7.2,3.6,F,WHU,@AVL,7,80,0
Iyenoma Destiny Udogie,7.1,5.0,D,TOT,FUL,98,84,1
Mikkel Damsgaard,7.1,5.0,M,BRF,BUR,2,66,0
Alisson,7.0,7.0,G,LIV,EVE,99,90,1
Nick Pope,7.0,7.0,G,NEW,CRY,98,90,1
Bernd Leno,7.0,7.0,G,FUL,@TOT,95,90,1
Ederson,7.0,7.0,G,MCI,BHA,93,90,1
Guglielmo Vicario,7.0,7.0,G,TOT,FUL,91,90,1
Andre Onana,7.0,7.0,G,MUN,@SHU,86,90,1
Emiliano Martinez,7.0,7.0,G,AVL,WHU,77,90,1
Alphonse Areola,7.0,7.0,G,WHU,@AVL,76,90,1
David Raya,7.0,7.0,G,ARS,@CHE,76,90,1
Jose Sa,7.0,7.0,G,WOL,@BOU,73,90,1
Robert Sanchez,7.0,7.0,G,CHE,ARS,66,90,1
Jordan Pickford,7.0,7.0,G,EVE,@LIV,35,90,1
Sam Johnstone,7.0,7.0,G,CRY,@NEW,33,90,1
Neto,7.0,7.0,G,BOU,WOL,33,90,1
Wes Foderingham,7.0,7.0,G,SHU,MUN,25,90,1
Matt Turner,7.0,7.0,G,NOT,LUT,25,90,1
Jason Steele,7.0,7.0,G,BHA,@MCI,15,90,1
James Trafford,7.0,7.0,G,BUR,@BRF,14,90,1
Thomas Kaminski,7.0,7.0,G,LUT,@NOT,5,90,1
Thomas Strakosha,7.0,7.0,G,BRF,BUR,1,90,1
Aaron Ramsdale,7.0,7.0,G,ARS,@CHE,46,90,0
Joao Virginia,7.0,7.0,G,EVE,@LIV,12,90,0
Bart Verbruggen,7.0,7.0,G,BHA,@MCI,10,90,0
Lukasz Fabianski,7.0,7.0,G,WHU,@AVL,5,90,0
Dean Henderson,7.0,7.0,G,CRY,@NEW,4,90,0
Robin Olsen,7.0,7.0,G,AVL,WHU,2,90,0
Stefan Ortega Moreno,7.0,7.0,G,MCI,BHA,2,90,0
Fraser Forster,7.0,7.0,G,TOT,FUL,1,90,0
Odysseas Vlachodimos,7.0,7.0,G,NOT,LUT,1,90,0
Djordje Petrovic,7.0,7.0,G,CHE,ARS,1,90,0
Arijanet Muric,7.0,7.0,G,BUR,@BRF,1,90,0
Caoimhin Kelleher,7.0,7.0,G,LIV,EVE,1,90,0
Martin Dubravka,7.0,7.0,G,NEW,CRY,1,90,0
Brandon Austin,7.0,7.0,G,TOT,FUL,0,90,0
Adam Davies,7.0,7.0,G,SHU,MUN,0,90,0
Marek Rodak,7.0,7.0,G,FUL,@TOT,0,90,0
Tim Krul,7.0,7.0,G,LUT,@NOT,0,90,0
Altay Bayindir,7.0,7.0,G,MUN,@SHU,0,90,0
Daniel Bentley,7.0,7.0,G,WOL,@BOU,0,90,0
Eric Dier,7.0,6.3,D,TOT,FUL,2,90,0
Boubacar Kamara,7.0,5.9,M,AVL,WHU,20,85,1
Eddie Nketiah,7.0,3.5,F,ARS,@CHE,83,79,0
Vinicius de Souza Costa,6.9,6.3,M,SHU,MUN,4,83,1
Rhian Brewster,6.9,6.2,F,SHU,MUN,1,65,0
Jarell Quansah,6.9,6.2,D,LIV,EVE,1,82,0
Ibrahim Sangare,6.9,5.5,M,NOT,LUT,8,74,1
Kieffer Moore,6.9,5.4,F,BOU,WOL,0,86,0
Jacob Bruun Larsen,6.9,5.0,F,BUR,@BRF,0,75,0
Justin Kluivert,6.9,4.2,M,BOU,WOL,24,63,0
Jay Rodriguez,6.9,4.2,F,BUR,@BRF,1,81,0
Jacob Brown,6.8,5.0,F,LUT,@NOT,4,75,1
Jean-Philippe Mateta,6.8,4.5,F,CRY,@NEW,10,77,1
Hwang Hee-Chan,6.8,4.1,F,WOL,@BOU,51,65,1
Cameron Archer,6.8,3.8,F,SHU,MUN,11,83,1
Hugo Bueno,6.7,8.2,D,WOL,@BOU,2,82,0
Nelson Semedo,6.7,7.4,D,WOL,@BOU,20,86,1
Ben Doak,6.7,5.3,F,LIV,EVE,1,75,0
Emerson Royal,6.7,4.8,D,TOT,FUL,17,83,0
Joachim Andersen,6.6,9.7,D,CRY,@NEW,94,89,1
Vitinho,6.6,8.2,D,BUR,@BRF,1,84,0
Ben White,6.6,6.7,D,ARS,@CHE,99,87,1
Kalvin Phillips,6.6,6.1,M,MCI,BHA,1,90,0
Rodri,6.6,4.3,M,MCI,BHA,99,84,1
Vladimir Coufal,6.5,8.6,D,WHU,@AVL,80,88,1
Mike Tresor,6.4,5.2,F,BUR,@BRF,2,60,0
Vitaly Janelt,6.4,4.9,M,BRF,BUR,10,81,1
Elijah Adebayo,6.4,4.8,F,LUT,@NOT,7,66,0
Conor Gallagher,6.4,4.6,M,CHE,ARS,82,79,1
Raul Jimenez,6.4,3.7,F,FUL,@TOT,30,76,0
Carlos Vinicius,6.4,3.5,F,FUL,@TOT,16,84,1
Harvey Elliott,6.4,3.3,M,LIV,EVE,14,69,0
Marvelous Nakamba,6.3,5.9,M,LUT,@NOT,13,88,1
John Stones,6.3,5.1,D,MCI,BHA,82,85,1
Orel Mangala,6.3,5.0,M,NOT,LUT,1,78,1
Mykhailo Mudryk,6.3,4.2,M,CHE,ARS,82,63,0
Armando Broja,6.3,3.6,F,CHE,ARS,42,73,0
Michail Antonio,6.3,3.4,F,WHU,@AVL,74,75,0
Milos Kerkez,6.1,6.3,D,BOU,WOL,25,86,1
Micky van de Ven,6.1,5.0,D,TOT,FUL,67,90,1
Jeffrey Schlupp,6.1,4.8,M,CRY,@NEW,31,79,0
Hannes Delcroix,6.0,8.5,D,BUR,@BRF,1,90,1
Nathan Redmond,6.0,5.7,M,BUR,@BRF,1,90,0
Joao Palhinha,6.0,5.3,M,FUL,@TOT,46,89,1
Adam Smith,6.0,5.0,D,BOU,WOL,0,81,1
Manuel Akanji,6.0,5.0,D,MCI,BHA,93,85,0
Anass Zaroury,6.0,4.9,F,BUR,@BRF,17,75,0
Bobby De Cordova-Reid,6.0,4.2,F,FUL,@TOT,18,78,1
Benson Manuel,6.0,4.0,F,BUR,@BRF,11,60,0
Matt Targett,6.0,3.8,D,NEW,CRY,1,85,0
Amadou Onana,5.9,5.1,M,EVE,@LIV,29,85,1
Luca Koleosho,5.9,4.5,F,BUR,@BRF,10,66,1
Ryan Yates,5.9,4.0,M,NOT,LUT,1,86,0
Andreas Pereira,5.9,3.2,M,FUL,@TOT,88,78,1
Marc Cucurella,5.8,6.5,D,CHE,ARS,52,82,0
Oleksandr Zinchenko,5.8,5.7,D,ARS,@CHE,96,81,1
Lesley Ugochukwu,5.8,5.3,F,CHE,ARS,1,90,0
Boubacar Traore,5.8,4.6,M,WOL,@BOU,0,81,1
Joe Rothwell,5.8,4.3,M,BOU,WOL,1,73,1
Bertrand Traore,5.8,3.5,M,AVL,WHU,0,60,0
Ansu Fati,5.8,3.0,F,BHA,@MCI,69,75,0
Max Lowe,5.7,8.7,D,SHU,MUN,2,64,0
Max Aarons,5.7,5.9,D,BOU,WOL,6,87,0
Calum Chambers,5.7,5.7,D,AVL,WHU,0,87,0
Nathan Ake,5.7,4.8,D,MCI,BHA,89,82,0
Oliver Skipp,5.7,4.7,M,TOT,FUL,1,81,0
James Mcatee,5.7,4.1,M,SHU,MUN,4,71,0
Clement Lenglet,5.6,6.4,D,AVL,WHU,1,85,0
Leander Dendoncker,5.6,4.9,M,AVL,WHU,0,83,0
Will Hughes,5.6,4.5,M,CRY,@NEW,5,87,1
Facundo Buonanotte,5.6,4.4,M,BHA,@MCI,8,60,0
Johann Gudmundsson,5.6,4.2,M,BUR,@BRF,5,60,0
Enzo Fernandez,5.6,3.6,M,CHE,ARS,97,86,1
Youri Tielemans,5.6,2.6,M,AVL,WHU,32,85,0
Timothy Castagne,5.5,9.1,D,FUL,@TOT,50,89,1
Thiago Silva,5.5,6.8,D,CHE,ARS,92,89,1
Wataru Endo,5.5,4.1,M,LIV,EVE,4,60,0
Gabriel Magalhaes,5.4,5.4,D,ARS,@CHE,85,89,1
Harrison Reed,5.4,4.6,M,FUL,@TOT,8,81,0
Carlos Baleba,5.4,4.6,M,BHA,@MCI,4,90,0
James Tarkowski,5.3,9.3,D,EVE,@LIV,93,89,1
Vitalii Mykolenko,5.3,9.1,D,EVE,@LIV,27,87,1
Konstantinos Mavropanos,5.2,7.4,D,WHU,@AVL,1,80,0
Benoit Badiashile,5.2,6.2,D,CHE,ARS,10,90,0
Marcos Senesi,5.2,5.6,D,BOU,WOL,2,83,1
Cheick Doucoure,5.2,4.6,M,CRY,@NEW,36,88,0
Idrissa Gueye,5.2,4.6,M,EVE,@LIV,7,80,0
Maxwel Cornet,5.2,4.5,M,WHU,@AVL,1,73,0
Jack Hinshelwood,5.2,4.2,M,BHA,@MCI,1,85,0
Carney Chukwuemeka,5.2,3.9,M,CHE,ARS,13,65,0
Jayden Bogle,5.1,7.6,D,SHU,MUN,5,71,1
Issa Kabore,5.1,6.6,D,LUT,@NOT,12,77,1
Pau Torres,5.1,5.0,D,AVL,WHU,59,90,1
Edson Alvarez,5.1,4.3,M,WHU,@AVL,14,81,1
Illia Zabarnyi,5.0,5.9,D,BOU,WOL,7,90,1
Lloyd Kelly,5.0,5.8,D,BOU,WOL,1,88,0
Andre Gomes,5.0,4.9,M,EVE,@LIV,0,71,0
Moises Caicedo,5.0,4.0,M,CHE,ARS,69,87,1
Tom Lockyer,4.9,6.6,D,LUT,@NOT,16,86,1
Ruben Dias,4.9,4.1,D,MCI,BHA,94,88,1
Tahith Chong,4.9,3.2,M,LUT,@NOT,3,81,0
Luke Thomas,4.8,8.6,D,SHU,MUN,3,88,0
Yasser Larouci,4.8,7.4,D,SHU,MUN,1,67,1
Nayef Aguerd,4.8,6.9,D,WHU,@AVL,36,87,1
Josh Cullen,4.8,3.9,M,BUR,@BRF,8,88,1
Tom Cairney,4.8,3.6,M,FUL,@TOT,0,60,0
Anel Ahmedhodzic,4.7,8.8,D,SHU,MUN,12,90,1
Levi Colwill,4.7,5.8,D,CHE,ARS,94,88,1
Ezri Konsa,4.7,4.7,D,AVL,WHU,23,90,1
Jorginho,4.7,3.9,M,ARS,@CHE,8,83,0
Adam Lallana,4.7,3.7,M,BHA,@MCI,1,60,0
Kyle Walker,4.7,3.5,D,MCI,BHA,95,88,1
Jack Cork,4.7,3.5,M,BUR,@BRF,0,84,0
Reece Burke,4.6,6.4,D,LUT,@NOT,1,79,1
Michael Keane,4.5,8.2,D,EVE,@LIV,19,88,0
Auston Trusty,4.5,8.1,D,SHU,MUN,1,90,1
Toti,4.5,5.4,D,WOL,@BOU,1,88,1
Evan Ferguson,4.5,2.2,F,BHA,@MCI,98,66,1
Emerson,4.4,6.2,D,WHU,@AVL,50,87,1
Sasa Lukic,4.4,4.1,M,FUL,@TOT,1,84,0
Danny Welbeck,4.4,1.9,F,BHA,@MCI,29,71,0
Rob Holding,4.3,6.5,D,CRY,@NEW,0,84,0
Ian Maatsen,4.3,4.8,D,CHE,ARS,6,75,0
Jarrad Branthwaite,4.2,8.1,D,EVE,@LIV,12,87,1
Mads Andersen,4.2,5.9,D,LUT,@NOT,2,80,0
Takehiro Tomiyasu,4.2,4.2,D,ARS,@CHE,4,71,0
Pelly Ruddock,4.2,3.3,M,LUT,@NOT,1,84,1
Aaron Cresswell,4.1,6.7,D,WHU,@AVL,8,88,0
Jakub Kiwior,4.0,4.4,D,ARS,@CHE,2,75,0
William Saliba,4.0,4.3,D,ARS,@CHE,97,90,1
Jairo Riedewald,4.0,3.7,M,CRY,@NEW,0,74,0
Axel Disasi,3.9,5.1,D,CHE,ARS,81,90,1
Ben Johnson,3.8,6.6,D,WHU,@AVL,0,85,0
George Baldock,3.8,6.4,D,SHU,MUN,2,84,0
Kurt Zouma,3.7,5.7,D,WHU,@AVL,62,83,1
Reece James,3.7,3.8,D,CHE,ARS,98,82,1
Mateo Kovacic,3.7,3.4,M,MCI,BHA,71,80,0
Kenny Tete,3.5,6.6,D,FUL,@TOT,60,87,0
Amari'i Bell,3.5,5.9,D,LUT,@NOT,6,90,1
Billy Gilmour,3.5,2.8,M,BHA,@MCI,46,80,1
Jack Robinson,3.4,6.8,D,SHU,MUN,2,88,1
Angelo Ogbonna,3.4,5.9,D,WHU,@AVL,0,89,0
Trevoh Chalobah,3.3,5.1,D,CHE,ARS,1,90,0
Jordan Beyer,3.2,5.2,D,BUR,@BRF,9,81,0
Nathan Patterson,3.1,6.5,D,EVE,@LIV,4,78,0
Pervis Estupinan,3.1,4.5,D,BHA,@MCI,98,85,0
Mahmoud Dahoud,3.1,2.2,M,BHA,@MCI,16,74,0
Teden Mengi,3.0,4.7,D,LUT,@NOT,0,75,0
Joel Veltman,2.9,7.1,D,BHA,@MCI,21,84,1
Ashley Young,2.9,6.5,D,EVE,@LIV,12,86,1
Charlie Taylor,2.9,4.9,D,BUR,@BRF,1,90,1
Ameen Al Dakhil,2.9,4.9,D,BUR,@BRF,1,87,0
Malo Gusto,2.9,3.6,D,CHE,ARS,50,79,0
Marc Guehi,2.8,5.8,D,CRY,@NEW,69,90,1
Antonee Robinson,2.7,6.0,D,FUL,@TOT,71,89,1
James Milner,2.7,1.9,M,BHA,@MCI,2,71,0
Jan-Paul van Hecke,2.6,7.0,D,BHA,@MCI,7,89,1
