player,team,minutes_90s_diff,xg_diff,npxg_diff,xg_assist_diff,npxg_xg_assist_diff,goals_per90_diff,assists_per90_diff,goals_assists_per90_diff,goals_pens_per90_diff,goals_assists_pens_per90_diff,xg_per90_diff,xg_assist_per90_diff,xg_xg_assist_per90_diff,npxg_per90_diff,npxg_xg_assist_per90_diff,matches_diff,shots_on_target_pct_diff,shots_per90_diff,shots_on_target_per90_diff,goals_per_shot_diff,goals_per_shot_on_target_diff,average_shot_distance_diff,npxg_per_shot_diff,xg_net_diff,npxg_net_diff,passes_pct_diff,passes_pct_short_diff,passes_pct_medium_diff,passes_pct_long_diff,pass_xa_diff,xg_assist_net_diff,sca_per90_diff,gca_per90_diff,challenge_tackles_pct_diff,take_ons_won_pct_diff,take_ons_tackled_pct_diff,minutes_pct_diff,minutes_per_start_diff,minutes_per_sub_diff,points_per_game_diff,plus_minus_per90_diff,plus_minus_wowy_diff,on_xg_for_diff,on_xg_against_diff,xg_plus_minus_diff,xg_plus_minus_per90_diff,xg_plus_minus_wowy_diff,aerials_won_pct_diff,games_starts_diff,minutes_diff
Douglas Luiz,Aston Villa,0.7,0.8,0.0,0.1,0.10000000000000003,0.59,0.0,0.59,0.0,0.0,0.37999999999999995,0.0,0.37999999999999995,-0.08,-0.07999999999999999,,0.0,-1.65,-0.41000000000000003,0.0,0.0,3.3000000000000007,0.0,0.2,0.0,2.1000000000000085,1.4000000000000057,0.29999999999999716,9.599999999999994,0.1,-0.1,-0.71,-0.41000000000000003,0.0,0.0,0.0,-15.0,-13.0,,1.5,3.41,-3.92,2.3,0.6000000000000001,1.7000000000000002,1.6600000000000001,-1.84,0.0,1,63
Sasa Lukic,Fulham,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.020000000000000004,-0.04000000000000001,-0.01,-0.04000000000000001,,0.0,-0.5,0.0,0.0,,0.0,0.0,0.0,0.0,1.7000000000000028,1.0999999999999943,-0.09999999999999432,-8.599999999999994,0.1,0.0,0.0,0.0,-66.7,100.0,0.0,0.0,0.0,,-1.5,-2.0,,0.5,3.7,-3.2,-0.99,,100.0,1,90
Ian Maatsen,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-5.5,,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,-0.29000000000000004,,0,0
Alexis Mac Allister,Liverpool,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.01,,,0.0,0.0,,,,,0.0,0.0,-4.200000000000003,-9.299999999999997,-0.3999999999999915,-2.200000000000003,0.09999999999999998,0.0,0.4500000000000002,-0.39,0.0,0.0,16.7,-18.299999999999997,-16.0,,1.0,0.61,-2.12,2.5,0.10000000000000009,2.3000000000000003,1.4400000000000002,2.78,100.0,1,57
James Maddison,Tottenham,1.0,0.1,0.1,0.09999999999999998,0.19999999999999996,0.0,-1.0,-1.0,0.0,-1.0,0.01999999999999999,-0.41000000000000003,-0.39,0.01999999999999999,-0.39,,0.0,0.0,0.0,0.0,0.0,-3.5,0.0,-0.1,-0.1,-0.8999999999999915,-3.0,-3.299999999999997,17.2,0.29999999999999993,-0.10000000000000009,-1.0,-1.5,-25.0,50.0,-25.0,0.0,0.0,,1.0,1.0,,1.7,2.0999999999999996,-0.4,0.30999999999999994,,-16.700000000000003,1,90
Orel Mangala,Nott'ham Forest,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.01,,,0.0,0.0,,,,,0.0,0.0,1.5,7.5,-9.099999999999994,-25.0,0.0,0.0,0.1399999999999999,0.0,0.0,0.0,0.0,-11.700000000000003,-10.0,,1.5,0.44000000000000006,-3.4800000000000004,1.0000000000000002,0.30000000000000004,0.9,0.3,-5.25,,1,68
Benson Manuel,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Solly March,Brighton,1.0,0.9,0.9,0.1,0.9999999999999999,0.42999999999999994,0.0,0.42999999999999994,0.42999999999999994,0.42999999999999994,0.20999999999999996,0.010000000000000009,0.22999999999999998,0.20999999999999996,0.22999999999999998,,8.299999999999997,0.7199999999999998,0.8399999999999999,0.04999999999999999,0.0,-1.0999999999999996,0.03,1.1,1.1,0.6000000000000085,8.599999999999994,-12.0,-4.399999999999999,0.2,-0.1,-1.0599999999999996,0.0,-33.3,4.399999999999999,4.399999999999999,9.5,9.0,,0.0,0.2899999999999996,0.30000000000000027,2.2,2.1,0.10000000000000009,-1.2,-1.19,-25.0,1,90
Martinelli,Arsenal,0.7999999999999999,0.1,0.1,0.0,0.09999999999999998,0.0,-0.4800000000000001,-0.4800000000000001,0.0,-0.4800000000000001,0.06,-0.07,-0.010000000000000009,0.06,-0.010000000000000009,,0.0,1.17,0.0,0.0,,15.3,0.05,-0.1,-0.1,-14.5,-11.100000000000009,-2.5,-40.0,0.09999999999999998,0.0,-0.26000000000000023,0.10999999999999988,0.0,-10.0,10.0,-8.800000000000011,-8.0,,0.0,0.10999999999999988,0.10999999999999988,2.0,0.30000000000000004,1.6,1.22,6.43,16.599999999999998,1,69
Emiliano Martinez,Aston Villa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,5.200000000000003,2.0,-4.400000000000006,21.400000000000006,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.5,4.0,,2.9000000000000004,0.7000000000000002,2.3,1.9300000000000002,,100.0,1,90
Lisandro Martinez,Manchester Utd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,,,0.0,0.0,,,,,0.0,0.0,-1.3999999999999915,-3.4000000000000057,3.0,5.600000000000001,0.0,0.0,-2.0,0.0,4.200000000000003,0.0,0.0,25.0,23.0,,-1.5,-1.33,-1.33,2.0,1.7,0.29999999999999993,-0.31000000000000005,-0.30000000000000004,25.0,1,90
Pape Matar Sarr,Tottenham,0.8,0.6,0.6,0.1,0.7000000000000001,0.99,0.0,0.99,0.99,0.99,0.22999999999999998,0.06,0.28,0.22999999999999998,0.28,,-50.0,0.2999999999999998,-2.6599999999999997,0.17,0.33,-1.6000000000000005,0.03,0.4,0.4,-9.099999999999994,-7.400000000000006,0.0,100.0,0.0,-0.1,5.93,0.99,66.7,,,32.8,75.0,0.0,1.0,0.99,-0.02,1.2,1.7000000000000002,-0.49999999999999994,0.42000000000000004,0.09999999999999999,0.0,1,75
Neal Maupay,Everton,0.3999999999999999,0.09999999999999987,0.09999999999999987,0.0,0.10000000000000009,0.0,0.0,0.0,0.0,0.0,-0.55,-0.039999999999999994,-0.5700000000000001,-0.55,-0.5700000000000001,,5.0,-1.0200000000000005,-0.5599999999999996,0.0,0.0,-0.5999999999999996,-0.050000000000000044,-0.09999999999999987,-0.09999999999999987,-4.300000000000011,-7.700000000000003,8.900000000000006,100.0,0.0,0.0,-0.1299999999999999,0.0,0.0,,,-17.200000000000003,0.0,40.0,0.0,-1.62,-2.45,0.3999999999999999,1.2,-0.8,-1.58,-2.5500000000000007,0.0,0,40
Bryan Mbeumo,Brentford,1.0,1.9,1.1,0.1,1.2000000000000002,0.5,0.0,0.5,0.5,0.5,0.22999999999999998,0.05,0.28,0.22999999999999998,0.28,,25.0,0.0,0.5,0.25,0.33,-1.5000000000000018,0.10999999999999999,0.10000000000000003,-0.09999999999999998,2.200000000000003,1.3999999999999915,-5.899999999999999,23.800000000000004,0.3,-0.1,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,,1.0,1.5,,3.7,0.3999999999999999,3.1999999999999997,1.12,,-6.700000000000003,1,90
James Mcatee,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,-0.5000000000000001,,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.44999999999999973,,0,0
John McGinn,Aston Villa,1.0,0.6,0.6,0.0,0.6,0.59,0.0,0.59,0.59,0.59,0.34,-0.01,0.33,0.34,0.33,,100.0,0.59,0.59,1.0,1.0,4.2,0.57,0.4,0.4,4.8999999999999915,-12.0,19.0,-7.100000000000001,0.1,0.0,0.9200000000000002,0.0,0.0,44.4,-5.600000000000001,15.0,14.0,,1.5,4.04,4.029999999999999,2.9,0.5999999999999999,2.3,2.37,2.37,,1,90
Scott McKenna,Nott'ham Forest,1.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,,0.0,0.5,0.0,0.0,,5.5,0.19,-0.2,-0.2,2.1999999999999957,-9.599999999999994,7.700000000000003,7.100000000000001,0.0,0.0,0.0,0.0,100.0,,,0.0,0.0,,1.5,1.0,,1.4000000000000001,0.5,0.7999999999999999,0.27,,-15.400000000000006,1,90
Scott McTominay,Manchester Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,-1.5999999999999999,,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.07000000000000028,0.0,0,0
Chris Mepham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-17.2,,0.0,0.0,0.0,0.29000000000000004,0.0,0.0,0.0,0.0,0.5,,0,0
James Milner,Brighton,0.6,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,,,0.0,0.0,,,,,0.0,0.0,-7.1000000000000085,-6.5,3.799999999999997,-7.100000000000001,0.1,-0.1,-0.77,0.0,0.0,,,-12.299999999999997,-11.0,,0.0,1.7200000000000002,9.22,1.9000000000000004,0.9999999999999999,0.8999999999999999,-0.28000000000000025,4.9399999999999995,11.900000000000002,1,56
Tyrone Mings,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,-16.599999999999998,0.0,,0.0,0.0,-5.1,0.0,0.0,0.0,0.0,-2.08,0.0,0,0
Tyrick Mitchell,Crystal Palace,1.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.17,0.01,0.17,,0.0,0.5,0.0,0.0,,11.9,0.03,0.0,0.0,0.5,2.799999999999997,-6.1000000000000085,-1.1000000000000014,0.2,-0.3,0.5,0.0,50.0,-50.0,50.0,0.0,0.0,,-1.5,-1.0,,1.0,2.0,-0.9999999999999999,-1.1600000000000001,,-16.700000000000003,1,90
Kaoru Mitoma,Brighton,0.8999999999999999,0.5,0.5,0.4,0.9,0.53,0.06000000000000005,0.5900000000000001,0.53,0.5900000000000001,0.26,-0.040000000000000036,0.22000000000000008,0.26,0.22000000000000008,,50.0,0.06000000000000005,0.53,0.5,1.0,-4.9,0.24000000000000002,0.5,0.5,0.7000000000000028,0.10000000000000853,-1.7999999999999972,33.3,0.7000000000000001,0.6,-0.5899999999999999,0.6499999999999999,0.0,0.0,11.100000000000001,-5.599999999999994,-5.0,,0.0,0.18000000000000016,3.18,2.0999999999999996,1.9,0.2999999999999998,-1.07,2.29,0.0,1,80
Aleksandar Mitrovic,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-18.400000000000002,,0.0,0.0,0.0,1.8299999999999996,0.0,0.0,0.0,0.0,0.13999999999999968,0.0,0,0
Kieffer Moore,Bournemouth,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.31999999999999995,0.0,0.31999999999999995,0.31999999999999995,0.31999999999999995,,0.0,-0.29000000000000004,0.0,0.0,,-0.09999999999999964,0.1,-0.3,-0.3,-12.5,-20.0,33.3,,0.0,0.0,0.0,0.0,,,,2.1999999999999993,,2.0,-0.5,-2.02,-1.2700000000000005,1.1,0.2,0.8999999999999999,-0.10999999999999988,1.4000000000000004,0.0,0,28
Carlton Morris,Luton Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0,0
Mason Mount,Manchester Utd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,,,0.0,0.0,,,,,0.0,0.0,2.799999999999997,6.5,16.599999999999994,-12.5,0.0,0.0,1.0399999999999998,0.0,20.0,0.0,100.0,9.5,9.0,,-1.5,-1.19,-0.3899999999999997,1.8000000000000003,1.6999999999999997,0.19999999999999998,0.27999999999999997,-0.11999999999999988,0.0,1,84
Mykhailo Mudryk,Chelsea,0.5,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.13,0.18,0.31,0.13,0.31,,0.0,1.64,0.0,0.0,,12.1,0.08,-0.1,-0.1,1.1000000000000014,2.0999999999999943,60.0,60.0,0.2,-0.1,3.27,0.0,0.0,-50.0,0.0,19.5,,18.0,-0.5,-3.27,-3.27,0.4,1.1,-0.7,-0.8999999999999999,-1.8499999999999999,,0,45
Jacob Murphy,Newcastle Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,-2.8,,0.0,0.0,0.0,2.1499999999999986,0.0,0.0,0.0,0.0,1.0899999999999999,,0,0
Marvelous Nakamba,Luton Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0,0
Neto,Bournemouth,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,-1.7000000000000028,-12.5,0.0,2.8000000000000043,0.0,0.0,-0.5,0.0,,100.0,0.0,0.0,0.0,,-0.5,-1.0,,1.3,2.9999999999999996,-1.8,-1.02,,0.0,1,90
Pedro Neto,Wolves,1.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,-0.37,-0.18,-0.56,-0.37,-0.56,,-26.700000000000003,-0.5,-1.0,0.0,0.0,1.0999999999999996,-0.08999999999999997,-0.09999999999999998,-0.09999999999999998,6.700000000000003,6.799999999999997,-6.799999999999997,2.4000000000000057,0.0,-0.09999999999999998,-1.5,0.0,33.3,1.1999999999999957,4.699999999999996,0.0,0.0,,0.0,-1.0,,2.0999999999999996,2.2,-0.1,-0.08,,0.0,1,90
Eddie Nketiah,Arsenal,0.8999999999999999,0.8,0.8,0.1,0.9000000000000001,-0.65,0.0,-0.65,-0.65,-0.65,0.35,0.04,0.39,0.35,0.39,,-16.599999999999998,-0.16999999999999993,-0.65,-0.16,0.0,-1.1999999999999993,0.1,-0.8,-0.8,-10.700000000000003,-5.599999999999994,0.0,,0.0,-0.1,2.94,0.6,0.0,40.0,-26.700000000000003,3.9000000000000057,4.0,,0.0,-0.71,-2.6100000000000003,2.0,0.5,1.5,0.86,1.7100000000000004,0.0,1,79
Oliver Norwood,Sheffield Utd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.04,-0.06,-0.02,-0.06,,0.0,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999999999943,-1.3999999999999915,16.39999999999999,-13.5,0.19999999999999998,0.0,-1.5,0.0,50.0,,,0.0,0.0,,0.0,0.0,,0.5,1.4,-0.8999999999999999,0.2400000000000002,,8.299999999999997,1,90
Matheus Nunes,Wolves,1.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.04,0.010000000000000002,0.049999999999999996,0.04,0.049999999999999996,,0.0,0.5,0.0,0.0,,15.4,0.08,-0.1,-0.1,4.299999999999997,6.200000000000003,-1.5,-16.700000000000003,0.1,-0.1,0.52,0.0,-6.700000000000003,14.700000000000003,-9.799999999999997,-0.5999999999999943,0.0,,0.0,-1.0099999999999998,-2.01,2.0999999999999996,2.2,-0.1,-0.08,-0.06,-33.3,1,89
Darwin Nunez,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000004,0.0,-0.020000000000000004,-0.020000000000000004,-0.020000000000000004,,0.0,-1.2000000000000002,0.0,0.0,,0.0,0.0,0.0,0.0,-8.299999999999997,0.0,0.0,,0.0,0.0,-0.6000000000000001,0.0,50.0,0.0,0.0,-11.100000000000001,,-10.0,1.0,0.0,-1.2,0.0,0.3,-0.3,-0.7,-1.83,0.0,0,5
Christian Norgaard,Brentford,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,,0.0,0.6,0.0,0.0,,11.9,0.02,0.0,0.0,-8.400000000000006,-3.700000000000003,-15.0,-33.400000000000006,0.0,0.0,-0.1200000000000001,0.0,40.0,0.0,0.0,3.8999999999999915,4.0,,1.0,1.21,-1.7,2.4000000000000004,0.3999999999999999,2.0,0.69,-2.52,-7.100000000000001,1,78
Dara O'Shea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0,0
Chiedozie Ogbene,Luton Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0
Amadou Onana,Everton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000004,-0.57,-0.59,-0.020000000000000004,-0.59,,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000085,0.0,16.599999999999994,-30.0,0.0,0.0,-2.5,0.0,25.0,,,0.0,0.0,,0.0,-1.5,,0.5999999999999996,2.9000000000000004,-2.3,-1.76,,33.400000000000006,1,90
Andre Onana,Manchester Utd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,4.5,0.0,2.0999999999999943,11.600000000000001,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.5,-1.5,,2.0999999999999996,1.7999999999999998,0.3,0.16999999999999998,,16.700000000000003,1,90
Ben Osborn,Sheffield Utd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.0,-0.07,-0.07,-0.07,,0.0,-0.54,0.0,0.0,,0.0,0.0,0.0,0.0,19.099999999999994,16.4,23.900000000000006,27.3,0.1,0.0,0.0,0.0,10.0,0.0,0.0,2.200000000000003,2.0,,0.0,0.030000000000000027,0.030000000000000027,0.5,1.4,-0.8999999999999999,0.29000000000000004,0.29000000000000004,50.0,1,90
William Osula,Sheffield Utd,0.8,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,-0.07999999999999999,0.0,-0.07999999999999999,-0.07999999999999999,-0.07999999999999999,,0.0,-0.3400000000000001,0.0,0.0,,-4.600000000000001,-0.03,-0.09999999999999998,-0.09999999999999998,-5.600000000000001,-5.0,-66.7,0.0,0.1,0.0,0.55,0.0,,0.0,25.0,-9.400000000000006,-8.0,,0.0,0.44999999999999996,4.74,0.19999999999999996,1.2000000000000002,-1.0,0.040000000000000036,-2.12,9.0,1,73
Cole Palmer,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-6.1,,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.5599999999999999,,0,0
Emerson Palmieri,West Ham,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030000000000000006,-0.030000000000000006,0.0,-0.030000000000000006,,,0.0,0.0,,,,,0.0,0.0,5.3999999999999915,-1.2000000000000028,17.900000000000006,8.299999999999997,0.09999999999999998,0.0,0.0,0.5,16.700000000000003,100.0,0.0,0.0,0.0,,1.0,1.0,,1.7999999999999998,2.5,-0.6000000000000001,-0.20999999999999996,,-25.0,1,90
Lucas Paqueta,West Ham,1.0,0.8,0.0,0.1,0.2,0.5,0.0,0.5,0.0,0.0,0.34,-0.039999999999999994,0.3,-0.06,-0.1,,0.0,-1.02,0.0,0.0,,4.6,0.0,0.2,0.0,-4.400000000000006,-2.8999999999999915,-18.200000000000003,12.5,0.09999999999999998,-0.1,1.5,1.01,-60.0,25.0,-25.0,0.5,1.0,,1.0,1.01,1.01,1.7999999999999998,2.5,-0.6000000000000001,-0.21999999999999997,-0.21999999999999997,-42.9,1,90
Thomas Partey,Arsenal,1.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.039999999999999994,0.04,0.039999999999999994,,50.0,1.0,0.5,0.0,0.0,17.0,0.04,-0.1,-0.1,-2.5,-1.8999999999999915,-4.400000000000006,11.899999999999991,0.0,0.0,-1.5,-1.0,26.700000000000003,0.0,0.0,0.0,0.0,,0.0,0.0,,1.9999999999999998,1.0000000000000002,1.0,0.6499999999999999,,33.3,1,90
Nathan Patterson,Everton,1.0,0.0,0.0,0.1,0.10000000000000003,0.0,0.0,0.0,0.0,0.0,-0.13999999999999999,0.05,-0.09,-0.13999999999999999,-0.09,,0.0,-1.0,0.0,0.0,,1.5,-0.020000000000000004,0.0,0.0,9.600000000000001,1.2000000000000028,12.899999999999999,16.700000000000003,0.1,-0.1,1.0,0.0,-6.700000000000003,0.0,0.0,0.0,0.0,,0.0,-1.5,,0.5999999999999996,2.9000000000000004,-2.3,-1.76,,0.0,1,90
Facundo Pellistri,Manchester Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8599999999999999,0.0,-0.8599999999999999,-0.8599999999999999,-0.8599999999999999,,0.0,-1.9299999999999997,0.0,0.0,,0.0,0.0,0.0,0.0,20.799999999999997,0.0,,,0.0,0.0,4.5,0.0,0.0,0.0,-50.0,-4.5,,-4.0,-1.5,0.0,1.74,0.30000000000000004,0.10000000000000009,0.2,1.28,1.33,0.0,0,6
Andreas Pereira,Fulham,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,,0.0,0.9,0.0,0.0,,38.4,0.02,0.0,0.0,-15.100000000000001,0.0,33.3,-87.5,0.0,0.0,0.91,0.0,0.0,66.7,-66.7,18.9,67.0,0.0,-1.5,-3.63,-2.5,0.40000000000000013,1.6999999999999997,-1.4,-2.47,-1.3599999999999999,0.0,1,67
Ivan Perisic,Tottenham,0.2,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8700000000000001,0.8700000000000001,0.0,0.8700000000000001,,,0.0,0.0,,,,,0.0,0.0,-2.0999999999999943,10.399999999999991,4.200000000000003,-66.7,0.4,-0.5,-1.5199999999999996,0.0,,-25.0,25.0,2.8000000000000007,,3.0,1.0,2.43,1.8,0.49999999999999994,0.29999999999999993,0.2,1.1900000000000002,1.1,,0,21
Jaden Philogene Bidace,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,-2.2,,0.0,0.0,0.0,-3.650000000000002,0.0,0.0,0.0,0.0,-1.88,,0,0
Jordan Pickford,Everton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,2.5,0.0,0.0,0.20000000000000284,0.0,0.0,-0.5,0.0,,,,0.0,0.0,,0.0,-1.5,,0.5999999999999996,2.9000000000000004,-2.3,-1.76,,,1,90
Ethan Pinnock,Brentford,1.0,0.0,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.02,0.42,0.44,0.02,0.44,,0.0,0.5,0.0,0.0,,9.4,0.04,0.0,0.0,9.200000000000003,19.599999999999994,-2.299999999999997,44.4,0.2,-0.8,1.0,0.0,0.0,50.0,50.0,0.0,0.0,,1.0,1.5,,3.7,0.3999999999999999,3.1999999999999997,1.12,,-10.0,1,90
Nick Pope,Newcastle Utd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,8.5,0.0,-3.700000000000003,22.300000000000004,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.5,-2.5,,0.30000000000000027,0.9999999999999998,-0.7000000000000001,-1.1400000000000001,,,1,90
Aaron Ramsdale,Arsenal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,-6.099999999999994,0.0,0.0,-3.799999999999997,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,1.9999999999999998,1.0000000000000002,1.0,0.6499999999999999,,,1,90
Marcus Rashford,Manchester Utd,0.8999999999999999,0.4,0.4,0.2,0.5,0.0,0.0,0.0,0.0,0.0,-0.020000000000000018,0.049999999999999996,0.030000000000000027,-0.020000000000000018,0.030000000000000027,,3.6000000000000014,-0.4599999999999995,0.020000000000000018,0.0,0.0,-1.1999999999999993,0.009999999999999995,-0.4,-0.4,-2.799999999999997,-9.200000000000003,0.0,0.0,0.1,-0.2,2.6500000000000004,0.0,,0.0,0.0,-1.7000000000000028,-1.0,,-1.5,-1.56,-1.56,1.7999999999999998,1.5999999999999999,0.19999999999999996,-0.15000000000000002,-10.99,0.0,1,84
