player,team,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,games_starts,gameweek,season,position,age
Jose Sa,Wolves,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,43,50,3.5999999999999943,996,636,11,11,0.0,22,22,0.0,10,17,3.8999999999999986,0.0,0.0,0,1,0,0,36,14,4,0,0,0,0,0,0,0,0,0,0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,57,49,56,1,0,0,57,0,0,0.0,0,0.0,38,290,198,0,0,0,0,25,0,0.0,0.0,1,0,0.0,0,1.0,1,0,1,1.0,0.0,1.0,1.2999999999999998,-0.30000000000000004,-0.06,0.0,0,0,2,0,0,0,0,1,1,0,0.0,1,2,,,
Bukayo Saka,Arsenal,90,1.0,1,0,1,0,1,1,0,0,1.4,0.6,0.4,1.0,6,4,23,0.16000000000000003,0.0,0.16000000000000003,-0.16999999999999998,-0.16999999999999998,0.38,0.10000000000000003,0.48,0.11000000000000001,0.20999999999999996,2,1,4.200000000000003,-0.33999999999999986,0.0,-0.04000000000000001,-0.16999999999999998,0.09999999999999964,0,0.04999999999999999,-0.39999999999999997,-0.6,52,67,2.6999999999999886,740,148,32,37,0.8000000000000114,16,20,3.0,3,5,5.600000000000001,1.0999999999999999,-0.4,4,1,4,1,61,6,1,0,0,8,0,5,5,0,0,0,4,5,-0.1899999999999995,4,1,0,0,0,0,1,0.34,1,0,0,0,0,0,2,0,0,1,1,0,1,-7.100000000000001,1,4,0,4,0,2,1,1,86,0,1,19,67,13,85,10,6,25.0,3,3.6000000000000014,52,345,190,3,5,3,0,62,0,0.3999999999999915,0.0,1,0,0.0,0,-0.6699999999999999,2,2,0,-0.33999999999999997,-0.33999999999999997,3.2,0.6000000000000001,2.6,0.71,0.7199999999999989,0,0,1,0,0,0,0,2,0,3,-30.0,1,2,,,
Mohamed Salah,Liverpool,90,0.9999999999999998,0,1,1,0,0,0,0,0,0.19999999999999996,0.09999999999999998,0.4,0.5999999999999999,1,1,7,-0.20000000000000007,0.15999999999999992,-0.040000000000000036,-0.20000000000000007,-0.040000000000000036,-0.24,0.030000000000000027,-0.20999999999999996,-0.06,-0.020000000000000018,2,1,4.699999999999996,-0.6800000000000002,-0.040000000000000036,-0.030000000000000013,-0.16999999999999998,-0.5,0,0.0,-0.19999999999999996,-0.10000000000000003,23,24,4.200000000000003,303,79,15,16,2.8999999999999915,7,7,3.799999999999997,0,0,0.0,0.09999999999999998,0.6,2,2,1,0,23,1,0,1,0,0,1,0,0,0,0,0,1,4,0.23999999999999977,3,0,0,0,0,1,2,0.30999999999999983,2,0,0,0,0,0,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0,36,0,2,19,15,4,36,5,3,37.5,2,-37.5,28,135,44,0,2,2,3,28,3,3.5999999999999943,3.0,1,0,0.0,0,0.33000000000000007,2,1,1,-0.040000000000000036,-0.040000000000000036,0.9000000000000004,1.9,-1.0999999999999999,-0.79,-0.79,0,1,0,1,0,0,0,4,0,0,0.0,1,2,2023.0,FW,20.0
William Saliba,Arsenal,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,12,0,0.0,-0.16999999999999998,-0.16999999999999998,0.0,-0.16999999999999998,0.01,0.009999999999999998,0.02,0.01,0.02,1,0,0.0,0.33,0.0,0.0,0.0,11.4,0,0.04,0.0,0.0,91,96,-0.5,1665,558,35,36,-0.09999999999999432,48,51,-1.7000000000000028,6,6,3.799999999999997,0.1,-0.09999999999999998,1,7,0,0,92,4,0,0,0,0,3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,-0.16999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,2,2,1,0,104,3,28,64,13,2,104,1,0,0.0,1,100.0,55,362,273,1,0,0,1,77,0,0.0,0.0,1,0,0.0,0,-0.6699999999999999,2,2,0,-0.32999999999999996,0.0,3.2,0.5,2.5999999999999996,0.76,0.0,0,0,1,0,0,0,0,9,2,1,-16.700000000000003,1,2,,,
Davinson Sanchez,Tottenham,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-14.299999999999997,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.29000000000000004,0.0,0.0,0.0,0.0,-0.54,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Robert Sanchez,Chelsea,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,38,41,1.7000000000000028,934,503,7,7,0.0,19,19,1.2999999999999972,11,14,15.400000000000006,0.0,0.0,0,0,0,0,29,12,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,41,35,41,0,0,0,41,0,0,0.0,0,0.0,20,110,47,0,0,0,0,24,0,0.0,0.0,1,0,0.0,0,0.8300000000000001,3,0,3,1.33,0.0,2.3,0.3999999999999999,1.8,0.45999999999999996,0.0,0,0,0,0,0,0,0,1,0,0,0.0,1,2,,,
Jadon Sancho,Manchester Utd,31,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-0.04000000000000001,-0.04000000000000001,0.0,-0.04000000000000001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,13,-0.9000000000000057,119,28,7,8,-0.20000000000000284,3,4,1.4000000000000057,0,0,0.0,0.0,0.0,0,1,0,0,11,1,0,0,0,0,0,1,0,0,0,1,0,2,0.79,0,1,0,0,1,0,1,1.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,13,0,2,3,9,2,13,0,0,0.0,0,0.0,14,103,72,2,2,0,2,13,2,2.6000000000000014,0.0,0,1,2.0,0,0.5,1,0,1,1.14,0.93,1.0,0.2999999999999998,0.8,0.86,0.51,0,0,1,1,0,0,0,2,0,3,0.0,0,2,,,
Pablo Sarabia,Wolves,17,0.19999999999999996,0,0,0,0,0,0,0,0,0.19999999999999998,0.19999999999999998,0.0,0.30000000000000004,1,1,1,0.0,-0.14,-0.14,0.0,-0.14,0.16,-0.18999999999999995,-0.030000000000000027,0.16,-0.030000000000000027,2,1,0.0,1.3,0.65,0.0,0.0,1.3000000000000007,1,0.030000000000000006,-0.19999999999999998,-0.19999999999999998,5,7,0.9000000000000057,80,20,4,5,0.5,0,0,0.0,1,1,9.600000000000001,0.0,0.0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.040000000000000036,0,0,0,0,1,0,0,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,1,-16.700000000000003,1,0,0,0,0,0,0,0,9,0,1,5,4,1,9,0,0,0.0,0,0.0,6,54,38,1,0,0,0,7,-11,-11.699999999999996,0.0,0,1,-9.0,0,1.0,1,0,1,0.65,-1.8899999999999997,0.5,0.0,0.4999999999999999,0.20000000000000007,0.020000000000000018,0,0,1,0,0,0,0,3,0,0,0.0,0,2,,,
Kevin Schade,Brentford,79,0.8999999999999999,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.39999999999999997,1,6,3,0.54,0.0,0.54,0.54,0.54,-0.10999999999999999,0.13,0.020000000000000018,-0.10999999999999999,0.020000000000000018,2,1,33.3,0.6000000000000001,0.54,0.33,1.0,-0.3999999999999986,0,-0.19999999999999998,0.8,0.8,22,30,13.400000000000006,272,83,15,19,8.299999999999997,7,8,25.0,0,0,0.0,0.2,-0.2,1,5,0,0,29,0,0,0,0,0,0,0,0,0,0,1,2,2,0.1200000000000001,2,0,0,0,0,0,0,-0.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,38,0,3,19,16,4,38,4,1,20.0,3,-20.0,20,121,65,1,1,2,0,22,11,12.800000000000004,5.0,0,0,0.0,0,-0.33000000000000007,1,1,0,-0.95,-0.8400000000000001,0.6999999999999997,0.8,-0.10000000000000009,-0.7800000000000001,-0.7000000000000001,0,1,2,0,0,0,0,5,4,4,-12.200000000000003,1,2,,,
Fabian Schar,Newcastle Utd,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,1,0,0.0,0.33,0.0,0.0,0.0,22.7,1,0.1,-0.1,-0.1,86,96,0.7999999999999972,1382,502,49,52,0.0,30,30,1.1999999999999886,7,13,-2.6000000000000014,0.0,0.0,0,6,0,0,96,0,0,0,2,0,0,0,0,0,0,0,0,2,0.67,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,98,5,38,58,2,0,98,0,0,0.0,0,0.0,72,251,147,1,0,0,0,81,0,0.0,0.0,1,0,0.0,0,-0.5,1,2,-1,-0.83,0.0,1.9999999999999996,0.8000000000000003,1.1,0.22000000000000003,0.0,0,1,0,0,0,0,0,7,1,2,-16.700000000000003,1,2,,,
Jeffrey Schlupp,Crystal Palace,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.30000000000000004,0.3,1,3,0,0.0,0.0,0.0,0.0,0.0,-0.010000000000000002,0.07,0.08,-0.010000000000000002,0.08,1,0,-16.700000000000003,0.05999999999999983,-0.16000000000000003,0.0,0.0,-2.5,0,0.0,0.0,0.0,21,25,4.900000000000006,293,114,15,19,-0.10000000000000853,5,5,5.700000000000003,1,1,16.7,0.0,-0.30000000000000004,2,0,0,0,24,1,1,0,0,0,0,0,0,0,0,0,0,2,-0.2200000000000002,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0,1,0,1,0,1,0,0,35,0,7,16,13,1,35,1,1,5.399999999999999,0,-5.399999999999999,23,77,28,1,0,3,0,23,-4,-4.299999999999997,-4.0,0,0,0.0,0,-0.16999999999999993,0,1,-1,-0.39,-2.82,0.6000000000000001,0.5,0.1,0.07,2.3200000000000003,0,3,0,0,0,0,0,3,2,0,0.0,1,2,,,
Nelson Semedo,Wolves,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.01,0,0,0.0,-0.16999999999999998,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,66,77,0.5,1037,378,37,39,0.9000000000000057,24,27,-0.29999999999999716,4,7,15.0,0.1,0.0,0,5,0,0,65,12,0,0,1,0,12,0,0,0,0,0,3,0,-1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,3,3,0,0,1,1,5.399999999999999,0,0,0,0,1,4,3,0,90,4,37,41,13,0,90,4,1,-12.5,3,25.0,58,275,141,0,0,0,2,56,0,0.0,0.0,1,0,0.0,0,1.0,1,0,1,1.0,0.0,1.0,1.2999999999999998,-0.30000000000000004,-0.06,0.0,0,4,0,0,0,0,0,10,0,2,0.0,1,2,,,
Antoine Semenyo,Bournemouth,72,0.8,0,0,0,0,0,0,0,0,0.10000000000000003,0.10000000000000003,0.0,0.19999999999999996,2,1,5,-0.43999999999999995,0.0,-0.43999999999999995,-0.43999999999999995,-0.43999999999999995,-0.01999999999999999,-0.1,-0.12,-0.01999999999999999,-0.12,2,0,-11.399999999999999,-1.08,-0.8799999999999999,-0.06,0.0,-1.6000000000000014,0,0.009999999999999995,-0.09999999999999998,-0.09999999999999998,14,17,2.5999999999999943,130,14,12,14,-8.700000000000003,1,2,-4.8999999999999915,0,0,0.0,0.0,0.0,0,0,1,0,16,1,0,0,0,1,1,0,0,0,0,0,0,0,-1.3100000000000003,0,0,0,0,0,0,0,-0.43999999999999995,0,0,0,0,0,0,3,1,1,1,1,1,1,100.0,0,0,0,0,0,3,0,0,27,0,3,5,20,3,27,4,0,-35.6,3,24.4,15,138,98,2,0,1,2,18,8,9.799999999999997,-1.0,0,0,0.0,0,-0.16999999999999998,0,2,-2,-0.6699999999999999,-0.84,0.6000000000000001,1.7000000000000002,-1.3,0.07000000000000006,0.24,0,5,2,0,0,0,0,3,0,2,-5.699999999999999,1,2,,,
Marcos Senesi,Bournemouth,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-26.300000000000004,0.0,0,0,0.0,1,0.0,0,0,0,0.0,3.0699999999999994,0.0,0.0,0.0,0.0,3.73,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Luke Shaw,Manchester Utd,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-33.3,0.0,0,0,0.0,0,0.0,0,0,0,0.0,-1.5,0.0,0.0,0.0,0.0,-1.46,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Bernardo Silva,Manchester City,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,11,9,15,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,47,55,-0.6999999999999886,866,201,21,23,-1.4000000000000057,20,23,10.199999999999989,5,5,0.0,0.8,-0.7,4,2,5,2,51,3,2,0,0,4,1,0,0,0,0,1,1,11,5.5,9,0,0,0,2,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,1,1,0.0,0,1,0,1,0,1,0,0,61,1,4,19,38,4,61,2,1,33.3,1,-33.3,50,464,279,6,3,1,2,55,0,16.700000000000003,0.0,1,0,0.0,0,0.0,2,1,1,-1.0,-1.0,3.6,0.7,2.9,0.6200000000000001,0.62,0,0,2,0,0,0,0,1,0,0,0.0,1,2,,,
Fabio Silva,Wolves,73,0.8,0,0,0,0,0,0,0,0,0.30000000000000004,0.30000000000000004,0.0,0.30000000000000004,1,4,1,0.0,0.0,0.0,0.0,0.0,-0.28,-0.06,-0.33000000000000007,-0.28,-0.33000000000000007,1,0,-15.0,-2.1,-2.0600000000000005,0.0,0.0,1.0999999999999996,0,0.03,-0.30000000000000004,-0.30000000000000004,11,13,2.299999999999997,184,90,5,7,-4.599999999999994,5,5,0.0,1,1,100.0,0.0,0.0,1,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,-2.1500000000000004,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,19,1,3,13,4,1,19,2,1,0.0,0,-25.0,14,89,46,1,0,2,0,14,13,14.400000000000006,10.0,0,0,0.0,0,1.0,0,0,0,2.74,2.04,0.5999999999999999,1.2000000000000002,-0.7,0.06999999999999995,-0.15000000000000013,0,1,2,1,0,0,0,2,0,1,0.0,1,2,2023.0,DF,30.0
Thiago Silva,Chelsea,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.010000000000000002,-0.019999999999999997,-0.01,-0.019999999999999997,0,0,0.0,-0.16999999999999998,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,97,102,0.0,1936,729,30,31,0.6000000000000085,55,56,1.0,11,13,-4.099999999999994,0.0,0.0,0,3,0,0,98,4,3,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2,0,1,1,4,0,109,15,55,53,1,1,109,0,0,0.0,0,0.0,74,398,253,0,0,0,0,87,0,0.0,0.0,1,0,0.0,0,0.8300000000000001,3,0,3,1.33,0.0,2.3,0.3999999999999999,1.8,0.45999999999999996,0.0,0,1,0,0,0,0,0,6,3,0,5.099999999999994,1,2,,,
Oliver Skipp,Tottenham,18,0.19999999999999996,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,19,21,-1.6000000000000085,291,61,12,12,0.0,6,7,-1.7999999999999972,1,2,50.0,0.0,0.0,0,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,21,1,3,13,5,0,21,0,0,0.0,0,0.0,18,33,18,0,0,0,0,18,-28,-7.0,0.0,0,1,18.0,0,1.0,0,0,0,0.0,-0.32000000000000006,0.2999999999999998,0.19999999999999996,0.09999999999999998,0.33000000000000007,-0.47,0,0,0,0,0,0,0,3,0,1,0.0,0,2,,,
Dominic Solanke,Bournemouth,90,1.0,0,0,0,0,0,0,0,0,0.09999999999999987,0.09999999999999987,0.0,0.09999999999999987,0,1,2,-0.16999999999999998,-0.16999999999999998,-0.32999999999999996,-0.16999999999999998,-0.32999999999999996,-0.16000000000000003,-0.020000000000000004,-0.18000000000000005,-0.16000000000000003,-0.18000000000000005,1,0,-4.699999999999996,-0.6699999999999999,-0.32999999999999996,-0.03,0.0,-0.40000000000000036,0,-0.01999999999999999,-0.1,-0.1,9,11,3.799999999999997,161,35,5,5,3.5999999999999943,2,3,2.5,2,2,0.0,0.1,0.0,1,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,2,-0.33000000000000007,1,0,0,0,0,1,0,-0.16999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,1,0,22,1,4,9,10,3,22,3,0,-16.700000000000003,3,16.700000000000003,9,40,3,0,0,2,0,11,0,0.0,0.0,1,0,0.0,0,-0.16999999999999998,0,2,-2,-0.33000000000000007,0.0,0.6999999999999997,2.1000000000000005,-1.4,-0.20999999999999996,0.0,0,0,0,1,0,0,0,2,2,1,15.4,1,2,,,
Manor Solomon,Tottenham,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-0.5999999999999999,0.0,0,0,0.0,1,0.0,0,0,0,0.0,-0.33000000000000007,0.0,0.0,0.0,0.0,-0.6600000000000001,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Tomas Soucek,West Ham,38,0.3999999999999999,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,-0.09000000000000002,-0.09000000000000002,0.0,-0.09000000000000002,-0.04000000000000001,-0.020000000000000004,-0.06,-0.04000000000000001,-0.06,0,0,0.0,-0.17000000000000004,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1.5,38,33,0,0,0.0,2,2,4.700000000000003,0,0,0.0,0.0,0.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.10999999999999988,0,0,0,0,0,1,0,-0.09000000000000002,0,0,0,0,0,0,1,1,0,0,1,1,1,10.0,0,0,0,0,2,3,2,0,8,3,4,2,2,0,8,0,0,0.0,0,0.0,2,18,0,0,0,0,0,1,-17,-19.299999999999997,-17.0,0,0,0.0,0,0.33000000000000007,1,0,1,0.24,-0.49,1.1999999999999997,0.5,0.7,0.38,-1.55,0,0,0,1,0,0,0,0,0,1,-6.0,1,2,,,
Vinicius Souza,Sheffield Utd,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.04000000000000001,-0.030000000000000002,-0.06999999999999999,-0.04000000000000001,-0.06999999999999999,0,0,0.0,-1.51,-0.7500000000000001,0.0,0.0,0.0,0,0.0,0.0,0.0,14,17,1.7999999999999972,204,76,9,9,8.399999999999991,5,5,4.3999999999999915,0,1,-16.700000000000003,0.0,0.0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,-2.2600000000000002,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,1,1,1,3,-33.3,2,2,0,2,1,3,2,0,30,2,13,12,5,2,30,2,2,100.0,0,0.0,8,26,14,0,0,5,0,13,19,20.700000000000003,17.0,1,0,0.0,0,0.0,1,2,-1,-0.57,-0.5700000000000001,0.7,3.5,-2.9000000000000004,-1.04,-1.05,0,2,0,0,0,0,0,1,3,2,-4.200000000000003,1,2,2023.0,MF,31.0
Jason Steele,Brighton,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-33.3,0.0,0,0,0.0,1,0.0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,2.92,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2023.0,DF,26.0
Raheem Sterling,Chelsea,89,1.0,2,0,2,2,0,0,0,0,0.8,0.8,0.4,1.2,5,3,11,0.69,0.0,0.69,0.69,0.69,0.29000000000000004,0.09,0.38,0.29000000000000004,0.38,5,3,50.0,1.55,1.04,0.33,0.67,0.40000000000000036,0,0.09,1.2000000000000002,1.2000000000000002,32,37,4.400000000000006,357,80,22,24,1.7000000000000028,6,8,4.300000000000004,0,0,0.0,0.2,-0.4,2,3,1,0,37,0,0,0,0,1,0,0,0,0,0,0,0,6,-0.09999999999999964,4,0,2,0,0,0,1,0.15999999999999992,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,51,0,5,15,31,11,51,5,2,0.0,3,10.0,40,196,104,2,3,3,6,48,1,1.5,1.0,0,0,0.0,0,0.8300000000000001,3,0,3,1.4100000000000001,1.4100000000000001,2.3,0.5,1.8,0.47000000000000003,0.43999999999999995,0,1,1,0,0,0,0,5,0,0,0.0,1,2,,,
Dominik Szoboszlai,Liverpool,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.19999999999999996,1,7,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.03,0.0,-0.03,2,0,-8.3,0.0,-0.16999999999999998,0.0,0.0,2.3999999999999986,1,0.010000000000000002,-0.1,-0.1,32,42,-3.1000000000000085,533,97,13,14,1.2999999999999972,17,19,0.0,2,6,-23.200000000000003,0.0,0.0,1,1,1,0,34,8,3,0,0,4,0,3,3,0,0,0,2,2,-0.8300000000000001,2,0,0,0,0,0,0,-0.16999999999999998,0,0,0,0,0,0,3,2,0,2,1,1,6,-5.0,5,1,0,1,0,3,1,0,56,1,13,27,16,1,56,6,3,3.3000000000000043,3,3.3000000000000043,22,83,34,1,0,1,0,32,0,0.0,0.0,1,0,0.0,0,0.33000000000000007,2,1,1,0.0,0.0,0.9000000000000004,1.9999999999999996,-1.1,-0.6499999999999999,0.0,0,3,3,0,0,0,0,5,0,0,0.0,1,2,,,
