player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Levi Colwill,DF,Chelsea,20,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,5,0,0.00,0.00,0.00,0.00,0.00,0.08,0.29,0.37,0.08,0.37,Matches,2023,1,0,0.0,1.00,0.00,0.00,,15.6,0,0.08,-0.1,-0.1,57,69,82.6,965,361,29,33,87.9,24,24,100.0,4,9,44.4,0.0,-0.3,2,7,0,0,67,2,1,0,0,0,1,0,0,0,0,0,2,3,3.00,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,2,0,0,0,,0,2,0,2,1,3,2,0,78,4,28,46,6,2,78,1,1,100.0,0,0.0,59,352,218,3,0,2,1,54,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,1.4,1.3,+0.1,+0.09,,0,0,0,0,0,0,0,6,1,0,100.0,1
Maxwel Cornet,MF,West Ham,26,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,1,100.0,16,11,0,0,,1,1,100.0,0,0,,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,2,0,0,,0,,1,2,2,0,0,0,0,1,1,1.1,,0,1,1,0,1.00,0,0,0,0.00,0.00,0.0,0.0,0.0,0.00,+0.26,0,0,0,1,0,0,0,0,0,1,0.0,1
Vladimir Coufal,DF,West Ham,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,35,52,67.3,617,438,13,16,81.3,19,23,82.6,2,7,28.6,0.2,-0.1,2,2,1,1,37,15,0,0,0,2,15,0,0,0,0,0,4,2,2.00,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,2,0,0,1,1,100.0,0,1,0,1,3,5,2,0,64,3,34,26,6,0,64,1,0,0.0,1,100.0,20,177,25,0,0,2,0,23,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,1.1,1.3,-0.3,-0.26,,0,0,1,0,0,0,0,7,1,0,100.0,1
Philippe Coutinho,FW,Aston Villa,31,1,0,4,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,1,2,0.00,0.00,0.00,0.00,0.00,1.72,0.00,1.72,1.72,1.72,Matches,2023,1,0,0.0,22.50,0.00,0.00,,11.2,0,0.08,-0.1,-0.1,7,9,77.8,88,26,5,6,83.3,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,22.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11,0,2,4,6,1,11,1,1,100.0,0,0.0,6,73,56,3,0,1,0,9,4,4.4,,0,1,4,0,0.00,0,1,-1,-22.50,-19.36,0.3,0.6,-0.3,-5.72,-4.33,0,0,0,0,0,0,0,1,0,0,,1
Josh Cullen,MF,Burnley,27,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,37,43,86.0,659,112,17,18,94.4,18,19,94.7,1,3,33.3,0.0,0.0,0,1,0,0,41,2,1,0,0,2,0,1,0,1,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0,46,3,21,19,6,0,46,0,0,,0,,16,48,18,0,0,0,0,30,90,100.0,90,1,0,,0,0.00,0,3,-3,-3.00,,0.3,1.9,-1.6,-1.62,,0,0,2,0,0,0,0,5,0,0,,1
Matheus Cunha,FW,Wolves,24,1,1,76,0.8,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.6,4,2,1,0.00,0.00,0.00,0.00,0.00,0.68,0.07,0.74,0.68,0.74,Matches,2023,5,1,20.0,5.92,1.18,0.00,0.00,16.5,0,0.11,-0.6,-0.6,15,17,88.2,167,44,10,10,100.0,3,4,75.0,0,1,0.0,0.0,-0.1,1,3,1,0,17,0,0,0,1,0,0,0,0,0,0,0,0,5,5.92,3,0,1,0,0,1,0,0.00,0,0,0,0,0,0,2,0,2,0,0,0,0,,0,1,0,1,2,4,0,0,31,0,6,14,13,3,31,3,3,100.0,0,0.0,19,255,207,3,0,4,0,20,76,84.4,76,0,0,,0,0.00,0,1,-1,-1.18,-1.18,1.5,1.7,-0.2,-0.23,-1.59,0,1,1,1,0,0,0,3,1,1,50.0,1
Mahmoud Dahoud,MF,Brighton,27,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,4,0,0.00,0.00,0.00,0.00,0.00,0.05,0.14,0.19,0.05,0.19,Matches,2023,2,0,0.0,2.47,0.00,0.00,,28.8,0,0.02,0.0,0.0,41,46,89.1,716,219,21,22,95.5,13,15,86.7,6,7,85.7,0.1,-0.1,2,7,1,1,45,1,1,0,0,1,0,0,0,0,0,0,0,3,3.70,3,0,0,0,0,0,1,1.23,1,0,0,0,0,0,2,1,0,2,0,0,0,,0,1,0,1,0,2,0,0,53,3,10,37,6,1,53,0,0,,0,,35,119,40,0,0,2,0,36,73,81.1,73,0,0,,0,3.00,2,0,+2,+2.47,-2.83,2.3,0.4,+1.9,+2.31,-1.23,0,3,0,0,0,0,0,9,0,0,,1
Ameen Al-Dakhil,DF,Burnley,21,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,32,38,84.2,690,258,11,13,84.6,15,18,83.3,6,7,85.7,0.0,0.0,0,3,0,0,36,2,0,0,1,0,2,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,1,1,0,1,0.0,1,2,1,1,1,3,4,0,51,6,24,22,5,1,51,0,0,,0,,24,159,94,2,0,0,1,30,90,100.0,90,1,0,,0,0.00,0,3,-3,-3.00,,0.3,1.9,-1.6,-1.62,,0,1,1,0,0,0,0,4,2,3,40.0,1
Mikkel Damsgaard,MF,Brentford,23,1,0,42,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches,2023,1,1,100.0,2.14,2.14,0.00,0.00,16.7,0,0.07,-0.1,-0.1,12,14,85.7,234,112,6,6,100.0,4,5,80.0,2,3,66.7,0.0,0.0,0,3,0,0,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,2,0.0,2,2,1,1,0,1,0,0,21,1,9,10,3,1,21,0,0,,0,,12,20,13,0,0,1,0,10,42,46.7,,0,1,42,0,1.00,0,0,0,0.00,0.00,0.5,0.5,0.0,-0.08,-1.91,0,1,1,0,0,0,0,6,0,0,,1
Danilo,FW,Nott'ham Forest,22,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,11,19,57.9,201,62,4,6,66.7,5,6,83.3,1,3,33.3,0.0,0.0,0,2,1,0,15,3,0,0,0,1,0,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,1,1,2,0,2,3,66.7,1,1,0,1,0,3,1,0,26,3,7,14,5,1,26,2,2,100.0,0,0.0,10,62,41,2,0,1,1,11,70,77.8,70,0,0,,0,0.00,0,2,-2,-2.57,-7.07,0.3,0.4,-0.1,-0.10,-2.12,0,0,0,0,0,0,0,4,1,1,50.0,1
Arnaut Danjuma,FW,Everton,26,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.71,0.00,0.71,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,3,5,60.0,76,5,1,1,100.0,1,2,50.0,1,1,100.0,0.0,-0.2,1,0,0,0,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,8,0,0,2,6,2,8,1,0,0.0,1,100.0,4,29,17,0,1,0,0,5,19,21.1,,0,1,19,0,0.00,0,1,-1,-4.74,-4.74,0.3,1.2,-0.9,-4.16,-6.82,0,0,0,1,0,0,0,0,1,0,100.0,1
Craig Dawson,DF,Wolves,33,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.06,0.12,Matches,2023,1,0,0.0,1.00,0.00,0.00,,8.9,0,0.06,-0.1,-0.1,44,51,86.3,889,379,15,15,100.0,23,25,92.0,6,8,75.0,0.1,-0.1,1,1,0,0,49,2,2,0,0,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,2,0,0,1,1,100.0,0,3,2,1,1,3,5,0,67,14,41,18,8,7,67,0,0,,0,,37,207,58,0,0,3,0,40,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,2.2,2.2,0.0,+0.02,,0,1,0,0,0,0,0,5,8,0,100.0,1
Kevin De Bruyne,MF,Manchester City,32,1,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,3,0.00,0.00,0.00,0.00,0.00,0.08,0.83,0.91,0.08,0.91,Matches,2023,1,0,0.0,4.09,0.00,0.00,,32.2,0,0.02,0.0,0.0,6,10,60.0,142,74,1,2,50.0,4,5,80.0,1,2,50.0,0.2,-0.2,1,0,3,2,8,1,0,0,0,3,0,1,0,0,0,1,0,2,7.83,2,0,0,0,0,0,1,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,0,0,4,8,0,12,0,0,,0,,5,29,25,0,0,0,0,8,22,24.4,22,0,0,,0,3.00,1,0,+1,+4.09,+1.44,0.4,0.1,+0.3,+1.13,-0.65,0,1,0,0,0,0,0,2,0,0,,1
Moussa Diaby,"MF,FW",Aston Villa,24,1,1,86,1.0,1,0,1,1,0,0,0,0,0.3,0.3,0.3,0.6,5,5,7,1.05,0.00,1.05,1.05,1.05,0.29,0.33,0.62,0.29,0.62,Matches,2023,3,2,66.7,3.14,2.09,0.33,0.50,13.8,0,0.09,+0.7,+0.7,21,24,87.5,350,63,10,13,76.9,10,10,100.0,1,1,100.0,0.1,-0.3,2,5,1,0,23,1,0,0,0,0,0,0,0,0,0,0,0,4,4.19,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,30,0,2,16,12,4,30,2,2,100.0,0,0.0,21,147,89,2,2,1,4,23,86,95.6,86,0,0,,0,0.00,1,4,-3,-3.14,+19.36,1.5,2.8,-1.3,-1.39,+4.33,0,0,1,0,0,0,0,3,0,2,0.0,1
Luis Diaz,FW,Liverpool,26,1,1,76,0.8,1,0,1,1,0,0,0,0,0.8,0.8,0.2,1.0,4,3,5,1.18,0.00,1.18,1.18,1.18,0.99,0.20,1.19,0.99,1.19,Matches,2023,4,1,25.0,4.74,1.18,0.25,1.00,10.9,0,0.21,+0.2,+0.2,18,20,90.0,334,75,7,7,100.0,9,10,90.0,2,2,100.0,0.0,-0.2,1,2,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,4.74,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,28,0,3,8,17,4,28,3,2,66.7,1,33.3,21,109,69,1,1,1,1,22,76,84.4,76,0,0,,0,1.00,1,1,0,0.00,0.00,1.2,1.4,-0.1,-0.14,-0.38,0,0,0,2,0,0,0,0,0,1,0.0,1
Lucas Digne,"DF,FW",Aston Villa,30,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,37,50,74.0,590,222,20,23,87.0,14,18,77.8,3,5,60.0,0.2,-0.2,3,1,1,0,40,10,2,0,0,8,5,3,1,2,0,0,3,5,5.00,1,3,0,0,1,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,1,2,50.0,1,1,0,1,1,3,2,0,58,2,19,17,22,1,58,1,0,0.0,0,0.0,25,87,53,1,0,0,0,33,90,100.0,90,1,0,,0,0.00,1,5,-4,-4.00,,1.8,3.3,-1.6,-1.58,,0,1,3,0,0,0,0,3,1,0,100.0,1
Issa Diop,DF,Fulham,26,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,73,80,91.3,1297,446,28,30,93.3,42,44,95.5,3,4,75.0,0.0,0.0,0,5,0,0,78,2,2,0,0,0,0,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,2,50.0,1,2,1,1,0,1,9,0,91,13,55,36,1,0,91,0,0,,0,,72,454,331,0,0,0,0,71,90,100.0,90,1,0,,0,3.00,1,0,+1,+1.00,,1.5,2.7,-1.2,-1.22,,0,0,0,0,0,0,0,4,2,1,66.7,1
Axel Disasi,DF,Chelsea,25,1,1,90,1.0,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,5,1,1.00,0.00,1.00,1.00,1.00,0.47,0.00,0.47,0.47,0.47,Matches,2023,2,1,50.0,2.00,1.00,0.50,1.00,8.2,0,0.24,+0.5,+0.5,89,98,90.8,1468,475,39,41,95.1,45,46,97.8,5,9,55.6,0.0,0.0,0,5,0,0,94,3,3,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,1,0,1,2,3,3,0,108,7,43,62,3,2,108,0,0,,0,,78,227,86,0,0,1,0,81,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,1.4,1.3,+0.1,+0.09,,0,0,0,0,0,0,0,7,1,0,100.0,1
Ben Doak,FW,Liverpool,17,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,4,4,100.0,45,8,4,4,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,0,2,4,0,6,0,0,,0,,4,7,2,0,0,2,0,4,14,15.6,,0,1,14,0,1.00,0,0,0,0.00,0.00,0.0,0.0,0.0,+0.24,+0.38,0,0,0,0,0,0,0,1,0,0,,1
Lewis Dobbin,MF,Everton,20,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,3,66.7,20,0,2,2,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,2,22.50,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,5,0,1,1,3,1,5,0,0,,0,,4,47,19,0,1,0,0,4,8,8.9,,0,1,8,0,0.00,0,0,0,0.00,+1.10,0.3,0.2,+0.1,+1.54,+0.35,0,0,1,0,0,0,0,1,0,0,,1
Gabriel Dos Santos,DF,Arsenal,25,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,3,66.7,33,6,1,1,100.0,1,1,100.0,0,1,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,4,0,3,1,0,0,4,0,0,,0,,2,2,2,0,0,0,0,2,5,5.6,,0,1,5,0,3.00,0,0,0,0.00,-1.06,0.2,0.0,+0.2,+3.40,+3.97,0,1,0,0,0,0,0,1,0,0,,1
Abdoulaye Doucoure,FW,Everton,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.6,0.6,0.8,1.4,3,3,3,0.00,0.00,0.00,0.00,0.00,0.56,0.81,1.38,0.56,1.38,Matches,2023,2,1,50.0,2.00,1.00,0.00,0.00,13.1,0,0.28,-0.6,-0.6,22,27,81.5,316,70,10,13,76.9,10,10,100.0,0,0,,0.1,-0.8,3,2,1,0,27,0,0,0,0,1,0,0,0,0,0,0,1,3,3.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,36,0,4,13,19,4,36,2,0,0.0,2,100.0,20,141,82,2,0,1,0,25,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,2.7,1.5,+1.2,+1.22,,0,0,0,0,0,0,0,3,1,2,33.3,1
Cheick Doucoure,MF,Crystal Palace,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Matches,2023,1,1,100.0,1.00,1.00,0.00,0.00,32.4,0,0.01,0.0,0.0,38,46,82.6,638,210,15,17,88.2,21,26,80.8,2,3,66.7,0.0,-0.1,3,3,1,0,45,1,1,0,0,0,0,0,0,0,0,0,0,4,4.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,0,2,2,2,100.0,0,1,0,1,0,2,0,0,57,1,9,37,12,1,57,0,0,,0,,39,173,50,1,0,6,1,44,90,100.0,90,1,0,,0,3.00,1,0,+1,+1.00,,1.9,0.5,+1.4,+1.37,,0,2,0,0,0,0,0,7,1,1,50.0,1
Alfie Doughty,DF,Luton Town,23,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,6,7,85.7,154,94,2,2,100.0,2,2,100.0,2,3,66.7,0.0,0.0,0,1,1,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,9,2,5,3,1,0,9,0,0,,0,,2,9,6,0,0,0,0,3,27,30.0,,0,1,27,0,0.00,1,3,-2,-6.67,-5.24,1.0,2.5,-1.5,-4.85,-3.31,0,1,0,0,0,0,0,2,1,0,100.0,1
Lewis Dunk,DF,Brighton,31,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,11,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,2023,2,0,0.0,2.00,0.00,0.00,,10.3,0,0.06,-0.1,-0.1,110,119,92.4,2116,749,30,31,96.8,71,72,98.6,8,13,61.5,0.6,0.0,0,10,0,0,116,2,2,0,0,0,0,0,0,0,0,1,0,3,3.00,2,0,0,1,0,0,1,1.00,1,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,124,6,37,80,8,4,124,0,0,,0,,105,604,377,3,0,2,0,106,90,100.0,90,1,0,,0,3.00,4,1,+3,+3.00,,4.0,1.5,+2.5,+2.54,,0,1,0,0,0,1,0,6,0,1,0.0,1
Ederson,GK,Manchester City,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,62,75,82.7,1653,1190,19,19,100.0,27,28,96.4,16,28,57.1,0.0,0.0,0,7,1,0,67,8,1,0,1,0,0,0,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,75,47,74,1,0,0,75,0,0,,0,,49,196,131,0,0,0,0,48,90,100.0,90,1,0,,0,3.00,3,0,+3,+3.00,,1.9,0.3,+1.6,+1.62,,0,0,1,0,0,0,0,3,0,0,,1
Odsonne Edouard,FW,Crystal Palace,25,1,1,90,1.0,1,0,1,1,0,0,0,0,1.0,1.0,0.2,1.2,1,2,4,1.00,0.00,1.00,1.00,1.00,1.01,0.23,1.23,1.01,1.23,Matches,2023,7,3,42.9,7.00,3.00,0.14,0.33,10.9,0,0.14,0.0,0.0,10,13,76.9,99,21,8,9,88.9,1,2,50.0,0,0,,0.1,-0.2,2,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,1,5,5.00,3,0,1,0,0,1,0,0.00,0,0,0,0,0,0,3,1,1,0,2,0,0,,0,1,0,1,0,3,0,0,35,0,3,13,19,9,35,3,2,66.7,1,33.3,22,85,44,0,1,7,1,25,90,100.0,90,1,0,,0,3.00,1,0,+1,+1.00,,1.9,0.5,+1.4,+1.37,,0,1,3,1,0,0,0,2,3,4,42.9,1
John Egan,DF,Sheffield Utd,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,2023,1,0,0.0,1.00,0.00,0.00,,9.8,0,0.04,0.0,0.0,8,23,34.8,191,123,2,6,33.3,2,5,40.0,4,11,36.4,0.0,0.0,0,0,1,0,20,2,2,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,3,33.3,2,1,1,0,2,3,11,0,38,9,23,11,4,3,38,0,0,,0,,10,17,2,0,0,0,1,11,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,0.5,1.9,-1.4,-1.37,,0,1,0,0,0,0,0,5,4,3,57.1,1
Anthony Elanga,FW,Nott'ham Forest,21,1,0,11,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,1,1,0.00,8.18,8.18,0.00,8.18,0.00,5.31,5.31,0.00,5.31,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,3,66.7,34,23,1,2,50.0,1,1,100.0,0,0,,0.6,+0.4,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,24.55,2,0,0,0,1,0,1,8.18,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,1,3,1,4,0,0,,0,,4,87,68,1,1,0,0,4,11,12.2,,0,1,11,0,0.00,1,0,+1,+8.18,+10.46,0.7,0.4,+0.3,+2.19,+2.09,0,0,1,0,0,0,0,1,0,1,0.0,1
Harvey Elliott,MF,Liverpool,20,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,8,10,80.0,93,22,5,6,83.3,2,2,100.0,0,0,,0.0,0.0,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,13,1,2,5,8,2,13,1,1,100.0,0,0.0,7,17,10,0,0,1,0,6,14,15.6,,0,1,14,0,1.00,0,0,0,0.00,0.00,0.0,0.0,0.0,+0.24,+0.38,0,0,0,0,0,0,0,2,0,0,,1
