player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Emerson Palmieri,DF,West Ham,29,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,26,38,68.4,419,271,15,18,83.3,7,12,58.3,3,4,75.0,0.2,-0.1,2,1,2,1,33,5,0,0,0,2,5,0,0,0,0,0,2,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,3,1,0,1,2,50.0,1,1,1,0,1,5,1,0,50,5,21,18,11,2,50,0,0,,0,,17,44,33,0,0,2,0,21,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,1.1,1.3,-0.3,-0.26,,0,2,0,0,0,0,0,3,3,0,100.0,1
Lucas Paqueta,MF,West Ham,25,1,1,89,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,6,1,0.00,0.00,0.00,0.00,0.00,0.18,0.15,0.33,0.18,0.33,Matches,2023,3,0,0.0,3.03,0.00,0.00,,12.1,0,0.06,-0.2,-0.2,31,40,77.5,491,183,15,16,93.8,12,13,92.3,3,8,37.5,0.2,-0.1,2,2,1,0,39,1,0,2,1,0,1,0,0,0,0,0,1,2,2.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8,7,5,3,0,3,3,100.0,0,0,0,0,0,8,1,0,57,2,19,30,8,3,57,2,0,0.0,2,100.0,27,148,49,1,0,2,1,31,89,98.9,89,0,0,,0,1.00,1,1,0,0.00,0.00,1.1,1.3,-0.3,-0.26,-0.26,0,4,3,0,0,0,0,14,2,0,100.0,1
Thomas Partey,"DF,MF",Arsenal,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,100,107,93.5,1556,429,55,58,94.8,38,40,95.0,4,6,66.7,0.1,-0.1,2,16,2,0,97,10,5,0,0,0,5,0,0,0,0,0,0,6,6.00,6,0,0,0,0,0,2,2.00,2,0,0,0,0,0,2,1,1,1,0,1,3,33.3,2,1,1,0,2,4,0,0,113,2,17,74,23,1,113,1,1,100.0,0,0.0,80,377,242,6,0,0,1,83,90,100.0,90,1,0,,0,3.00,2,1,+1,+1.00,,0.8,1.2,-0.4,-0.35,,0,0,0,0,0,0,0,9,0,2,0.0,1
Nathan Patterson,DF,Everton,21,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,2,3,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,Matches,2023,3,0,0.0,3.00,0.00,0.00,,19.4,0,0.10,-0.3,-0.3,32,56,57.1,455,199,17,21,81.0,12,21,57.1,1,9,11.1,0.0,0.0,0,1,0,0,41,14,0,0,0,2,14,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,2,0,0,2,3,66.7,1,2,0,2,1,3,3,0,70,3,19,26,25,2,70,1,0,0.0,1,100.0,24,135,71,1,0,0,0,32,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,2.7,1.5,+1.2,+1.22,,0,1,0,0,0,0,0,2,1,2,33.3,1
Facundo Pellistri,MF,Manchester Utd,21,1,0,14,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,1,0.00,0.00,0.00,0.00,0.00,2.86,0.00,2.86,2.86,2.86,Matches,2023,1,0,0.0,6.43,0.00,0.00,,3.6,0,0.44,-0.4,-0.4,2,3,66.7,20,6,2,2,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,2,0,7,1,3,2,3,1,7,1,0,0.0,1,100.0,3,38,5,0,0,0,0,5,14,15.6,,0,1,14,0,3.00,0,0,0,0.00,-1.18,0.5,0.7,-0.2,-1.36,-1.59,0,0,1,0,0,0,0,1,1,0,100.0,1
Andreas Pereira,MF,Fulham,27,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,6,11,54.5,79,30,4,6,66.7,0,2,0.0,1,1,100.0,0.0,0.0,0,1,0,0,10,1,0,0,0,1,0,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,16,2,2,7,7,1,16,1,0,0.0,1,100.0,9,36,6,0,0,1,0,11,33,36.7,,0,1,33,0,3.00,1,0,+1,+2.73,+2.73,1.2,0.6,+0.7,+1.79,+4.75,0,1,0,0,0,0,0,1,1,0,100.0,1
Ivan Perisic,FW,Tottenham,34,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.49,0.00,0.49,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,11,16,68.8,172,97,5,7,71.4,5,8,62.5,1,1,100.0,0.1,-0.1,1,0,2,1,14,2,0,0,0,3,2,0,0,0,0,0,0,2,11.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17,1,2,3,12,0,17,3,3,100.0,0,0.0,13,72,44,2,0,0,0,14,16,17.8,,0,1,16,0,1.00,0,0,0,0.00,0.00,0.2,0.4,-0.2,-1.09,-0.18,0,0,0,0,0,0,0,1,0,0,,1
Jaden Philogene Bidace,FW,Aston Villa,21,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,3,4,75.0,27,5,3,3,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,1,1,2,1,4,0,0,,0,,2,39,39,1,1,0,0,3,4,4.4,,0,1,4,0,0.00,0,1,-1,-22.50,-19.36,0.3,0.6,-0.3,-5.72,-4.33,0,0,0,0,0,0,0,1,0,0,,1
Jordan Pickford,GK,Everton,29,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,22,34,64.7,734,516,4,4,100.0,8,8,100.0,10,22,45.5,0.0,0.0,1,2,0,0,21,13,4,0,1,0,0,0,0,0,0,0,0,1,1.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36,20,30,6,0,0,36,0,0,,0,,18,155,120,0,0,0,0,18,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,2.7,1.5,+1.2,+1.22,,0,0,0,0,0,0,0,0,0,0,,1
Ethan Pinnock,DF,Brentford,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,14,19,73.7,263,76,2,4,50.0,12,12,100.0,0,3,0.0,0.0,0.0,0,0,0,0,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,1,2,0,1,2,50.0,1,0,0,0,2,5,10,0,33,13,21,10,3,0,33,0,0,,0,,9,66,15,0,0,0,0,12,90,100.0,90,1,0,,0,1.00,2,2,0,0.00,,2.2,1.3,+0.9,+0.94,,0,0,0,0,0,0,0,2,3,0,100.0,1
Nick Pope,GK,Newcastle Utd,31,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,17,23,73.9,401,206,2,2,100.0,12,12,100.0,3,9,33.3,0.0,0.0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27,24,27,0,0,0,27,0,0,,0,,14,49,29,0,0,0,0,9,90,100.0,90,1,0,,0,3.00,5,1,+4,+4.00,,3.3,1.8,+1.6,+1.58,,0,0,0,0,0,0,0,0,0,0,,1
Aaron Ramsdale,GK,Arsenal,25,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,23,29,79.3,527,374,8,8,100.0,10,10,100.0,5,10,50.0,0.0,0.0,0,0,0,0,21,8,2,0,0,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,30,23,30,0,0,0,30,0,0,,0,,20,128,77,0,0,0,0,17,90,100.0,90,1,0,,0,3.00,2,1,+1,+1.00,,0.8,1.2,-0.4,-0.35,,0,0,0,0,0,0,0,1,0,0,,1
Marcus Rashford,FW,Manchester Utd,25,1,1,87,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.5,2,2,6,0.00,0.00,0.00,0.00,0.00,0.45,0.04,0.49,0.45,0.49,Matches,2023,4,1,25.0,4.14,1.03,0.00,0.00,13.7,0,0.11,-0.4,-0.4,13,15,86.7,173,37,6,7,85.7,6,6,100.0,0,1,0.0,0.0,0.0,1,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1.03,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,31,0,2,12,19,8,31,8,4,50.0,4,50.0,24,158,80,1,2,5,1,24,87,96.7,87,0,0,,0,3.00,1,0,+1,+1.03,+1.03,2.2,1.8,+0.4,+0.44,+13.81,0,1,0,1,0,0,0,2,1,3,25.0,1
Tim Ream,DF,Fulham,35,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,62,70,88.6,1192,462,20,21,95.2,38,42,90.5,4,6,66.7,0.0,0.0,0,6,0,0,68,1,0,0,2,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,76,11,39,37,0,0,76,0,0,,0,,59,328,224,0,0,0,0,55,90,100.0,90,1,0,,0,3.00,1,0,+1,+1.00,,1.5,2.7,-1.2,-1.22,,0,0,0,0,0,0,0,6,3,2,60.0,1
Nathan Redmond,MF,Burnley,29,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,2,50.0,31,0,0,0,,0,0,,1,2,50.0,0.0,0.0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,,0,,2,10,2,0,0,0,0,2,1,1.1,,0,1,1,0,0.00,0,0,0,0.00,+3.03,0.0,0.0,0.0,-3.22,-1.62,0,0,0,0,0,0,0,0,0,0,,1
Harrison Reed,MF,Fulham,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,31,39,79.5,430,93,18,22,81.8,8,9,88.9,3,5,60.0,0.1,-0.1,1,2,1,0,35,4,3,0,0,2,0,1,0,1,0,0,1,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,1,0,44,2,13,19,12,1,44,0,0,,0,,32,138,24,1,0,1,0,31,90,100.0,90,1,0,,0,3.00,1,0,+1,+1.00,,1.5,2.7,-1.2,-1.22,,0,0,3,0,0,0,0,5,0,1,0.0,1
Bobby Reid,FW,Fulham,30,1,0,45,0.5,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.1,4,2,6,2.00,0.00,2.00,2.00,2.00,2.27,0.00,2.27,2.27,2.27,Matches,2023,3,1,33.3,6.00,2.00,0.33,1.00,7.1,0,0.38,-0.1,-0.1,11,18,61.1,134,32,6,7,85.7,4,5,80.0,0,2,0.0,0.0,0.0,0,1,0,0,17,1,0,0,0,0,0,1,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,2,1,1,0,1,2,0,29,1,9,10,11,4,29,0,0,,0,,17,117,83,2,1,1,0,19,45,50.0,,0,1,45,0,3.00,1,0,+1,+2.00,+2.00,1.5,0.6,+0.9,+1.72,+5.89,0,1,0,0,0,0,0,2,0,2,0.0,1
Declan Rice,MF,Arsenal,24,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,3,4,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25,Matches,2023,3,3,100.0,3.00,3.00,0.00,0.00,24.3,0,0.08,-0.2,-0.2,84,91,92.3,1328,279,47,48,97.9,33,35,94.3,4,6,66.7,0.0,0.0,0,7,0,0,90,1,1,0,1,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,4,1,3,0,3,4,75.0,1,0,0,0,1,5,0,0,103,2,24,65,15,1,103,2,0,0.0,1,50.0,86,444,178,1,0,3,0,87,90,100.0,90,1,0,,0,3.00,2,1,+1,+1.00,,0.8,1.2,-0.4,-0.35,,0,2,1,0,0,0,0,5,1,4,20.0,1
Richarlison,FW,Tottenham,26,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,3,0.00,0.00,0.00,0.00,0.00,0.17,0.01,0.19,0.17,0.19,Matches,2023,2,1,50.0,2.00,1.00,0.00,0.00,13.1,0,0.09,-0.2,-0.2,13,18,72.2,152,12,9,10,90.0,3,3,100.0,0,0,,0.0,0.0,1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,2,1,1.00,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30,1,2,6,23,7,30,5,3,60.0,2,40.0,21,96,21,0,1,3,3,21,90,100.0,90,1,0,,0,1.00,2,2,0,0.00,,1.3,2.2,-0.9,-0.94,,0,0,0,0,0,0,0,1,0,5,0.0,1
Connor Roberts,DF,Burnley,27,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,39,46,84.8,728,215,14,15,93.3,20,22,90.9,5,8,62.5,0.0,0.0,0,3,0,0,38,8,0,0,0,0,8,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,1,0,51,1,13,30,8,0,51,0,0,,0,,17,73,43,1,0,1,0,33,90,100.0,90,1,0,,0,0.00,0,3,-3,-3.00,,0.3,1.9,-1.6,-1.62,,0,1,0,0,0,0,0,3,1,0,100.0,1
Andrew Robertson,DF,Liverpool,29,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,41,60,68.3,668,324,22,24,91.7,16,23,69.6,2,7,28.6,0.0,0.0,1,6,0,0,50,8,1,0,0,4,6,1,1,0,0,2,3,2,2.00,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,0,1,2,2,100.0,0,2,1,1,2,4,9,0,74,10,37,19,18,1,74,0,0,,0,,35,106,77,0,0,0,0,33,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,1.3,1.4,-0.1,-0.09,,0,1,0,0,0,0,0,11,0,1,0.0,1
Antonee Robinson,DF,Fulham,26,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,52,67,77.6,931,453,25,27,92.6,18,24,75.0,8,11,72.7,0.0,0.0,0,3,0,0,55,12,1,0,0,3,11,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,0,2,0,1,2,4,50.0,2,1,0,1,0,3,5,0,78,6,29,29,20,3,78,1,0,0.0,1,100.0,46,132,61,1,0,1,0,47,90,100.0,90,1,0,,0,3.00,1,0,+1,+1.00,,1.5,2.7,-1.2,-1.22,,0,0,2,0,0,0,0,6,3,1,75.0,1
Jack Robinson,DF,Sheffield Utd,29,1,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,11,21,52.4,168,85,7,8,87.5,3,6,50.0,1,4,25.0,0.0,0.0,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,2,1,1,1,4,0,33,8,23,7,3,1,33,0,0,,0,,9,23,1,0,0,3,0,8,79,87.8,79,0,0,,0,0.00,0,1,-1,-1.14,-1.14,0.5,1.7,-1.2,-1.35,+0.14,0,0,0,0,0,0,0,5,0,2,0.0,1
Rodri,MF,Manchester City,27,1,1,90,1.0,1,1,2,1,0,0,0,0,0.5,0.5,0.2,0.7,1,4,1,1.00,1.00,2.00,1.00,2.00,0.50,0.17,0.67,0.50,0.67,Matches,2023,4,3,75.0,4.00,3.00,0.25,0.33,17.6,0,0.12,+0.5,+0.5,107,110,97.3,1679,463,55,55,100.0,41,42,97.6,7,8,87.5,0.2,+0.8,1,14,0,0,110,0,0,1,0,0,0,0,0,0,0,0,1,5,5.00,4,0,0,1,0,0,1,1.00,1,0,0,0,0,0,5,3,2,2,1,2,2,100.0,0,0,0,0,0,5,0,1,122,3,27,84,11,4,122,0,0,,0,,84,327,173,1,1,1,1,97,90,100.0,90,1,0,,0,3.00,3,0,+3,+3.00,,1.9,0.3,+1.6,+1.62,,0,2,0,1,0,0,0,8,1,0,100.0,1
Mads Roerslev,DF,Brentford,24,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,2023,1,0,0.0,4.74,0.00,0.00,,22.4,0,0.03,0.0,0.0,7,11,63.6,120,45,4,5,80.0,3,6,50.0,0,0,,0.0,0.0,0,0,0,0,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,5,20.0,4,0,0,0,0,1,0,0,13,0,5,4,4,0,13,0,0,,0,,6,12,6,1,0,0,0,8,19,21.1,,0,1,19,0,1.00,0,0,0,0.00,0.00,0.4,0.2,+0.2,+0.92,-0.02,0,0,0,0,0,0,0,0,0,0,,1
Cristian Romero,DF,Tottenham,25,1,1,13,0.1,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,0,1,0,6.92,0.00,6.92,6.92,6.92,4.02,0.00,4.02,4.02,4.02,Matches,2023,1,1,100.0,6.92,6.92,1.00,1.00,4.9,0,0.58,+0.4,+0.4,8,8,100.0,143,48,4,4,100.0,4,4,100.0,0,0,,0.0,0.0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,10,1,4,5,1,1,10,0,0,,0,,7,19,6,0,0,0,0,7,13,14.4,13,0,0,,0,1.00,1,0,+1,+6.92,+8.09,0.6,0.0,+0.6,+4.20,+6.00,0,0,0,0,0,0,0,1,0,1,0.0,1
Joe Rothwell,MF,Bournemouth,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,2023,1,0,0.0,1.00,0.00,0.00,,24.5,0,0.03,0.0,0.0,61,75,81.3,1096,275,22,22,100.0,37,38,97.4,2,13,15.4,0.0,0.0,1,7,0,0,64,11,7,0,0,6,0,4,2,0,1,0,2,5,5.00,2,1,1,0,1,0,0,0.00,0,0,0,0,0,0,3,1,3,0,0,1,2,50.0,1,3,1,2,0,3,0,0,87,2,20,49,19,0,87,5,2,40.0,2,40.0,51,280,131,1,0,0,1,56,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,1.3,1.1,+0.3,+0.26,,0,0,1,0,0,0,0,11,0,0,,1
Pelly Ruddock Mpanzu,MF,Luton Town,30,1,1,87,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,1,2,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,Matches,2023,2,0,0.0,2.07,0.00,0.00,,10.2,0,0.14,-0.3,-0.3,9,14,64.3,148,43,5,5,100.0,4,5,80.0,0,3,0.0,0.0,0.0,0,0,0,0,13,1,1,0,0,2,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,1,1,0,1,2,0,1,22,2,8,8,6,2,22,0,0,,0,,15,95,32,1,1,2,0,13,87,96.7,87,0,0,,0,0.00,1,3,-2,-2.07,+27.93,1.2,2.8,-1.6,-1.66,+26.47,0,3,1,0,0,0,0,3,2,0,100.0,1
Jose Sa,GK,Wolves,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,28,34,82.4,669,409,8,8,100.0,12,12,100.0,8,14,57.1,0.0,0.0,0,0,0,0,23,11,2,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,34,35,0,0,0,35,0,0,,0,,21,133,86,0,0,0,0,16,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,2.2,2.2,0.0,+0.02,,0,0,0,0,0,0,0,1,1,0,100.0,1
Bukayo Saka,FW,Arsenal,21,1,1,90,1.0,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,11,3,20,1.00,0.00,1.00,1.00,1.00,0.19,0.13,0.32,0.19,0.32,Matches,2023,3,2,66.7,3.00,2.00,0.33,0.50,16.3,0,0.06,+0.8,+0.8,49,67,73.1,787,133,24,28,85.7,21,28,75.0,3,5,60.0,0.2,-0.1,3,2,2,1,62,5,0,1,0,9,1,4,4,0,0,0,2,4,4.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,4,2,1,2,3,5,60.0,2,1,0,1,0,5,0,0,81,1,4,20,57,7,81,2,0,0.0,1,50.0,62,415,197,3,2,1,1,67,90,100.0,90,1,0,,0,3.00,2,1,+1,+1.00,,0.8,1.2,-0.4,-0.35,,0,2,1,0,0,0,0,0,0,1,0.0,1
Mohamed Salah,FW,Liverpool,31,1,1,76,0.8,0,1,1,0,0,0,0,0,0.3,0.3,0.5,0.8,2,3,4,0.00,1.18,1.18,0.00,1.18,0.33,0.61,0.94,0.33,0.94,Matches,2023,3,0,0.0,3.55,0.00,0.00,,18.4,0,0.09,-0.3,-0.3,18,23,78.3,289,74,9,11,81.8,6,7,85.7,2,2,100.0,0.3,+0.5,1,1,3,1,22,1,0,1,0,1,0,0,0,0,0,0,2,3,3.55,3,0,0,0,0,0,1,1.18,1,0,0,0,0,0,1,0,0,0,1,0,0,,0,1,0,1,0,1,0,0,29,0,1,13,16,3,29,0,0,,0,,21,92,43,2,1,1,2,25,76,84.4,76,0,0,,0,1.00,1,1,0,0.00,0.00,1.2,1.4,-0.1,-0.14,-0.38,0,0,0,1,0,0,0,1,0,1,0.0,1
