player,shirtnumber,nation,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,started,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,home,team,opponent,gameweek,season,position_1,position_2,position_3,position_4
Tom Cairney,10,sct SCO,32,20,0,0,0,0,1,0,0,0,16.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,13.0,92.3,3.0,11.0,0.0,1.0,0.0,0.0,189.0,23.0,2.0,2.0,100.0,9.0,10.0,90.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,11.0,1.0,16.0,0.0,1.0,100.0,56.0,9.0,1.0,1.0,0.0,0.0,12.0,1.0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,True,FUL,SHU,8.0,2023-2024,LM,,,
Joao Palhinha,26,pt POR,28,90,0,0,0,0,1,0,1,0,65.0,8.0,3,5.0,0.0,0.0,0.0,0.0,0.0,30.0,44.0,68.2,2.0,28.0,0.0,0.0,0.0,1.0,555.0,104.0,14.0,17.0,82.4,12.0,15.0,80.0,4.0,9.0,44.4,0.0,0.0,0.0,0.0,0.0,40.0,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,5.0,2.0,1.0,5.0,6.0,83.3,1.0,1.0,4.0,11.0,1.0,0.0,4.0,19.0,33.0,13.0,1.0,65.0,,0.0,,59.0,13.0,0.0,0.0,1.0,0.0,30.0,0.0,0,1,1,0,0.0,0.0,0,8.0,2.0,3.0,40.0,True,FUL,SHU,8.0,2023-2024,CM,,,
Alex Iwobi,22,ng NGA,27,78,0,0,0,0,1,0,0,0,47.0,1.0,0,0.0,0.1,0.1,0.1,4.0,0.0,35.0,42.0,83.3,6.0,31.0,1.0,0.0,0.0,1.0,561.0,197.0,15.0,17.0,88.2,16.0,17.0,94.1,2.0,6.0,33.3,0.0,2.0,6.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,26.0,15.0,1.0,47.0,,0.0,,160.0,44.0,3.0,0.0,2.0,0.0,35.0,3.0,0,0,1,0,0.0,0.0,0,7.0,1.0,0.0,100.0,True,FUL,SHU,8.0,2023-2024,RM,,,
Harrison Reed,6,eng ENG,28,12,0,0,0,0,0,0,0,0,15.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,14.0,78.6,3.0,7.0,0.0,0.0,0.0,0.0,197.0,85.0,3.0,4.0,75.0,8.0,9.0,88.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,8.0,0.0,15.0,,0.0,,26.0,14.0,1.0,0.0,0.0,0.0,8.0,0.0,0,0,0,0,0.0,0.0,0,0.0,1.0,1.0,50.0,True,FUL,SHU,8.0,2023-2024,RM,,,
Antonee Robinson,33,us USA,26,90,0,0,0,0,1,0,0,0,105.0,1.0,2,2.0,0.0,0.0,0.2,2.0,0.0,65.0,87.0,74.7,7.0,60.0,6.0,5.0,3.0,1.0,1179.0,439.0,27.0,34.0,79.4,27.0,34.0,79.4,9.0,16.0,56.3,0.2,1.0,6.0,1.0,1.0,74.0,13.0,0.0,0.0,1.0,6,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,8.0,32.0,41.0,32.0,2.0,105.0,60.0,1.0,20.0,470.0,243.0,5.0,0.0,2.0,0.0,60.0,6.0,0,2,1,0,0.0,0.0,1,5.0,4.0,1.0,80.0,True,FUL,SHU,8.0,2023-2024,LB,,,
Tim Ream,13,us USA,36,90,0,0,0,0,0,0,0,0,69.0,6.0,1,2.0,0.0,0.0,0.0,1.0,0.0,46.0,57.0,80.7,0.0,37.0,0.0,0.0,0.0,1.0,986.0,310.0,12.0,13.0,92.3,25.0,30.0,83.3,8.0,11.0,72.7,0.0,0.0,2.0,0.0,0.0,50.0,7.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,3.0,2.0,1.0,2.0,2.0,100.0,0.0,0.0,2.0,7.0,2.0,0.0,10.0,34.0,31.0,5.0,0.0,69.0,,0.0,,133.0,59.0,1.0,0.0,0.0,2.0,34.0,1.0,0,0,1,0,0.0,0.0,0,7.0,3.0,2.0,60.0,True,FUL,SHU,8.0,2023-2024,CB,,,
Issa Diop,31,fr FRA,26,70,0,0,0,0,1,1,0,0,56.0,3.0,2,1.0,0.0,0.0,0.0,0.0,0.0,35.0,44.0,79.5,2.0,37.0,1.0,0.0,0.0,1.0,708.0,226.0,8.0,10.0,80.0,24.0,25.0,96.0,3.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,3.0,0.0,0.0,3.0,4.0,75.0,1.0,0.0,1.0,5.0,2.0,0.0,3.0,30.0,25.0,2.0,1.0,56.0,,0.0,,202.0,65.0,1.0,0.0,0.0,1.0,32.0,0.0,0,2,0,0,0.0,0.0,0,6.0,2.0,1.0,66.7,True,FUL,SHU,8.0,2023-2024,CB,,,
Calvin Bassey,3,ng NGA,23,20,0,0,0,0,0,0,0,0,21.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,85.7,1.0,13.0,1.0,1.0,1.0,0.0,352.0,109.0,6.0,8.0,75.0,11.0,12.0,91.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,10.0,3.0,1.0,21.0,100.0,0.0,0.0,53.0,21.0,0.0,1.0,0.0,0.0,12.0,1.0,0,0,0,0,0.0,0.0,0,4.0,0.0,1.0,0.0,True,FUL,SHU,8.0,2023-2024,CB,,,
Timothy Castagne,21,be BEL,27,90,0,0,0,0,0,0,0,0,85.0,0.0,2,0.0,0.0,0.0,0.2,2.0,0.0,59.0,79.0,74.7,6.0,52.0,9.0,1.0,1.0,1.0,1059.0,481.0,27.0,30.0,90.0,25.0,33.0,75.8,6.0,9.0,66.7,0.3,1.0,6.0,1.0,1.0,63.0,15.0,1.0,0.0,0.0,5,14.0,0.0,0.0,0.0,0.0,1.0,5.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,3.0,24.0,41.0,21.0,2.0,85.0,100.0,0.0,0.0,365.0,261.0,4.0,0.0,0.0,0.0,53.0,5.0,0,1,0,0,0.0,0.0,0,3.0,2.0,0.0,100.0,True,FUL,SHU,8.0,2023-2024,RB,,,
Bernd Leno,17,de GER,31,90,0,0,0,0,0,0,0,0,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,90.0,0.0,26.0,0.0,0.0,0.0,1.0,756.0,415.0,3.0,3.0,100.0,14.0,14.0,100.0,10.0,13.0,76.9,0.0,0.0,0.0,0.0,0.0,28.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,0.0,0.0,0.0,30.0,,0.0,,162.0,115.0,0.0,0.0,0.0,0.0,19.0,0.0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,True,FUL,SHU,8.0,2023-2024,GK,,,
Cameron Archer,10,eng ENG,22,78,0,0,0,0,0,0,0,0,27.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,13.0,76.9,2.0,16.0,1.0,7.0,2.0,1.0,170.0,33.0,6.0,7.0,85.7,3.0,4.0,75.0,1.0,1.0,100.0,0.0,1.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,1.0,2.0,0.0,0.0,6.0,8.0,14.0,4.0,27.0,28.6,4.0,57.1,57.0,20.0,1.0,1.0,3.0,4.0,18.0,5.0,0,0,2,0,0.0,0.0,0,4.0,2.0,1.0,66.7,False,SHU,FUL,8.0,2023-2024,FW,,,
Rhian Brewster,7,eng ENG,23,12,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,,0.0,,4.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,,False,SHU,FUL,8.0,2023-2024,FW,,,
Oliver McBurnie,9,sct SCO,27,90,0,0,0,0,2,2,1,0,36.0,2.0,1,1.0,0.1,0.1,0.0,0.0,0.0,11.0,24.0,45.8,1.0,8.0,0.0,2.0,1.0,1.0,163.0,17.0,8.0,16.0,50.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,5.0,14.0,17.0,3.0,36.0,50.0,1.0,50.0,34.0,12.0,0.0,0.0,4.0,2.0,26.0,6.0,0,2,1,0,0.0,0.0,0,4.0,5.0,9.0,35.7,False,SHU,FUL,8.0,2023-2024,FW,,,
Gustavo Hamer,8,nl NED,26,65,0,0,0,0,1,0,0,0,31.0,2.0,0,3.0,0.0,0.0,0.0,1.0,0.0,14.0,22.0,63.6,4.0,7.0,0.0,3.0,1.0,1.0,242.0,103.0,4.0,4.0,100.0,8.0,10.0,80.0,1.0,5.0,20.0,0.0,0.0,3.0,0.0,0.0,17.0,5.0,2.0,0.0,0.0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,7.0,14.0,10.0,1.0,31.0,33.3,2.0,66.7,14.0,2.0,0.0,0.0,1.0,0.0,12.0,3.0,0,2,0,0,0.0,0.0,0,5.0,0.0,2.0,0.0,False,SHU,FUL,8.0,2023-2024,CM,,,
James Mcatee,28,eng ENG,20,25,0,0,0,0,0,0,0,0,10.0,1.0,1,0.0,0.0,0.0,0.0,2.0,0.0,4.0,6.0,66.7,0.0,6.0,2.0,2.0,0.0,0.0,73.0,2.0,2.0,3.0,66.7,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,10.0,0.0,1.0,50.0,46.0,24.0,2.0,0.0,0.0,0.0,5.0,0.0,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,,False,SHU,FUL,8.0,2023-2024,CM,,,
Oliver Norwood,16,nir NIR,32,90,0,0,0,0,1,0,1,0,77.0,3.0,1,0.0,0.0,0.0,0.1,4.0,0.0,57.0,71.0,80.3,5.0,26.0,0.0,0.0,0.0,1.0,1251.0,522.0,19.0,23.0,82.6,24.0,27.0,88.9,13.0,19.0,68.4,0.1,2.0,4.0,0.0,0.0,65.0,6.0,3.0,0.0,1.0,4,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3,3.0,0.0,0.0,2.0,5.0,40.0,3.0,0.0,0.0,4.0,1.0,0.0,4.0,21.0,46.0,11.0,0.0,77.0,,0.0,,91.0,48.0,1.0,0.0,0.0,1.0,44.0,0.0,0,1,0,0,0.0,0.0,0,8.0,4.0,1.0,80.0,False,SHU,FUL,8.0,2023-2024,CM,,,
Vinicius de Souza Costa,21,br BRA,24,90,0,0,0,0,0,0,0,0,42.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,27.0,32.0,84.4,3.0,13.0,0.0,2.0,2.0,1.0,394.0,137.0,14.0,15.0,93.3,10.0,10.0,100.0,1.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0.0,0.0,1.0,1.0,3.0,33.3,2.0,0.0,1.0,2.0,4.0,0.0,5.0,8.0,24.0,10.0,0.0,42.0,100.0,0.0,0.0,88.0,45.0,0.0,0.0,2.0,1.0,25.0,1.0,0,0,0,0,0.0,0.0,0,3.0,1.0,1.0,50.0,False,SHU,FUL,8.0,2023-2024,CM,,,
Luke Thomas,14,eng ENG,22,65,0,0,0,0,0,0,0,0,30.0,2.0,0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,75.0,4.0,16.0,0.0,1.0,0.0,1.0,277.0,117.0,5.0,6.0,83.3,7.0,7.0,100.0,2.0,5.0,40.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,7.0,16.0,8.0,0.0,30.0,0.0,1.0,100.0,39.0,14.0,1.0,0.0,1.0,1.0,17.0,3.0,0,0,1,0,0.0,0.0,0,4.0,0.0,1.0,0.0,False,SHU,FUL,8.0,2023-2024,WB,,,
Yasser Larouci,27,dz ALG,22,25,0,0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,0.0,8.0,1.0,0.0,0.0,0.0,144.0,38.0,4.0,4.0,100.0,3.0,3.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,4.0,1.0,1.0,11.0,,0.0,,82.0,66.0,0.0,1.0,0.0,1.0,5.0,0.0,0,1,0,0,0.0,0.0,0,5.0,0.0,0.0,,False,SHU,FUL,8.0,2023-2024,WB,,,
Jayden Bogle,20,eng ENG,23,90,0,0,0,0,1,0,0,0,46.0,0.0,3,1.0,0.4,0.4,0.0,0.0,0.0,17.0,34.0,50.0,1.0,14.0,0.0,3.0,1.0,1.0,243.0,79.0,10.0,14.0,71.4,6.0,12.0,50.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,5.0,0.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,16.0,14.0,16.0,3.0,46.0,33.3,2.0,66.7,102.0,39.0,0.0,0.0,1.0,2.0,23.0,1.0,0,2,0,0,0.0,0.0,0,4.0,1.0,3.0,25.0,False,SHU,FUL,8.0,2023-2024,WB,,,
Auston Trusty,5,us USA,25,90,0,0,0,0,0,0,0,0,55.0,4.0,0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,51.9,1.0,10.0,0.0,0.0,0.0,1.0,252.0,144.0,7.0,9.0,77.8,6.0,14.0,42.9,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,4.0,14.0,1.0,18.0,42.0,13.0,1.0,1.0,55.0,,0.0,,37.0,17.0,0.0,0.0,0.0,1.0,12.0,0.0,0,1,0,1,0.0,0.0,0,4.0,3.0,1.0,75.0,False,SHU,FUL,8.0,2023-2024,CB,,,
Anel Ahmedhodzic,15,ba BIH,24,90,0,0,0,0,0,0,0,0,43.0,2.0,3,2.0,0.0,0.0,0.0,1.0,0.0,22.0,34.0,64.7,0.0,15.0,0.0,0.0,0.0,1.0,369.0,184.0,10.0,13.0,76.9,10.0,14.0,71.4,2.0,5.0,40.0,0.0,0.0,2.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,3.0,0.0,8.0,23.0,17.0,3.0,0.0,43.0,,0.0,,70.0,31.0,0.0,0.0,1.0,0.0,17.0,1.0,0,1,1,0,0.0,0.0,0,6.0,1.0,0.0,100.0,False,SHU,FUL,8.0,2023-2024,CB,,,
Chris Basham,6,eng ENG,35,34,0,0,0,0,0,0,0,0,19.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,71.4,0.0,2.0,0.0,0.0,0.0,1.0,132.0,49.0,8.0,8.0,100.0,2.0,6.0,33.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,5.0,10.0,8.0,1.0,0.0,19.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,False,SHU,FUL,8.0,2023-2024,CB,,,
Jack Robinson,19,eng ENG,30,56,0,0,0,0,0,0,0,0,42.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,35.0,68.6,1.0,19.0,0.0,0.0,0.0,0.0,503.0,228.0,7.0,8.0,87.5,11.0,13.0,84.6,4.0,11.0,36.4,0.0,0.0,3.0,0.0,0.0,30.0,5.0,1.0,0.0,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,2.0,3.0,0.0,7.0,19.0,19.0,5.0,1.0,42.0,,0.0,,62.0,40.0,0.0,0.0,0.0,0.0,25.0,1.0,0,0,0,0,0.0,0.0,0,6.0,1.0,1.0,50.0,False,SHU,FUL,8.0,2023-2024,CB,,,
Wes Foderingham,18,eng ENG,32,90,0,0,0,0,0,0,0,0,41.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,38.0,60.5,0.0,18.0,0.0,1.0,1.0,1.0,747.0,572.0,3.0,3.0,100.0,10.0,10.0,100.0,10.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,37.0,41.0,0.0,0.0,0.0,41.0,100.0,0.0,0.0,90.0,66.0,0.0,0.0,0.0,0.0,14.0,0.0,0,0,1,0,0.0,0.0,1,2.0,0.0,0.0,,False,SHU,FUL,8.0,2023-2024,GK,,,
Jean-Philippe Mateta,14,fr FRA,26,90,0,0,0,0,2,1,0,0,20.0,1.0,0,0.0,0.2,0.2,0.0,0.0,0.0,8.0,11.0,72.7,0.0,10.0,0.0,2.0,1.0,1.0,110.0,8.0,5.0,7.0,71.4,3.0,4.0,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,10.0,4.0,20.0,50.0,1.0,50.0,29.0,2.0,0.0,0.0,2.0,3.0,17.0,6.0,0,0,1,0,0.0,0.0,0,0.0,1.0,3.0,25.0,True,CRY,NOT,8.0,2023-2024,FW,,,
Odsonne Edouard,22,fr FRA,25,90,0,0,0,0,0,0,0,0,26.0,1.0,1,0.0,0.0,0.0,0.2,2.0,0.0,13.0,19.0,68.4,3.0,23.0,0.0,0.0,0.0,1.0,168.0,37.0,8.0,10.0,80.0,5.0,6.0,83.3,0.0,1.0,0.0,0.1,1.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,6.0,18.0,1.0,26.0,,0.0,,92.0,29.0,1.0,0.0,3.0,3.0,24.0,6.0,0,0,1,0,0.0,0.0,0,2.0,1.0,2.0,33.3,True,CRY,NOT,8.0,2023-2024,FW,LW,,
Jordan Ayew,9,gh GHA,32,90,0,0,0,0,3,1,0,0,52.0,0.0,0,2.0,0.4,0.4,0.0,0.0,0.0,32.0,39.0,82.1,1.0,34.0,4.0,2.0,1.0,1.0,505.0,39.0,16.0,20.0,80.0,15.0,17.0,88.2,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,21.0,29.0,3.0,52.0,50.0,0.0,0.0,285.0,120.0,3.0,0.0,3.0,4.0,41.0,7.0,0,0,4,0,0.0,0.0,0,4.0,0.0,1.0,0.0,True,CRY,NOT,8.0,2023-2024,LM,RW,,
Jairo Riedewald,44,nl NED,27,74,0,0,0,0,0,0,0,0,46.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,39.0,76.9,2.0,23.0,1.0,1.0,1.0,1.0,538.0,82.0,15.0,16.0,93.8,13.0,16.0,81.3,2.0,7.0,28.6,0.0,0.0,1.0,1.0,0.0,33.0,6.0,4.0,0.0,0.0,3,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1,0.0,1.0,2.0,1.0,2.0,50.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,23.0,19.0,2.0,46.0,100.0,0.0,0.0,62.0,19.0,0.0,1.0,2.0,1.0,29.0,0.0,0,2,0,0,0.0,0.0,0,2.0,0.0,0.0,,True,CRY,NOT,8.0,2023-2024,CM,LM,,
Chris Richards,26,us USA,23,16,0,0,0,0,0,0,0,0,5.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,2.0,1.0,66.7,True,CRY,NOT,8.0,2023-2024,CM,,,
Will Hughes,19,eng ENG,28,90,0,0,0,0,0,0,0,0,68.0,2.0,0,2.0,0.0,0.0,0.0,2.0,0.0,53.0,61.0,86.9,6.0,33.0,3.0,0.0,0.0,1.0,839.0,178.0,23.0,27.0,85.2,25.0,26.0,96.2,3.0,5.0,60.0,0.0,0.0,12.0,0.0,0.0,58.0,3.0,2.0,0.0,0.0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,4.0,25.0,3.0,1.0,1.0,2.0,2.0,0.0,4.0,16.0,40.0,12.0,0.0,68.0,,0.0,,130.0,72.0,1.0,0.0,0.0,2.0,47.0,1.0,0,2,0,0,0.0,0.0,0,5.0,0.0,1.0,0.0,True,CRY,NOT,8.0,2023-2024,CM,,,
Jeffrey Schlupp,15,gh GHA,30,25,0,0,0,0,0,0,0,0,7.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,3.0,0.0,1.0,0.0,1.0,33.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,7.0,0.0,1.0,100.0,6.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,True,CRY,NOT,8.0,2023-2024,RM,,,
Jesurun Rak-Sakyi,49,eng ENG,21,65,0,0,0,0,2,0,0,0,40.0,2.0,2,0.0,0.2,0.2,0.0,2.0,0.0,20.0,26.0,76.9,1.0,21.0,5.0,6.0,3.0,0.0,309.0,72.0,13.0,16.0,81.3,5.0,7.0,71.4,2.0,2.0,100.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,8.0,11.0,21.0,6.0,40.0,50.0,2.0,33.3,132.0,83.0,0.0,3.0,2.0,1.0,23.0,7.0,0,0,2,0,0.0,0.0,0,6.0,1.0,1.0,50.0,True,CRY,NOT,8.0,2023-2024,RM,,,
