player,shirtnumber,nation,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,started,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,home,team,opponent,gameweek,season,position_1,position_2,position_3
Malo Gusto,27,fr FRA,20,82,0,0,0,0,1,0,0,0,70,2,1,2,0.0,0.0,0.0,1,0,57,62,91.9,3,44,5,1,1,1.0,808,151,39,40,97.5,13,14,92.9,5,6,83.3,0.1,0,2,1,1,57,5,1,0,0,4,4,0,0,0,0,0,1,2,2,0,0,0,1,0.0,1,1,1,3,2,0,2,13,38,20,2,70,100.0,0,0.0,304,148,1,0,0,0,50,6,0,0,0,0,0,0,0,4,0,0,,False,Chelsea Player Stats,West Ham Player Stats,2.0,2023-2024,WB,,
Mason Burstow,37,eng ENG,20,8,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,1,0,0,0,0.0,29,1,3,3,100.0,0,0,,0,0,,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,4,0,5,,0,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,False,Chelsea Player Stats,West Ham Player Stats,2.0,2023-2024,FW,,
Levi Colwill,26,eng ENG,20,90,0,0,0,0,2,0,0,0,84,1,0,0,0.1,0.1,0.0,2,0,63,75,84.0,2,49,1,2,2,1.0,754,179,44,48,91.7,15,17,88.2,1,6,16.7,0.0,0,6,1,0,66,9,1,0,0,2,8,0,0,0,0,0,2,0,0,1,0,0,0,,0,0,0,1,2,0,1,20,39,25,4,84,100.0,0,0.0,142,49,1,0,0,1,60,2,0,1,1,0,0,0,0,4,2,0,100.0,False,Chelsea Player Stats,West Ham Player Stats,2.0,2023-2024,CB,,
Thiago Silva,6,br BRA,38,90,0,0,0,0,1,0,0,0,110,0,0,2,0.0,0.0,0.0,1,0,98,102,96.1,7,79,0,0,0,1.0,1582,485,51,53,96.2,44,46,95.7,3,3,100.0,0.0,0,7,0,0,99,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,2,0,0,4,0,10,43,58,9,1,110,,0,,462,291,3,0,0,0,81,0,0,0,0,0,0,0,0,5,7,3,70.0,False,Chelsea Player Stats,West Ham Player Stats,2.0,2023-2024,CB,,
Axel Disasi,2,fr FRA,25,90,0,0,0,0,0,0,1,0,115,1,0,0,0.0,0.0,0.0,0,0,98,111,88.3,9,86,2,0,0,1.0,1478,559,57,61,93.4,39,43,90.7,1,4,25.0,0.0,0,9,0,0,110,1,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,1,100.0,0,0,0,1,1,0,9,45,65,5,1,115,,0,,446,332,1,0,1,0,97,0,0,2,1,0,0,0,0,8,4,0,100.0,False,Chelsea Player Stats,West Ham Player Stats,2.0,2023-2024,CB,,
Robert Sanchez,1,es ESP,25,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,25,26,96.2,0,15,0,0,0,1.0,499,310,8,8,100.0,16,16,100.0,1,2,50.0,0.0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25,29,0,0,0,29,,0,,55,27,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,,False,Chelsea Player Stats,West Ham Player Stats,2.0,2023-2024,GK,,
Odsonne Edouard,22,fr FRA,25,90,0,0,0,0,3,1,0,0,31,0,0,0,0.4,0.4,0.0,3,0,14,20,70.0,2,19,3,4,1,1.0,149,24,10,11,90.9,2,4,50.0,0,0,,0.1,1,1,0,0,20,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,2,0,0,0,3,0,3,3,7,23,6,31,25.0,2,50.0,94,53,1,2,2,0,23,8,0,3,0,0,0,0,0,1,2,1,66.7,True,Crystal Palace Player Stats,Arsenal Player Stats,2.0,2023-2024,FW,,
Jeffrey Schlupp,15,gh GHA,30,73,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.1,2,0,14,16,87.5,4,8,0,3,1,1.0,175,83,10,10,100.0,3,4,75.0,0,1,0.0,0.0,2,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,1,1,0,1,7,12,5,0,24,33.3,2,66.7,29,6,0,0,1,0,14,2,0,1,0,0,0,0,0,3,2,0,100.0,True,Crystal Palace Player Stats,Arsenal Player Stats,2.0,2023-2024,LW,,
Naouirou Ahamada,29,fr FRA,21,17,0,0,0,0,0,0,0,0,19,2,0,0,0.0,0.0,0.0,0,0,15,18,83.3,4,13,2,0,0,0.0,233,69,7,8,87.5,8,9,88.9,0,0,,0.0,0,1,0,0,18,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,2,2,100.0,0,0,0,2,0,0,0,3,5,11,0,19,,0,,89,47,1,0,0,0,15,4,0,1,0,0,0,0,0,2,0,0,,True,Crystal Palace Player Stats,Arsenal Player Stats,2.0,2023-2024,LW,,
Jordan Ayew,9,gh GHA,31,90,0,0,0,0,3,0,1,0,37,2,0,0,0.1,0.1,0.0,3,0,17,23,73.9,2,22,4,6,1,1.0,197,16,14,16,87.5,3,6,50.0,0,0,,0.0,1,2,0,0,23,0,0,0,0,3,0,0,0,0,0,0,1,2,1,1,0,1,2,50.0,1,0,0,2,1,0,1,7,8,23,7,37,16.7,2,33.3,173,102,1,2,1,0,26,9,0,3,4,0,0,0,0,2,2,3,40.0,True,Crystal Palace Player Stats,Arsenal Player Stats,2.0,2023-2024,RW,,
Eberechi Eze,10,eng ENG,25,90,0,0,0,0,4,1,0,0,53,1,0,0,0.3,0.3,0.1,3,0,37,43,86.0,4,33,3,5,3,1.0,555,93,20,22,90.9,14,14,100.0,2,5,40.0,0.1,1,0,1,0,38,5,2,0,0,4,0,1,1,0,0,0,0,0,0,0,1,1,1,100.0,0,0,0,1,0,0,0,4,16,34,4,53,60.0,1,20.0,151,69,2,1,4,1,41,1,0,1,2,0,0,0,0,4,2,2,50.0,True,Crystal Palace Player Stats,Arsenal Player Stats,2.0,2023-2024,AM,,
Jefferson Lerma,8,co COL,28,90,0,0,0,0,0,0,0,0,53,1,2,0,0.0,0.0,0.2,2,0,39,45,86.7,2,26,0,0,0,1.0,605,106,23,25,92.0,13,16,81.3,3,3,100.0,0.1,2,3,1,0,45,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,3,4,0,5,16,21,16,2,53,,0,,101,53,0,0,0,0,39,2,0,1,0,0,0,0,0,1,1,2,33.3,True,Crystal Palace Player Stats,Arsenal Player Stats,2.0,2023-2024,DM,,
Cheick Doucoure,28,ml MLI,23,90,0,0,0,0,2,0,1,0,59,1,0,2,0.1,0.1,0.0,4,0,42,49,85.7,8,32,0,1,1,1.0,660,254,26,28,92.9,13,16,81.3,3,4,75.0,0.1,0,5,2,0,48,1,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,0,2,1,1,0,2,14,27,18,1,59,100.0,0,0.0,101,49,2,0,1,1,43,0,0,1,0,0,0,0,0,5,2,1,66.7,True,Crystal Palace Player Stats,Arsenal Player Stats,2.0,2023-2024,DM,,
Tyrick Mitchell,3,eng ENG,23,90,0,0,0,0,1,0,0,0,65,3,0,1,0.1,0.1,0.3,3,0,40,53,75.5,2,30,1,1,0,1.0,569,135,24,26,92.3,14,21,66.7,1,3,33.3,0.1,2,1,2,1,40,13,0,0,0,5,13,0,0,0,0,0,2,2,1,0,2,1,1,100.0,0,0,1,3,2,0,4,18,15,32,3,65,0.0,1,100.0,81,29,0,1,3,2,35,11,0,1,0,0,0,0,0,9,0,1,0.0,True,Crystal Palace Player Stats,Arsenal Player Stats,2.0,2023-2024,LB,,
Marc Guehi,6,eng ENG,23,90,0,0,0,0,0,0,0,0,80,1,1,2,0.0,0.0,0.0,1,0,66,71,93.0,5,57,1,0,0,1.0,1593,638,12,13,92.3,43,44,97.7,11,13,84.6,0.1,0,11,1,0,70,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,50.0,1,2,0,2,3,0,8,37,36,7,0,80,,0,,273,151,1,0,1,1,60,1,0,0,1,0,0,0,0,6,0,0,,True,Crystal Palace Player Stats,Arsenal Player Stats,2.0,2023-2024,CB,,
Joachim Andersen,16,dk DEN,27,90,0,0,0,0,0,0,0,0,80,1,1,1,0.0,0.0,0.0,2,0,63,73,86.3,10,43,1,1,1,1.0,1427,308,20,21,95.2,32,33,97.0,11,18,61.1,0.0,0,11,0,0,67,6,6,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,1,0,2,3,0,8,33,39,9,0,80,100.0,0,0.0,245,156,1,0,0,0,56,1,0,1,3,0,0,0,0,5,2,1,66.7,True,Crystal Palace Player Stats,Arsenal Player Stats,2.0,2023-2024,CB,,
Joel Ward,2,eng ENG,33,82,0,0,0,0,0,0,0,0,35,1,1,1,0.0,0.0,0.0,0,0,23,27,85.2,3,13,1,1,1,1.0,374,156,13,13,100.0,9,10,90.0,1,4,25.0,0.0,0,3,0,0,23,4,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,,0,1,0,2,1,0,4,15,14,6,0,35,100.0,0,0.0,94,47,1,0,1,0,18,2,0,0,0,0,0,0,0,3,0,2,0.0,True,Crystal Palace Player Stats,Arsenal Player Stats,2.0,2023-2024,RB,,
Jesuran Rak Sakyi,49,eng ENG,20,8,0,0,0,0,1,0,0,0,8,0,0,0,0.0,0.0,0.1,2,0,3,6,50.0,0,4,1,2,1,0.0,39,0,2,3,66.7,1,2,50.0,0,1,0.0,0.1,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,8,5,8,50.0,1,50.0,17,9,0,1,0,0,5,4,0,0,0,0,0,0,0,0,1,0,100.0,True,Crystal Palace Player Stats,Arsenal Player Stats,2.0,2023-2024,RB,,
Sam Johnstone,1,eng ENG,30,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,19,27,70.4,0,17,0,0,0,1.0,529,323,4,4,100.0,8,8,100.0,7,15,46.7,0.0,0,0,0,0,20,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,27,30,0,0,0,30,,0,,90,60,0,0,0,0,13,0,0,1,0,0,0,1,0,2,0,0,,True,Crystal Palace Player Stats,Arsenal Player Stats,2.0,2023-2024,GK,,
Eddie Nketiah,14,eng ENG,24,78,0,0,0,0,3,0,0,0,18,0,0,0,0.8,0.8,0.1,6,1,9,12,75.0,1,16,3,4,2,1.0,140,6,5,6,83.3,4,4,100.0,0,0,,0.0,2,0,0,0,11,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,3,15,7,18,50.0,0,0.0,128,74,0,2,1,3,16,8,0,2,3,0,1,0,0,0,0,0,,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,FW,,
Jorginho,20,it ITA,31,12,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,11,12,91.7,0,9,0,0,0,0.0,209,91,5,5,100.0,3,3,100.0,2,2,100.0,0.0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,50.0,1,0,0,1,0,0,0,2,10,1,0,13,,0,,14,1,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,CM,,
Gabriel Martinelli,11,br BRA,22,69,0,0,0,0,2,0,0,0,42,1,2,0,0.1,0.1,0.0,2,1,23,35,65.7,2,27,4,1,0,1.0,387,51,14,19,73.7,6,7,85.7,3,7,42.9,0.0,0,3,0,0,30,5,1,1,0,6,0,4,4,0,0,0,0,1,0,1,0,0,1,0.0,1,0,0,3,0,0,0,0,13,29,6,42,0.0,1,100.0,259,110,2,2,0,1,30,10,0,1,0,0,0,0,0,2,2,2,50.0,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,LW,,
Gabriel Dos Santos,6,br BRA,25,21,0,0,0,0,0,0,0,0,9,1,0,2,0.0,0.0,0.0,0,0,3,5,60.0,0,3,0,0,0,0.0,54,0,1,2,50.0,2,2,100.0,0,1,0.0,0.0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,100.0,0,2,0,1,1,0,5,6,3,0,0,9,,0,,3,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0.0,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,CB,,
Bukayo Saka,7,eng ENG,21,88,0,0,0,0,3,0,0,0,70,2,1,2,0.2,0.2,0.2,7,0,37,56,66.1,5,42,8,2,1,1.0,558,167,20,24,83.3,15,24,62.5,1,4,25.0,0.1,2,3,2,0,48,7,1,0,0,9,2,4,4,0,0,1,1,0,1,0,1,1,2,50.0,1,0,2,3,1,0,2,7,21,42,11,70,50.0,0,0.0,281,144,3,3,2,1,44,16,0,0,4,0,0,0,0,8,1,0,100.0,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,RW,LB,
Jakub Kiwior,15,pl POL,23,2,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,0,0,0.0,69,16,1,1,100.0,3,3,100.0,0,0,,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,4,,0,,10,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,CB,LB,
Kai Havertz,29,de GER,24,90,0,0,0,0,1,0,1,0,38,1,1,1,0.0,0.0,0.1,2,0,25,28,89.3,4,17,0,2,0,1.0,348,53,17,18,94.4,6,6,100.0,1,2,50.0,0.0,1,3,2,0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,100.0,0,0,1,2,0,0,0,4,17,18,2,38,0.0,2,100.0,82,26,0,0,1,0,25,1,0,3,3,0,0,0,0,3,4,2,66.7,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,LM,FW,CM
Declan Rice,41,eng ENG,24,90,0,0,0,0,0,0,0,0,67,0,1,3,0.0,0.0,0.4,1,0,55,61,90.2,8,41,2,2,0,1.0,988,245,25,28,89.3,24,26,92.3,4,5,80.0,0.2,1,7,2,0,59,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,2,1,1,1,0,5,16,35,16,1,67,0.0,1,50.0,275,129,2,0,0,0,48,0,0,0,1,0,0,0,0,4,1,6,14.3,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,CM,,
Martin Odegaard,8,no NOR,24,88,1,0,1,1,2,1,0,0,47,4,0,0,0.8,0.0,0.0,3,0,33,37,89.2,3,28,1,1,0,1.0,466,77,23,24,95.8,3,4,75.0,5,6,83.3,0.1,1,0,1,0,35,2,2,0,0,2,0,0,0,0,0,0,1,1,2,2,0,2,5,40.0,3,0,0,4,0,0,0,11,12,24,2,46,0.0,1,100.0,139,29,1,1,0,1,28,0,0,0,0,1,0,0,0,5,0,0,,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,RM,CM,
Oleksandr Zinchenko,35,ua UKR,26,2,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,0,4,0,0,0,0.0,47,14,4,4,100.0,0,0,,0,0,,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,6,0,8,,0,,12,5,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,0.0,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,LB,,
Takehiro Tomiyasu,18,jp JPN,24,66,0,0,0,0,0,0,2,1,52,0,0,0,0.0,0.0,0.0,1,0,38,50,76.0,5,32,1,3,2,1.0,546,122,23,25,92.0,15,20,75.0,0,2,0.0,0.0,0,5,1,0,43,7,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,8,27,17,0,52,66.7,1,33.3,134,58,2,0,1,1,39,2,1,2,0,0,0,0,0,6,0,1,0.0,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,LB,,
William Saliba,2,fr FRA,22,90,0,0,0,0,0,0,0,0,83,1,2,2,0.0,0.0,0.0,0,0,61,65,93.8,0,51,1,0,0,1.0,1239,378,21,21,100.0,32,33,97.0,8,11,72.7,0.0,0,4,0,0,61,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,100.0,0,1,1,3,9,0,19,37,46,0,0,83,,0,,271,220,0,0,1,0,54,0,0,1,0,0,0,0,0,3,2,0,100.0,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,CB,,
Ben White,4,eng ENG,25,90,0,0,0,0,0,0,0,0,76,0,0,2,0.0,0.0,0.0,1,0,61,69,88.4,6,54,0,0,0,1.0,963,298,31,32,96.9,26,26,100.0,2,9,22.2,0.0,0,10,1,0,68,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,2,0,0,4,0,6,22,46,8,0,76,,0,,224,141,0,0,1,0,59,0,0,0,0,0,0,0,0,3,2,0,100.0,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,CB,RB,
Thomas Partey,5,gh GHA,30,90,0,0,0,0,2,1,0,0,71,3,1,1,0.1,0.1,0.0,3,0,52,60,86.7,6,46,1,2,1,1.0,954,275,24,27,88.9,20,24,83.3,7,8,87.5,0.0,1,5,4,2,58,2,2,0,1,2,0,0,0,0,0,0,0,3,3,0,0,2,2,100.0,0,0,1,4,1,0,1,20,28,23,2,71,50.0,0,0.0,237,131,2,0,1,1,53,3,0,0,2,0,0,0,0,6,1,0,100.0,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,RB,CM,
Aaron Ramsdale,1,eng ENG,25,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,18,27,66.7,0,21,0,0,0,1.0,480,369,8,8,100.0,5,5,100.0,5,14,35.7,0.0,0,2,0,0,22,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,21,29,0,0,0,29,,0,,113,69,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,,False,Arsenal Player Stats,Crystal Palace Player Stats,2.0,2023-2024,GK,,
Nicolas Jackson,15,sn SEN,22,82,1,0,0,0,5,3,0,0,41,1,1,1,0.7,0.7,0.3,7,0,20,23,87.0,2,26,5,2,2,1.0,200,59,15,16,93.8,2,3,66.7,0,0,,0.2,2,1,1,0,21,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,1,2,0,0,1,2,17,24,8,41,100.0,0,0.0,156,96,3,1,9,2,28,10,0,1,2,0,0,0,0,5,0,1,0.0,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,FW,,
Lesley Ugochukwu,16,fr FRA,19,8,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,7,7,100.0,0,3,1,0,0,0.0,81,29,6,6,100.0,1,1,100.0,0,0,,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,3,2,1,7,,0,,9,5,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,CM,,
Enzo Fernandez,8,ar ARG,22,90,0,0,0,0,4,0,1,0,78,0,0,1,0.4,0.4,0.1,8,1,61,69,88.4,12,41,6,2,0,1.0,1163,439,30,32,93.8,19,22,86.4,10,12,83.3,0.3,2,8,5,0,64,5,1,2,2,5,0,4,0,2,0,0,0,0,0,0,0,0,2,0.0,2,0,1,0,0,0,0,7,42,29,4,78,0.0,2,100.0,212,161,2,2,0,0,66,6,0,3,1,0,0,0,0,7,0,0,,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,CM,AM,
Raheem Sterling,7,eng ENG,28,89,2,0,0,0,5,3,0,0,51,0,0,0,0.9,0.9,0.3,6,1,32,37,86.5,3,40,5,5,2,1.0,357,80,22,24,91.7,6,8,75.0,0,0,,0.2,2,3,1,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,15,31,11,51,40.0,3,60.0,196,104,2,3,3,6,48,11,0,1,1,0,0,0,0,5,0,0,,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,AM,RM,FW
Mason Burstow,37,eng ENG,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,0.0,0,0,0,0,,0,0,,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,1,,0,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,FW,,
Moises Caicedo,25,ec ECU,21,90,0,0,0,0,0,0,0,0,70,2,1,3,0.0,0.0,0.0,1,1,60,62,96.8,5,40,0,0,0,1.0,947,233,29,30,96.7,24,25,96.0,4,4,100.0,0.0,0,2,0,0,61,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,100.0,0,2,1,3,0,0,2,16,43,11,1,70,,0,,124,36,0,0,0,1,57,0,0,2,2,0,0,0,0,3,2,1,66.7,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,DM,CM,
Conor Gallagher,23,eng ENG,23,90,0,0,0,0,1,1,0,0,76,3,3,1,0.1,0.1,0.2,3,0,60,63,95.2,5,44,2,2,1,1.0,788,148,37,38,97.4,18,20,90.0,2,2,100.0,0.3,1,4,2,0,63,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,50.0,1,0,1,6,1,0,4,15,39,22,2,76,50.0,1,50.0,263,90,2,0,2,0,56,1,0,3,1,0,0,0,0,7,1,0,100.0,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,CM,RM,
Ben Chilwell,21,eng ENG,26,85,0,0,0,0,1,0,0,0,38,1,1,0,0.1,0.1,0.3,5,0,21,30,70.0,0,22,1,1,0,1.0,348,97,6,10,60.0,11,12,91.7,2,4,50.0,0.3,4,0,0,0,26,4,2,0,0,4,0,2,0,2,0,0,1,0,0,0,1,0,1,0.0,1,0,0,2,0,0,1,6,13,19,5,38,0.0,1,100.0,70,23,1,1,2,0,27,5,0,1,1,0,0,0,0,3,0,2,0.0,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,WB,LM,
Ian Maatsen,29,nl NED,21,5,0,0,0,0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,0.0,13,9,1,2,50.0,0,0,,0,0,,0.0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,2,,0,,8,8,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0.0,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,LM,,
Malo Gusto,27,fr FRA,20,90,0,2,0,0,1,0,0,0,84,1,1,1,0.0,0.0,0.4,2,2,70,77,90.9,5,56,4,2,2,1.0,908,185,48,50,96.0,22,26,84.6,0,1,0.0,0.2,2,5,1,0,72,5,0,0,0,4,5,0,0,0,0,0,0,1,1,0,0,0,1,0.0,1,0,1,2,0,0,4,24,42,20,1,84,100.0,0,0.0,258,131,2,0,1,1,65,5,0,2,1,0,0,0,0,4,0,0,,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,RB,WB,
Levi Colwill,26,eng ENG,20,90,0,0,0,0,1,0,0,0,85,1,0,2,0.1,0.1,0.0,2,0,67,75,89.3,4,50,0,0,0,1.0,1186,459,30,32,93.8,33,34,97.1,4,9,44.4,0.1,1,5,2,0,67,8,1,1,0,0,7,0,0,0,0,0,0,0,1,0,0,1,2,50.0,1,0,2,1,4,0,8,38,42,5,1,85,,0,,162,94,0,0,0,0,62,3,0,0,1,0,0,0,0,3,2,0,100.0,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,LB,CB,
Thiago Silva,6,br BRA,38,90,0,0,0,0,0,0,0,0,109,0,1,2,0.0,0.0,0.0,1,1,97,102,95.1,3,74,0,0,0,1.0,1936,729,30,31,96.8,55,56,98.2,11,13,84.6,0.0,0,3,0,0,98,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,1,4,0,15,55,53,1,1,109,,0,,398,253,0,0,0,0,87,0,0,1,0,0,0,0,0,6,3,0,100.0,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,CB,,
Axel Disasi,2,fr FRA,25,90,0,0,0,0,1,1,0,0,106,1,1,1,0.1,0.1,0.0,0,0,87,96,90.6,3,69,0,0,0,1.0,1544,412,29,29,100.0,55,57,96.5,3,8,37.5,0.0,0,2,0,0,95,1,1,0,1,1,0,0,0,0,0,0,2,1,1,0,0,1,2,50.0,1,1,0,2,2,0,10,51,52,3,1,106,,0,,173,92,0,0,1,0,89,0,0,0,1,0,0,0,0,3,6,1,85.7,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,CB,,
Robert Sanchez,1,es ESP,25,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,38,41,92.7,0,20,0,0,0,1.0,934,503,7,7,100.0,19,19,100.0,11,14,78.6,0.0,0,0,0,0,29,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,35,41,0,0,0,41,,0,,110,47,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,,True,Chelsea Player Stats,Luton Town Player Stats,3.0,2023-2024,GK,,
