player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek,position_current,team_current,age_current,games_starts_current,season_current,gameweek_current,position_previous,team_previous,age_previous,games_starts_previous,season_previous,gameweek_previous,minutes_difference,minutes_90s_difference,goals_difference,assists_difference,goals_assists_difference,goals_pens_difference,pens_made_difference,pens_att_difference,cards_yellow_difference,cards_red_difference,xg_difference,npxg_difference,xg_assist_difference,npxg_xg_assist_difference,progressive_carries_difference,progressive_passes_difference,progressive_passes_received_difference,goals_per90_difference,assists_per90_difference,goals_assists_per90_difference,goals_pens_per90_difference,goals_assists_pens_per90_difference,xg_per90_difference,xg_assist_per90_difference,xg_xg_assist_per90_difference,npxg_per90_difference,npxg_xg_assist_per90_difference,shots_difference,shots_on_target_difference,shots_on_target_pct_difference,shots_per90_difference,shots_on_target_per90_difference,goals_per_shot_difference,goals_per_shot_on_target_difference,average_shot_distance_difference,shots_free_kicks_difference,npxg_per_shot_difference,xg_net_difference,npxg_net_difference,passes_completed_difference,passes_difference,passes_pct_difference,passes_total_distance_difference,passes_progressive_distance_difference,passes_completed_short_difference,passes_short_difference,passes_pct_short_difference,passes_completed_medium_difference,passes_medium_difference,passes_pct_medium_difference,passes_completed_long_difference,passes_long_difference,passes_pct_long_difference,pass_xa_difference,xg_assist_net_difference,assisted_shots_difference,passes_into_final_third_difference,passes_into_penalty_area_difference,crosses_into_penalty_area_difference,passes_live_difference,passes_dead_difference,passes_free_kicks_difference,through_balls_difference,passes_switches_difference,crosses_difference,throw_ins_difference,corner_kicks_difference,corner_kicks_in_difference,corner_kicks_out_difference,corner_kicks_straight_difference,passes_offsides_difference,passes_blocked_difference,sca_difference,sca_per90_difference,sca_passes_live_difference,sca_passes_dead_difference,sca_take_ons_difference,sca_shots_difference,sca_fouled_difference,sca_defense_difference,gca_difference,gca_per90_difference,gca_passes_live_difference,gca_passes_dead_difference,gca_take_ons_difference,gca_shots_difference,gca_fouled_difference,gca_defense_difference,tackles_difference,tackles_won_difference,tackles_def_3rd_difference,tackles_mid_3rd_difference,tackles_att_3rd_difference,challenge_tackles_difference,challenges_difference,challenge_tackles_pct_difference,challenges_lost_difference,blocks_difference,blocked_shots_difference,blocked_passes_difference,interceptions_difference,tackles_interceptions_difference,clearances_difference,errors_difference,touches_difference,touches_def_pen_area_difference,touches_def_3rd_difference,touches_mid_3rd_difference,touches_att_3rd_difference,touches_att_pen_area_difference,touches_live_ball_difference,take_ons_difference,take_ons_won_difference,take_ons_won_pct_difference,take_ons_tackled_difference,take_ons_tackled_pct_difference,carries_difference,carries_distance_difference,carries_progressive_distance_difference,carries_into_final_third_difference,carries_into_penalty_area_difference,miscontrols_difference,dispossessed_difference,passes_received_difference,minutes_per_game_difference,minutes_pct_difference,minutes_per_start_difference,games_complete_difference,games_subs_difference,minutes_per_sub_difference,unused_subs_difference,points_per_game_difference,on_goals_for_difference,on_goals_against_difference,plus_minus_difference,plus_minus_per90_difference,plus_minus_wowy_difference,on_xg_for_difference,on_xg_against_difference,xg_plus_minus_difference,xg_plus_minus_per90_difference,xg_plus_minus_wowy_difference,cards_yellow_red_difference,fouls_difference,fouled_difference,offsides_difference,pens_won_difference,pens_conceded_difference,own_goals_difference,ball_recoveries_difference,aerials_won_difference,aerials_lost_difference,aerials_won_pct_difference
Alex Iwobi,DF,Everton,23.0,,1.0,50.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0999999999999999,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.01,-0.1,-0.11,-0.1,,2023.0,0.0,0.0,0.0,-1.4300000000000002,-0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,-9.0,75.0,4.0,4.0,4.0,2.9000000000000057,1.0,4.0,-30.0,0.0,2.0,-7.099999999999994,0.1,-0.1,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-3.2300000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,-33.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,2.0,3.0,9.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,79.0,59.0,2.0,1.0,0.0,0.0,9.0,-20.0,-22.200000000000003,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,-0.93,2.57,0.1999999999999997,1.7999999999999998,-1.5,-1.43,1.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Jackson,,Chelsea,,,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.8999999999999999,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.13,0.12,0.13,,,2.0,0.0,-16.700000000000003,-1.0,-1.0,0.0,0.0,-0.0999999999999996,0.0,0.0799999999999999,-0.8,-0.8,21.0,31.0,-7.900000000000006,202.0,37.0,15.0,20.0,-10.5,4.0,4.0,33.3,0.0,0.0,0.0,0.1,0.0,1.0,1.0,1.0,0.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,42.0,1.0,1.0,20.0,21.0,5.0,42.0,3.0,1.0,-16.700000000000003,1.0,16.7,22.0,143.0,76.0,1.0,1.0,1.0,1.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5,1.0,3.0,-2.0,-1.0,0.0,2.4,1.8,0.7000000000000001,0.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,9.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reece James,,Chelsea,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaly Janelt,,Brentford,,,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0399999999999999,0.03,-0.02,0.03,,,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,26.0,0.4000000000000057,368.0,117.0,12.0,14.0,-8.299999999999997,7.0,9.0,5.5,2.0,3.0,-16.700000000000003,0.2,-0.2,1.0,4.0,2.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,-10.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,29.0,3.0,10.0,11.0,8.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,21.0,42.0,18.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.5,0.0,3.7,0.3999999999999999,3.2,1.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathias Jensen,,Brentford,,,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.19,0.24,0.06,0.24,,,2.0,1.0,50.0,1.3,0.65,0.0,0.0,33.1,1.0,0.04,-0.1,-0.1,46.0,59.0,19.40000000000001,1116.0,450.0,14.0,16.0,0.0,15.0,17.0,37.3,16.0,21.0,31.3,0.7,-0.3,4.0,7.0,2.0,0.0,43.0,15.0,2.0,2.0,1.0,7.0,8.0,4.0,0.0,2.0,1.0,1.0,2.0,7.0,2.12,1.0,5.0,0.0,0.0,1.0,0.0,0.0,-1.2200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,-10.0,1.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,71.0,2.0,15.0,32.0,25.0,1.0,71.0,3.0,2.0,40.0,1.0,-10.0,36.0,144.0,78.0,1.0,0.0,2.0,0.0,33.0,21.0,23.40000000000001,21.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.96,1.96,3.7,0.3999999999999999,3.2,0.8900000000000001,0.8899999999999999,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Jimenez,,Fulham,,,1.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,-0.03,-0.03,-0.03,,,2.0,0.0,0.0,0.3199999999999998,0.0,0.0,0.0,5.099999999999998,0.0,-0.03,0.0,0.0,15.0,26.0,-7.799999999999997,154.0,5.0,12.0,14.0,2.200000000000003,2.0,5.0,4.200000000000003,0.0,2.0,-25.0,0.1,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,37.0,5.0,5.0,16.0,16.0,7.0,37.0,1.0,0.0,0.0,1.0,100.0,24.0,122.0,44.0,0.0,2.0,1.0,4.0,30.0,14.0,15.600000000000009,14.0,0.0,0.0,0.0,0.0,-1.5,0.0,2.0,-2.0,-1.27,1.46,0.4999999999999999,2.4,-1.9,0.5699999999999998,3.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,-70.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joao Pedro,,Brighton,,,0.0,34.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1999999999999999,0.0999999999999999,0.0,0.0999999999999999,1.0,0.0,5.0,-0.29,0.0,-0.29,0.0,0.0,-0.2799999999999998,0.0,-0.28,-0.0399999999999999,-0.0499999999999999,,,1.0,0.0,-8.299999999999997,-0.1200000000000001,-0.29,0.0,0.0,-1.1999999999999993,0.0,-0.01,-0.2,-0.0999999999999999,9.0,10.0,2.5,126.0,14.0,8.0,8.0,3.5999999999999943,0.0,0.0,0.0,1.0,1.0,8.299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3200000000000003,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.29,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,22.0,2.0,5.0,9.0,8.0,5.0,22.0,3.0,1.0,12.5,2.0,2.5,11.0,59.0,30.0,0.0,1.0,1.0,0.0,11.0,-26.0,-29.5,0.0,0.0,1.0,34.0,0.0,0.0,0.0,1.0,-1.0,-1.3299999999999998,21.05,0.3000000000000002,1.1,-0.8,-1.0499999999999998,24.24,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joelinton,,Newcastle Utd,,,1.0,56.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0199999999999999,0.05,0.03,-0.0199999999999999,0.03,,,1.0,0.0,0.0,0.2299999999999999,0.0,0.0,0.0,7.6,0.0,-0.0399999999999999,-0.1,-0.1,17.0,20.0,-1.7000000000000028,197.0,27.0,15.0,18.0,-2.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,-0.1,2.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.2999999999999998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,23.0,2.0,4.0,14.0,6.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,16.0,49.0,10.0,1.0,0.0,0.0,0.0,19.0,-17.0,-18.90000000000001,-17.0,0.0,0.0,0.0,0.0,-1.5,0.0,1.0,-1.0,-2.15,1.85,0.2000000000000001,0.4999999999999998,-0.4000000000000001,-0.8200000000000001,1.71,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan John Giles,,Luton Town,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brennan Johnson,,Nott'ham Forest,,,1.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,-0.14,-0.14,-0.14,,,2.0,0.0,0.0,0.4700000000000002,0.0,0.0,0.0,1.8000000000000007,0.0,-0.17,0.0,0.0,24.0,37.0,-30.200000000000003,305.0,34.0,16.0,20.0,-19.0,8.0,12.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.61,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.54,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,33.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,3.0,20.0,21.0,6.0,44.0,2.0,0.0,0.0,1.0,0.0,25.0,200.0,108.0,3.0,2.0,2.0,0.0,30.0,5.0,5.5,5.0,0.0,0.0,0.0,0.0,1.5,2.0,1.0,1.0,1.7399999999999998,2.4200000000000017,1.4,0.5,0.9,0.42,0.6099999999999999,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,50.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Johnstone,,Crystal Palace,,,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,-4.099999999999994,529.0,323.0,4.0,4.0,0.0,8.0,8.0,0.0,7.0,15.0,-9.1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,27.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,17.0,90.0,60.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.5,0.0,1.0,-1.0,-1.0,0.0,1.0,2.0,-1.0,-1.1900000000000002,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Jones,,Liverpool,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.16,0.0,0.0,0.0,0.0,-0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Jota,DF,Liverpool,29.0,,1.0,75.0,0.9000000000000001,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.7000000000000001,0.2,0.8,3.0,0.0,11.0,0.64,0.0,0.64,0.64,0.64,0.39,0.0799999999999999,0.48,0.39,0.48,,2023.0,5.0,2.0,28.6,1.73,1.29,0.14,0.5,-2.8000000000000007,0.0,0.07,0.3,0.3,26.0,37.0,-5.099999999999994,338.0,134.0,16.0,22.0,-5.0,6.0,8.0,-4.700000000000003,1.0,1.0,0.0,0.1,-0.2,2.0,1.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.3499999999999996,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.64,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,25.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,56.0,0.0,5.0,25.0,26.0,13.0,56.0,4.0,2.0,0.0,2.0,0.0,33.0,137.0,95.0,1.0,1.0,6.0,1.0,41.0,5.0,5.599999999999994,5.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.29,1.29,3.0,0.5,2.5,1.53,2.94,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,19.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
