player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek,position_current,team_current,age_current,games_starts_current,season_current,gameweek_current,position_previous,team_previous,age_previous,games_starts_previous,season_previous,gameweek_previous,minutes_difference,minutes_90s_difference,goals_difference,assists_difference,goals_assists_difference,goals_pens_difference,pens_made_difference,pens_att_difference,cards_yellow_difference,cards_red_difference,xg_difference,npxg_difference,xg_assist_difference,npxg_xg_assist_difference,progressive_carries_difference,progressive_passes_difference,progressive_passes_received_difference,goals_per90_difference,assists_per90_difference,goals_assists_per90_difference,goals_pens_per90_difference,goals_assists_pens_per90_difference,xg_per90_difference,xg_assist_per90_difference,xg_xg_assist_per90_difference,npxg_per90_difference,npxg_xg_assist_per90_difference,shots_difference,shots_on_target_difference,shots_on_target_pct_difference,shots_per90_difference,shots_on_target_per90_difference,goals_per_shot_difference,goals_per_shot_on_target_difference,average_shot_distance_difference,shots_free_kicks_difference,npxg_per_shot_difference,xg_net_difference,npxg_net_difference,passes_completed_difference,passes_difference,passes_pct_difference,passes_total_distance_difference,passes_progressive_distance_difference,passes_completed_short_difference,passes_short_difference,passes_pct_short_difference,passes_completed_medium_difference,passes_medium_difference,passes_pct_medium_difference,passes_completed_long_difference,passes_long_difference,passes_pct_long_difference,pass_xa_difference,xg_assist_net_difference,assisted_shots_difference,passes_into_final_third_difference,passes_into_penalty_area_difference,crosses_into_penalty_area_difference,passes_live_difference,passes_dead_difference,passes_free_kicks_difference,through_balls_difference,passes_switches_difference,crosses_difference,throw_ins_difference,corner_kicks_difference,corner_kicks_in_difference,corner_kicks_out_difference,corner_kicks_straight_difference,passes_offsides_difference,passes_blocked_difference,sca_difference,sca_per90_difference,sca_passes_live_difference,sca_passes_dead_difference,sca_take_ons_difference,sca_shots_difference,sca_fouled_difference,sca_defense_difference,gca_difference,gca_per90_difference,gca_passes_live_difference,gca_passes_dead_difference,gca_take_ons_difference,gca_shots_difference,gca_fouled_difference,gca_defense_difference,tackles_difference,tackles_won_difference,tackles_def_3rd_difference,tackles_mid_3rd_difference,tackles_att_3rd_difference,challenge_tackles_difference,challenges_difference,challenge_tackles_pct_difference,challenges_lost_difference,blocks_difference,blocked_shots_difference,blocked_passes_difference,interceptions_difference,tackles_interceptions_difference,clearances_difference,errors_difference,touches_difference,touches_def_pen_area_difference,touches_def_3rd_difference,touches_mid_3rd_difference,touches_att_3rd_difference,touches_att_pen_area_difference,touches_live_ball_difference,take_ons_difference,take_ons_won_difference,take_ons_won_pct_difference,take_ons_tackled_difference,take_ons_tackled_pct_difference,carries_difference,carries_distance_difference,carries_progressive_distance_difference,carries_into_final_third_difference,carries_into_penalty_area_difference,miscontrols_difference,dispossessed_difference,passes_received_difference,minutes_per_game_difference,minutes_pct_difference,minutes_per_start_difference,games_complete_difference,games_subs_difference,minutes_per_sub_difference,unused_subs_difference,points_per_game_difference,on_goals_for_difference,on_goals_against_difference,plus_minus_difference,plus_minus_per90_difference,plus_minus_wowy_difference,on_xg_for_difference,on_xg_against_difference,xg_plus_minus_difference,xg_plus_minus_per90_difference,xg_plus_minus_wowy_difference,cards_yellow_red_difference,fouls_difference,fouled_difference,offsides_difference,pens_won_difference,pens_conceded_difference,own_goals_difference,ball_recoveries_difference,aerials_won_difference,aerials_lost_difference,aerials_won_pct_difference
John Egan,,Sheffield Utd,,,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.8,0.0,0.04,0.0,0.0,8.0,23.0,34.8,191.0,123.0,2.0,6.0,33.3,2.0,5.0,40.0,4.0,11.0,36.4,0.0,0.0,0.0,0.0,1.0,0.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,1.0,0.0,2.0,3.0,11.0,0.0,38.0,9.0,23.0,11.0,4.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,2.0,0.0,0.0,0.0,1.0,11.0,90.0,100.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.5,1.9,-1.4,-1.37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,57.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Elanga,,Nott'ham Forest,,,0.0,21.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6000000000000001,2.0,1.0,3.0,0.0,7.539999999999999,7.539999999999999,0.0,7.539999999999999,0.01,4.9,4.91,0.01,4.91,,,1.0,0.0,0.0,1.4600000000000004,0.0,0.0,0.0,-4.799999999999997,0.0,-0.0099999999999999,0.0,0.0,6.0,9.0,69.5,71.0,23.0,3.0,6.0,42.19999999999999,2.0,2.0,110.0,0.0,0.0,0.0,0.6,0.4,2.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.01,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.539999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,3.0,9.0,3.0,12.0,1.0,1.0,16.700000000000003,0.0,-16.700000000000003,8.0,150.0,107.0,2.0,2.0,0.0,0.0,10.0,8.0,9.8,0.0,0.0,2.0,8.0,0.0,-0.5,1.0,0.0,1.0,6.92,9.16,0.8,0.5000000000000002,0.3,1.99,2.74,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey Elliott,,Liverpool,,,0.0,14.0,0.2000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1499999999999999,0.1499999999999999,0.0,0.1499999999999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,93.0,22.0,5.0,6.0,83.3,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,13.0,1.0,2.0,5.0,8.0,2.0,13.0,1.0,1.0,100.0,0.0,0.0,7.0,17.0,10.0,0.0,0.0,1.0,0.0,6.0,14.0,15.6,0.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2399999999999997,0.3800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerson,,Tottenham,,,1.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,1.0,0.0,1.0,1.0,1.0,0.03,0.0,0.03,0.03,0.03,,,1.0,1.0,100.0,1.0,1.0,1.0,1.0,25.4,0.0,0.03,1.0,1.0,105.0,117.0,89.7,1345.0,255.0,70.0,74.0,94.6,30.0,32.0,93.8,1.0,2.0,50.0,0.1,0.0,0.0,6.0,0.0,0.0,108.0,9.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,130.0,5.0,18.0,55.0,58.0,2.0,130.0,3.0,1.0,33.3,2.0,66.7,97.0,394.0,239.0,5.0,1.0,0.0,0.0,97.0,90.0,82.69999999999999,90.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.04,1.3,2.2,-0.9000000000000001,-0.94,-0.7899999999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Eriksen,,Manchester Utd,,,1.0,113.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,4.0,8.0,7.0,0.65,0.0,0.65,0.65,0.65,0.18,0.06,0.24,0.18,0.24,,,1.0,1.0,100.0,0.65,0.65,1.0,1.0,3.3,0.0,0.28,0.7,0.7,58.0,80.0,57.6,782.0,136.0,36.0,43.0,76.3,19.0,27.0,28.8,1.0,4.0,-7.100000000000001,0.1,-0.1,2.0,3.0,1.0,0.0,74.0,6.0,3.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,5.0,3.26,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,-66.7,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,86.0,2.0,15.0,40.0,33.0,2.0,86.0,0.0,0.0,0.0,0.0,0.0,63.0,251.0,143.0,3.0,0.0,0.0,2.0,60.0,45.0,50.0,90.0,1.0,1.0,23.0,0.0,3.5,4.0,2.0,2.0,4.5600000000000005,4.5600000000000005,4.2,2.3,1.9,2.01,2.37,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pervis Estupinan,"MF,DF",Brighton,30.0,,2.0,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.5,1.8,15.0,24.0,24.0,-0.1699999999999999,0.67,0.5,-0.1699999999999999,0.5,0.0399999999999999,1.23,1.2699999999999998,0.0399999999999999,1.2699999999999998,,2023.0,3.0,2.0,66.7,2.17,1.5,0.0,0.0,21.0,0.0,0.03,-0.0999999999999999,-0.0999999999999999,144.0,175.0,82.9,2160.0,745.0,83.0,89.0,94.0,49.0,60.0,82.5,6.0,14.0,33.300000000000004,1.1,-0.5,8.0,15.0,14.0,4.0,160.0,15.0,6.0,0.0,1.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.33,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8300000000000001,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,186.0,4.0,18.0,90.0,79.0,14.0,186.0,4.0,2.0,100.0,2.0,16.700000000000003,139.0,642.0,457.0,9.0,6.0,4.0,1.0,140.0,90.0,100.0,90.0,2.0,0.0,0.0,0.0,2.0,5.0,4.0,1.0,1.33,0.0,5.5,4.6,0.9,1.5699999999999998,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,2.0,6.0,25.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eberechi Eze,,Crystal Palace,,,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5000000000000001,1.5,7.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.5,0.41,0.8999999999999999,0.5,0.8999999999999999,,,12.0,1.0,4.199999999999999,7.33,0.17,0.0,0.0,21.6,1.0,0.07,-0.8,-0.8,69.0,85.0,80.1,1075.0,323.0,31.0,33.0,92.0,27.0,30.0,89.4,7.0,14.0,53.0,0.4000000000000001,-0.5000000000000001,8.0,4.0,3.0,0.0,68.0,17.0,5.0,0.0,0.0,14.0,0.0,11.0,1.0,9.0,0.0,0.0,2.0,17.0,11.67,4.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,2.0,4.0,10.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,123.0,1.0,7.0,52.0,66.0,12.0,123.0,8.0,7.0,105.5,1.0,1.0999999999999996,84.0,407.0,183.0,5.0,4.0,10.0,5.0,91.0,90.0,100.0,90.0,2.0,0.0,0.0,0.0,2.83,2.0,1.0,1.0,1.0,0.0,2.7,1.5,1.2,1.2500000000000002,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,40.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Ferguson,FW,Brighton,26.0,,1.0,103.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5000000000000002,1.5000000000000002,0.1,1.5000000000000002,0.0,2.0,6.0,5.2,0.0,5.2,5.2,5.2,4.84,0.3,5.14,4.84,5.14,,2023.0,8.0,5.0,72.30000000000001,12.93,8.030000000000001,0.2799999999999999,0.2,15.8,0.0,0.3,-0.5,-0.5,25.0,27.0,107.1,273.0,35.0,20.0,20.0,108.2,5.0,6.0,83.3,0.0,0.0,0.0,0.1,-0.1,1.0,0.0,2.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.890000000000001,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,14.0,28.0,8.0,42.0,2.0,0.0,-8.299999999999997,2.0,108.3,29.0,94.0,18.0,0.0,0.0,2.0,2.0,32.0,36.0,40.8,90.0,1.0,1.0,13.0,0.0,2.0,3.0,4.0,-1.0,3.78,1.44,3.2,4.0,-0.9,2.28,0.0899999999999998,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-50.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Fernandes,FW,Manchester Utd,31.0,,2.0,180.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.2000000000000002,0.4,1.6999999999999995,2.1,2.0,20.0,18.0,0.33,0.33,0.67,0.0,0.33,0.2799999999999999,0.7999999999999999,1.0799999999999998,0.02,0.8099999999999998,,2023.0,6.0,2.0,10.7,1.5,0.5,0.0,0.0,34.89999999999999,0.0,0.0100000000000001,-0.2,-0.4,95.0,139.0,69.30000000000001,1738.0,648.0,42.0,50.0,82.7,34.0,49.0,70.5,15.0,29.0,54.5,1.2,-0.7,6.0,11.0,6.0,1.0,118.0,19.0,4.0,2.0,0.0,18.0,3.0,10.0,1.0,7.0,0.0,2.0,4.0,11.0,6.0,8.0,2.0,0.0,0.0,0.0,1.0,2.0,1.17,2.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,3.0,2.0,7.0,12.0,55.99999999999999,5.0,1.0,1.0,0.0,1.0,10.0,2.0,0.0,165.0,4.0,26.0,50.0,91.0,8.0,164.0,5.0,1.0,-16.700000000000003,4.0,116.7,98.0,377.0,226.0,4.0,0.0,2.0,4.0,106.0,90.0,100.0,90.0,2.0,0.0,0.0,0.0,3.5,4.0,2.0,2.0,1.5,0.0,5.0,3.4000000000000004,1.6,0.4700000000000001,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,8.299999999999997,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enzo Fernandez,,Chelsea,,,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3999999999999999,0.4,0.3,0.8,7.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0299999999999999,0.16,0.1900000000000001,0.1699999999999999,0.32,,,5.0,0.0,0.0,2.0,0.0,0.0,0.0,7.300000000000001,1.0,0.0999999999999999,-0.3999999999999999,-0.4,147.0,171.0,84.9,2720.0,908.0,69.0,72.0,97.0,50.0,60.0,82.0,23.0,28.0,83.8,0.4,-0.3,4.0,23.0,8.0,0.0,160.0,10.0,2.0,4.0,3.0,12.0,0.0,8.0,1.0,3.0,0.0,1.0,4.0,12.0,4.83,8.0,1.0,0.0,1.0,2.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,25.0,4.0,6.0,1.0,5.0,0.0,1.0,2.0,0.0,190.0,1.0,24.0,103.0,63.0,6.0,190.0,5.0,2.0,49.6,2.0,22.9,125.0,503.0,290.0,4.0,2.0,1.0,1.0,162.0,90.0,100.0,90.0,2.0,0.0,0.0,0.0,1.83,4.0,1.0,3.0,1.33,0.0,3.7,1.7,1.9,0.55,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,100.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Flekken,,Brentford,,,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,80.0,78.3,1951.0,1343.0,12.0,12.0,100.0,33.0,33.0,100.0,24.0,35.0,59.3,0.0,0.0,0.0,4.0,0.0,0.0,61.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,70.0,83.0,2.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,53.0,286.0,164.0,0.0,0.0,0.0,0.0,46.0,90.0,100.0,90.0,2.0,0.0,0.0,0.0,0.6699999999999999,3.0,3.0,0.0,-0.5,0.0,3.1,2.1,1.0999999999999996,0.3099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Foden,,Manchester City,,,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0999999999999999,0.4,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2899999999999999,0.11,0.41,0.2899999999999999,0.41,,,3.0,1.0,33.3,3.0,1.0,0.0,0.0,13.1,0.0,0.0999999999999999,-0.3,-0.3,37.0,48.0,77.1,493.0,102.0,20.0,22.0,90.9,13.0,14.0,92.9,0.0,5.0,0.0,0.0999999999999999,-0.1,2.0,0.0,2.0,0.0,44.0,4.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,58.0,1.0,1.0,26.0,31.0,5.0,58.0,2.0,1.0,50.0,1.0,50.0,43.0,196.0,79.0,4.0,0.0,2.0,3.0,47.0,90.0,100.0,90.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.9,0.3,1.6,1.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wes Foderingham,,Sheffield Utd,,,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,31.0,32.3,381.0,338.0,0.0,0.0,0.0,5.0,5.0,100.0,5.0,26.0,19.2,0.0,0.0,0.0,1.0,0.0,0.0,14.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,15.0,75.0,41.0,0.0,0.0,0.0,0.0,6.0,90.0,100.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.5,1.9,-1.4,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
