ranker,player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
11,Akor Adams,ng NGA,FW,Montpellier,fr Ligue 1,23-205,2000,2,2,166,1.8,3,0,3,3,0,0,0,0,1.6,1.6,0.3,1.9,4,1,11,1.63,0.00,1.63,1.63,1.63,0.87,0.17,1.04,0.87,1.04,Matches,2023,5,3,60.0,2.71,1.63,0.60,1.00,13.6,0,0.32,+1.4,+1.4,18,24,75.0,241,74,9,12,75.0,5,5,100.0,1,3,33.3,0.0,-0.3,1,2,0,0,24,0,0,0,0,1,0,0,0,0,0,0,2,2,1.08,1,0,1,0,0,0,1,0.54,0,0,1,0,0,0,2,0,0,0,2,0,0,,0,0,0,0,0,2,1,0,45,1,2,21,23,6,45,4,1,25.0,2,50.0,35,244,109,4,3,8,4,36,83,92.2,83,1,0,,0,2.00,6,2,+4,+2.17,+8.60,3.9,1.1,+2.8,+1.50,-1.06,0,5,2,4,0,0,0,4,4,1,80.0,2
12,Sargis Adamyan,am ARM,FW,Köln,de Bundesliga,30-091,1993,1,0,39,0.4,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,2,4,5,0.00,0.00,0.00,0.00,0.00,1.40,0.00,1.40,1.40,1.40,Matches,2023,3,3,100.0,6.92,6.92,0.00,0.00,11.1,0,0.20,-0.6,-0.6,8,10,80.0,143,77,1,2,50.0,6,6,100.0,0,0,,0.0,0.0,0,2,1,0,8,2,1,0,0,0,0,0,0,0,0,0,1,2,4.62,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,16,0,3,7,6,2,16,1,1,100.0,0,0.0,11,68,51,1,0,1,1,10,39,43.3,,0,1,39,0,0.00,0,1,-1,-2.31,-2.31,0.7,0.9,-0.2,-0.40,+0.19,0,1,0,0,0,0,0,0,1,3,25.0,2
13,Elijah Adebayo,eng ENG,FW,Luton Town,eng Premier League,25-227,1998,1,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,7,10,70.0,113,41,3,4,75.0,4,6,66.7,0,0,,0.0,0.0,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,16,1,2,10,5,0,16,3,0,0.0,3,100.0,7,56,27,2,0,0,0,8,63,70.0,63,0,0,,0,0.00,0,1,-1,-1.43,+5.24,0.4,1.5,-1.1,-1.55,+3.31,0,0,0,0,0,0,0,0,2,1,66.7,2
14,Karim Adeyemi,de GER,MF,Dortmund,de Bundesliga,21-216,2002,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,9,55.6,60,17,4,6,66.7,1,2,50.0,0,0,,0.0,0.0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,16,0,1,10,6,3,16,3,1,33.3,2,66.7,15,114,69,2,2,2,2,11,21,23.3,,0,1,21,0,3.00,1,0,+1,+4.29,+4.29,0.3,0.4,-0.1,-0.52,-1.35,0,2,1,0,0,0,0,4,0,0,,2
15,Simon Adingra,ci CIV,FW,Brighton,eng Premier League,21-233,2002,1,0,17,0.2,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,0,2,5.29,0.00,5.29,5.29,5.29,1.34,0.00,1.34,1.34,1.34,Matches,2023,1,1,100.0,5.29,5.29,1.00,1.00,5.3,0,0.25,+0.7,+0.7,6,6,100.0,65,10,5,5,100.0,1,1,100.0,0,0,,0.0,0.0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,0,0,1,8,2,9,1,0,0.0,1,100.0,5,16,3,0,0,1,0,5,17,9.4,,0,1,17,1,3.00,2,1,+1,+5.29,+2.53,1.7,1.0,+0.7,+3.53,+2.42,0,0,0,0,0,0,0,2,0,0,,2
16,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,26-228,1997,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,3,1,0.00,0.00,0.00,0.00,0.00,0.07,0.14,0.21,0.07,0.21,Matches,2023,1,1,100.0,1.00,1.00,0.00,0.00,12.9,0,0.07,-0.1,-0.1,49,53,92.5,789,207,26,29,89.7,20,21,95.2,3,3,100.0,0.2,-0.1,1,2,0,0,52,1,0,0,0,0,0,1,0,0,0,0,0,4,4.00,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,2,1,1,0,0,58,1,12,31,16,2,58,1,1,100.0,0,0.0,22,110,65,2,0,1,0,49,90,100.0,90,1,0,,0,0.00,0,2,-2,-2.00,,1.0,0.9,+0.2,+0.15,,0,1,1,0,0,0,0,8,2,0,100.0,2
17,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,26-066,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,51,60,85.0,1107,392,12,12,100.0,31,33,93.9,8,15,53.3,0.2,0.0,0,5,0,0,60,0,0,1,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,2,0,2,3,66.7,1,1,0,1,2,4,6,0,74,7,35,38,2,1,74,0,0,,0,,44,296,204,1,0,1,0,46,90,50.0,90,1,0,,0,3.00,2,0,+2,+2.00,+3.00,2.4,0.4,+1.9,+1.93,+2.20,0,1,0,0,0,0,0,11,1,2,33.3,2
18,Nayef Aguerd,ma MAR,DF,West Ham,eng Premier League,27-145,1996,2,2,156,1.7,1,0,1,1,0,0,2,1,0.1,0.1,0.0,0.1,0,3,0,0.58,0.00,0.58,0.58,0.58,0.07,0.00,0.07,0.07,0.07,Matches,2023,1,1,100.0,0.58,0.58,1.00,1.00,6.4,0,0.13,+0.9,+0.9,38,53,71.7,826,367,13,14,92.9,17,21,81.0,8,17,47.1,0.0,0.0,0,3,0,0,42,11,7,0,0,0,0,0,0,0,0,0,0,1,0.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,0,2,1,0,3,3,100.0,0,2,0,2,5,8,10,1,77,17,51,25,2,1,77,0,0,,0,,31,138,67,0,0,2,1,23,78,86.7,78,1,0,,0,2.00,3,2,+1,+0.58,-3.17,1.9,3.6,-1.7,-0.97,-3.71,1,3,1,0,0,0,0,11,5,2,71.4,2
19,Naouirou Ahamada,fr FRA,FW,Crystal Palace,eng Premier League,21-146,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,13,16,81.3,186,52,7,8,87.5,6,7,85.7,0,0,,0.0,0.0,0,1,0,0,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,0,0,17,0,2,4,11,0,17,0,0,,0,,12,87,45,1,0,0,0,14,17,9.4,,0,1,17,1,0.00,0,0,0,0.00,0.00,0.6,0.0,+0.6,+3.06,+3.14,0,1,0,0,0,0,0,2,0,0,,2
20,Anel Ahmedhodzic,ba BIH,DF,Sheffield Utd,eng Premier League,24-149,1999,2,2,180,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,2,4,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,2023,3,0,0.0,1.50,0.00,0.00,,16.1,0,0.05,-0.1,-0.1,59,85,69.4,778,252,42,50,84.0,13,20,65.0,3,12,25.0,0.0,0.0,0,3,0,0,82,3,0,0,0,1,3,0,0,0,0,0,0,3,1.50,2,0,0,1,0,0,1,0.50,0,0,0,1,0,0,5,4,3,0,2,3,7,42.9,4,3,2,1,2,7,12,0,113,11,55,41,19,3,113,3,2,66.7,0,0.0,48,209,112,5,1,0,3,55,90,100.0,90,2,0,,0,0.00,1,3,-2,-1.00,,1.0,3.3,-2.3,-1.13,,0,4,1,1,0,0,0,8,7,4,63.6,2
21,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,27-327,1995,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches,2023,2,0,0.0,1.33,0.00,0.00,,18.4,0,0.02,0.0,0.0,71,89,79.8,1377,521,21,23,91.3,41,52,78.8,8,12,66.7,0.0,-0.1,1,4,1,0,85,4,2,0,0,0,2,0,0,0,0,0,0,3,2.00,1,0,1,1,0,0,1,0.67,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,8,0,107,12,65,44,2,1,107,2,2,100.0,0,0.0,67,331,148,0,0,1,2,69,68,75.0,90,1,1,45,0,0.50,1,2,-1,-0.67,+1.33,1.9,1.1,+0.7,+0.48,+1.26,0,2,0,0,0,0,0,11,7,6,53.8,2
22,Ola Aina,ng NGA,MF,Nott'ham Forest,eng Premier League,26-318,1996,1,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,2023,1,0,0.0,1.27,0.00,0.00,,29.4,0,0.02,0.0,0.0,9,14,64.3,228,172,3,7,42.9,3,4,75.0,3,3,100.0,0.0,0.0,0,0,0,0,10,4,3,0,0,0,1,0,0,0,0,0,0,1,1.27,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,3,3,3,0,0,2,2,100.0,0,0,0,0,0,3,4,0,23,2,12,8,3,0,23,2,1,50.0,0,0.0,8,59,33,1,0,0,1,9,71,39.4,71,0,0,,0,0.00,0,2,-2,-2.54,-4.19,0.3,0.4,-0.1,-0.10,-1.18,0,1,0,0,0,0,0,1,1,0,100.0,2
23,Rayan Ait Nouri,dz ALG,DF,Wolves,eng Premier League,22-077,2001,2,2,161,1.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,9,2,0.00,0.00,0.00,0.00,0.00,0.18,0.04,0.22,0.18,0.22,Matches,2023,1,0,0.0,0.56,0.00,0.00,,11.3,0,0.32,-0.3,-0.3,72,85,84.7,1082,400,46,49,93.9,20,22,90.9,6,9,66.7,0.1,-0.1,2,5,1,0,67,18,3,0,0,0,15,0,0,0,0,0,3,4,2.22,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,7,4,6,1,0,3,5,60.0,2,3,2,1,1,8,3,0,102,9,40,41,25,2,102,7,4,57.1,3,42.9,54,341,187,5,1,1,3,58,81,89.4,81,0,0,,0,0.00,1,5,-4,-2.24,-2.24,3.4,3.9,-0.5,-0.28,-2.15,0,2,1,0,0,0,0,10,2,0,100.0,2
24,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,25-127,1998,2,1,85,0.9,0,1,1,0,0,0,0,0,0.1,0.1,1.0,1.1,1,2,2,0.00,1.06,1.06,0.00,1.06,0.15,1.01,1.16,0.15,1.16,Matches,2023,1,0,0.0,1.06,0.00,0.00,,12.3,0,0.14,-0.1,-0.1,25,32,78.1,399,174,15,16,93.8,8,10,80.0,2,5,40.0,0.6,0.0,1,2,0,0,26,6,2,0,0,0,4,0,0,0,0,0,0,3,3.18,2,0,0,1,0,0,1,1.06,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,6,0,43,7,24,10,9,3,43,0,0,,0,,16,124,90,0,0,1,2,25,43,47.2,83,0,1,2,0,2.00,3,2,+1,+1.06,-0.84,3.2,1.2,+2.0,+2.07,+0.02,0,1,0,0,0,0,0,1,3,0,100.0,2
25,Ludovic Ajorque,fr FRA,FW,Mainz 05,de Bundesliga,29-178,1994,1,1,90,1.0,0,0,0,0,0,2,0,0,1.8,0.3,0.0,0.3,0,0,9,0.00,0.00,0.00,0.00,0.00,1.84,0.00,1.84,0.27,0.27,Matches,2023,2,0,0.0,2.00,0.00,0.00,,29.0,0,0.13,-1.8,-0.3,21,27,77.8,327,36,11,13,84.6,5,8,62.5,3,4,75.0,0.0,0.0,0,0,0,0,23,4,0,0,0,1,0,0,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,41,1,6,14,21,6,39,0,0,,0,,22,71,26,1,0,3,1,25,90,100.0,90,1,0,,0,0.00,1,4,-3,-3.00,,2.3,1.9,+0.4,+0.39,,0,2,0,0,0,0,0,5,4,8,33.3,2
26,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,28-034,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,6,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,2023,1,0,0.0,0.50,0.00,0.00,,26.9,0,0.03,0.0,0.0,146,162,90.1,2164,517,79,81,97.5,56,65,86.2,4,7,57.1,0.0,-0.1,1,7,0,0,160,2,2,0,0,1,0,0,0,0,0,0,0,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,1,1,3,0,3,5,60.0,2,4,2,2,2,6,5,0,177,14,80,83,14,0,177,0,0,,0,,108,631,309,0,0,0,0,141,90,100.0,90,2,0,,0,3.00,4,0,+4,+2.00,,2.9,0.6,+2.3,+1.17,,0,0,0,0,0,0,0,10,4,1,80.0,2
